cislo_licence,ev_cislo,nazev,psc,obec,ulice,cp,okres,kraj,pocet_zdroju
310100204,4,Kotelna 89/5,33901,Klatovy,Kličkova,89,Klatovy,Plzeňský,1
310100204,5,Kotelna 106/5,33901,Klatovy,Rozvoj,106,Klatovy,Plzeňský,2
310100204,6,Kotalna 353/4,33901,Klatovy,Tyršova,353,Klatovy,Plzeňský,2
310100204,8,Kotelna 431/2,33901,Klatovy,Vaňkova,431,Klatovy,Plzeňský,2
310100204,11,Výtopna 626/4,33901,Klatovy,Plánická,626,Klatovy,Plzeňský,3
310100206,1,Teplárna  E2,73965,Třinec - Staré Město,Průmyslová,,Frýdek-Místek,Moravskoslezský,4
310100206,2,Teplárna  E3,73965,Třinec - Staré Město,Průmyslová,,Frýdek-Místek,Moravskoslezský,3
310100206,3,Spalinový kotel VA,73961,Třinec,Průmyslová,,Frýdek-Místek,Moravskoslezský,1
310100206,4,Spalinový kotel VC,73961,Třinec,Průmyslová,,Frýdek-Místek,Moravskoslezský,1
310100206,5,Spalinový kotel VD,73961,Třinec,Průmyslová,,Frýdek-Místek,Moravskoslezský,1
310100212,2,Kotelna,50901,Nová Paka,Pražská,,Jičín,Královéhradecký,2
310100213,1,Bloková kotelna  Gagarinova,69141,Břeclav - Poštorná,Gagarinova,840/8,Břeclav,Jihomoravský,2
310100233,1,"Kotelna Palachova 732, Hořovice",26801,Hořovice,Palachova,732/2,Beroun,Středočeský,2
310100233,2,Kotelna 820,26801,Hořovice,1. máje 820/1,1,Beroun,Středočeský,2
310100233,3,Kotelna K nemocnici 1197,26801,Hořovice,K Nemocnici,1197/8,Beroun,Středočeský,2
310100233,4,Kotelna Višňovka 1392,26801,Hořovice,U Remízku,1392/7,Beroun,Středočeský,5
310100233,5,Kotelna Palackého nám. č. 640,26801,Hořovice,Palackého náměstí,640/34,Beroun,Středočeský,2
310100233,6,Kotelna 1. ZŠ Komenského 1245,26801,Hořovice,Komenského,1245/7,Beroun,Středočeský,3
310100242,1,Výtopna Mariánské Lázně I,35301,Mariánské Lázně,Nádražní náměstí,294,Cheb,Karlovarský,2
310100242,4,CZT Rovná K1,35601,Rovná,Rovná,35,Sokolov,Karlovarský,2
310100242,5,Výtopna Mariánské Lázně II,35301,Mariánské Lázně,Nádražní náměstí,294,Cheb,Karlovarský,1
310100242,6,Výtopna - Pila,25801,Vlašim,Blanická,485,Benešov,Středočeský,4
310100242,7,Bloková kotelna,25801,Vlašim,Spojovací,,Benešov,Středočeský,2
310100242,8,BK ZŠ,25801,Vlašim,Sídliště,968,Benešov,Středočeský,2
310100242,9,BK 669 Obora,25801,Vlašim,Obora,669,Benešov,Středočeský,5
310100242,10,BK 1162,25801,Vlašim,ppor. Příhody,1162,Benešov,Středočeský,2
310100242,11,Bk 991,25801,Vlašim,Severní,991,Benešov,Středočeský,6
310100242,12,BK 986,25801,Vlašim,Severní,986,Benešov,Středočeský,6
310100242,13,BK 988,25801,Vlašim,Severní,988,Benešov,Středočeský,5
310100242,14,BK 1394,25801,Vlašim,Dvořákova,1394,Benešov,Středočeský,2
310100242,15,BK 1183,25801,Vlašim,Družstevní,1183,Benešov,Středočeský,4
310100259,1,Teplárna na Moráni,43001,Chomutov,Na Moráni,,Chomutov,Ústecký,2
310100260,1,Plynová kotelna Čechova,38801,Blatná,Čechova,90,Strakonice,Jihočeský,2
310100260,2,Plynová kotelna Nad Lomnicí,38801,Blatná,Nad Lomnicí,,Strakonice,Jihočeský,2
310100265,2,Plynová kotelna - Hamr,11000,Praha 10,Podle náhonu,325/69,,,2
310100265,3,Plynová kotelna - Výhledy Suchdol,16000,Praha 6,Holubí,1239,,,3
310100265,4,Plynová kotelna - Hostivařský háj,11500,Praha 15,R.A. Dvorského,600,,,2
310100265,5,Plynová kotelna  - Hostivice B,25301,Hostivice,Toskánská,2496,Praha-západ,Středočeský,1
310100265,6,Plynová kotelna  - Hostivice E,25301,Hostivice,Toskánská,2499,Praha-západ,Středočeský,1
310100265,7,Plynová kotelna - Rezidence Panorama,15000,Praha 5,Štorkánova,3236,,,2
310100265,8,Plynová kotelna - Nové Stodůlky AB,15500,Praha 5,Raichlova,2609,,,2
310100265,9,Plynová kotelna - Nové Stodůlky H,15500,Praha 5,Raichlova,2618,,,2
310100265,10,Plynová kotelna - Panský dvůr,10400,Praha 22,Žampionová,,,,2
310100265,11,Plynová kotelna - Pitkovice A1,10400,Praha 22,Holubinková,168,,,2
310100265,12,Plynová kotelna - Pitkovice C2,10400,Praha 22,K dálnici,160,,,2
310100265,13,Plynová kotelna  - Velká Ohrada II.,15500,Praha 5,Švejcarovo náměstí,2660,,,3
310100265,14,Plynová kotelna - Velká Ohrada R,15000,Praha 5,Nad Dalejským údolím,2688,,,2
310100265,15,Plynová kotelna  - Zličín 1. etapa,15000,Praha 5,Na Radosti,,,,2
310100265,16,Plynová kotelna  - Zličín 2. etapa,15000,Praha 5,Sazovická,457,,,2
310100265,17,Plynová kotelna  - Zličín 3. etapa,15000,Praha 5,Tulešická,458,,,2
310100265,18,Plynová kotelna - Pitkovice R,10400,Praha,Penízovková,,,,2
310100265,19,Plynová kotelna - Zličín 5. etapa,15000,Praha,Sazovická,479/21,,,2
310100265,20,Kotelna Zličín Y,15000,Praha,Praha,487/2,,,2
310100265,21,Kotelna Zličín R,15521,Praha,Sazovická,492/5,,,2
310100265,22,Kotelna Uhříněves 1,10000,Praha,Ke Kříži,1598/5,,,4
310100265,23,Kotelna Uhříněves 2,10000,Praha,Ke Kříži,1610,,,2
310100265,24,Kotelna Hořovského,16300,Praha,Hořovského,525/7,,,3
310100265,25,Pod Hybšmankou,15000,Praha,Pod Hybšmankou,2818/3,,,2
310100265,26,Kotelna Uhříněves 3,10400,Praha,Ke Kříži,1636,,,4
310100265,27,Kotelna Uhříněves 4,10400,Praha,Ke Kříži,1653/6,,,4
310100265,28,Kotelna V Závětří,17000,Praha,V závětří,385/8,,,4
310100267,1,Kotelna Březno u Chomutova,43145,Březno,Chomutovská,318,Chomutov,Ústecký,10
310100287,1,"Energetika Chropyně, a.s.",76811,Chropyně,Komenského,75,Kroměříž,Zlínský,5
310100302,1,Elektrárna Mělník EMĚ I,27703,Horní Počaply,Horní Počaply,,Mělník,Středočeský,6
310100302,2,Výtopna Třeboradice,19000,Praha 9,Za Tratí,197,,,1
310100302,3,Elektrárna  Mělník  II,27703,Horní Počaply,Horní Počaply,,Mělník,Středočeský,2
310100305,1,Teplárna Holešovice,17000,Praha 7,Partyzánská,1/7,,,6
310100305,2,Teplárna Malešice,10000,Praha 10,Teplárenská,611/1,,,5
310100305,4,Teplárna Michle,14000,Praha 4,Chodovská,729,,,3
310100305,6,Výtopna Krč,14000,Praha 4,Zálesí,1927/13,,,6
310100305,7,Výtopna Ruzyně,16000,Praha 6,Vlastina,889/23,,,3
310100305,49,BK LL16,14000,Praha 4,V Bambouskách u,342,,,4
310100305,58,Výtopna IKEM,14000,Praha 4,Za Valem,,,,4
310100320,1,Sídlištní kotelna,33801,Holoubkov,Holoubkov,293,Rokycany,Plzeňský,4
310100326,1,Pl. kotelna - Sídliště,40722,Benešov nad Ploučnicí,Sídliště,652,Děčín,Ústecký,2
310100326,2,Plynová kotelna - MŠ Cihelní ulice,40722,Benešov nad Ploučnicí,Cihelní ulice,602,Děčín,Ústecký,2
310100341,1,Kotelna K1,47301,Nový Bor,Wolkerova,588,Česká Lípa,Liberecký,3
310100341,2,Kotelna U lesa,47301,Nový Bor,Boženy Němcové,,Česká Lípa,Liberecký,2
310100341,3,Kotelna Rumburských hrdinů,47301,Nový Bor,Rumburských hrdinů,,Česká Lípa,Liberecký,3
310100341,4,Kotelna Nemocniční,47301,Nový Bor,Nemocniční,456,Česká Lípa,Liberecký,2
310100343,1,kotelna 1 U Husa 660,33012,Horní Bříza,U Husa,660,Plzeň-sever,Plzeňský,4
310100343,2,kotelna 2,33012,Horní Bříza,Sídlištní,,Plzeň-sever,Plzeňský,5
310100371,1,Kotelna Kovařovicova,34401,Domažlice,Kovařovicova,274,Domažlice,Plzeňský,3
310100371,2,Kotelna Švabinského,34401,Domažlice,Švabinského,564,Domažlice,Plzeňský,6
310100371,3,Kotelna Břetislavova,34401,Domažlice,Břetislavova,84,Domažlice,Plzeňský,5
310100371,5,Kotelna Zahradní,34401,Domažlice,Zahradní,513,Domažlice,Plzeňský,2
310100374,1,teplárna CHS,58301,Chotěboř,Herrmannova,,Havlíčkův Brod,Vysočina,3
310100384,1,Centrální výtopna Dolní,79201,Bruntál,Ruská,2027/10,Bruntál,Moravskoslezský,3
310100384,2,CV SMETANOVA,79201,Bruntál,Smetanova,,Bruntál,Moravskoslezský,4
310100384,3,Centrální výtopna Květná II.,79201,Bruntál,Okružní,,Bruntál,Moravskoslezský,3
310100384,4,Centrální výtopna Květná III.,79201,Bruntál,Květná,,Bruntál,Moravskoslezský,3
310100386,1,Mondi Štětí a.s.,41108,Štětí,Ltoměřická,272,Litoměřice,Ústecký,3
310100388,1,Kotelna - Ježovská,Praha,,Ježovská,115/2,,,3
310100392,1,"DEZA, a.s. - teplárna",75728,Valašské Meziříčí,Masarykova,753,Vsetín,Zlínský,3
310100392,2,"DEZA, a.s. - výtopna TAILGAS",75728,Valašské Meziříčí,Masarykova,753,Vsetín,Zlínský,3
310100392,3,"DEZA, a.s. - SPO",75701,Valašské Meziříčí,Masarykova,,Vsetín,Zlínský,1
310100392,4,"DEZA, a.s. - FTAL",75701,Valašské Meziříčí,Masarykova,,Vsetín,Zlínský,1
310100392,5,"DEZA, a.s. - DZE D1",75701,Valašské Meziříčí,Masarykova,,Vsetín,Zlínský,1
310100398,1,Bloková kotelna 525,33845,Strašice,Strašice,525,Rokycany,Plzeňský,2
310100398,2,Bloková kotelna 558,33845,Strašice,Strašice,558,Rokycany,Plzeňský,2
310100398,3,Bloková kotelna - areál bývalých kasáren,33845,Strašice,areál bývalých kasáren,,Rokycany,Plzeňský,2
310100416,1,Teplárna Trať,43942,Postoloprty,Dvořákova,549,Louny,Ústecký,4
310100416,2,Teplárna Draguš,43942,Postoloprty,Draguš,550,Louny,Ústecký,4
310100420,1,Teplárna Bynov,40505,Děčín,Bynovská,356,Děčín,Ústecký,2
310100420,2,Teplárna Želenice,40502,Děčín,Dělnická,1938/53,Děčín,Ústecký,2
310100420,3,Kotelna Boletice,40501,Děčín,Tovární,374,Děčín,Ústecký,3
310100420,4,Teplárna CZT Benešovská,40502,Děčín,Benešovská,,Děčín,Ústecký,6
310100420,6,Kotelna Jílové,40701,Jílové,Lipová,296,Děčín,Ústecký,2
310100420,8,KOTELNA LOUBÍ,40502,Děčín,Loubská,704/9,Děčín,Ústecký,2
310100420,9,výrobna Bynov I,40505,Děčín,U kotelny,356,Děčín,Ústecký,1
310100420,10,výrobna Bynov II,40505,Děčín,U kotelny,356,Děčín,Ústecký,1
310100420,11,výrobna Bynov III,40505,Děčín,U kotelny,356,Děčín,Ústecký,1
310100420,12,výrobna Želenice I,40502,Děčín,Dělnická,1938/53,Děčín,Ústecký,1
310100420,13,výrobna Želenice II,40502,Děčín,Dělnická,1938/53,Děčín,Ústecký,1
310100420,14,výrobna Želenice III,40502,Děčín,Dělnická,1938/53,Děčín,Ústecký,1
310100432,1,Bloková kotelna Podhomolí,56501,Choceň,Podhomolí,1615,Ústí nad Orlicí,Pardubický,4
310100449,1,Kotelna 590,26242,Rožmitál pod Třemšínem,Sídliště,590,Příbram,Středočeský,3
310100450,1,Quick I. v.o. s.,43521,Obrnice,Nová výstavba,225,Most,Ústecký,2
310100451,1,C-Energy Planá,39102,Planá nad Lužnicí,Průmyslová,748,Tábor,Jihočeský,9
310100451,2,Základní závod - TTA 1,39002,Tábor,U Cihelny,2128,Tábor,Jihočeský,3
310100451,3,Špičková kotel - TTA 2,39005,Tábor,Václava Soumara,,Tábor,Jihočeský,3
310100454,1,Plynová kotelna mjr. Nováka,66491,Ivančice,mjr. Nováka,1477/13,Brno-venkov,Jihomoravský,4
310100454,2,Plynová kotelna V Lánech,66491,Ivančice,V Lánech,2,Brno-venkov,Jihomoravský,2
310100454,3,"Kotelna - Žizkova, Vrchlabí",54301,Vrchlabí,Žižkova,,Trutnov,Královéhradecký,3
310100454,4,KJ - Ivančice,66491,Ivančice,mjr. Nováka,,Brno-venkov,Jihomoravský,1
310100462,1,Kotelna 17. listopadu 6,35002,Cheb,17. listopadu 1379/,17,Cheb,Karlovarský,2
310100462,2,Kotelna Valdštejnova 49,35002,Cheb,Valdštejnova,1320/49,Cheb,Karlovarský,2
310100462,3,Kotelna BOŽENY NĚMCOVÉ,35002,Cheb,B. Němcové,1981/9,Cheb,Karlovarský,3
310100462,4,Kotelna Hrnčířská,35002,Cheb,Hrnčířská,2129/2,Cheb,Karlovarský,4
310100462,5,Kotelna Mánesova 34,35002,Cheb,Mánesova,1207/34,Cheb,Karlovarský,3
310100462,6,Kotelna Sadová,35002,Cheb,Sadová,1139/7,Cheb,Karlovarský,3
310100462,7,KGJ Zlatý Vrch,35002,Cheb,Slavice,2106,Cheb,Karlovarský,4
310100462,8,Kotelna Valdštejnova 50,35002,Cheb,Valdštejnova,1287/50,Cheb,Karlovarský,3
310100462,9,Kotelna Evropská 41,35002,Cheb,Evropská,1566/41,Cheb,Karlovarský,3
310100462,10,Kotelna Kasární,35002,Cheb,Kasární náměstí,131/11,Cheb,Karlovarský,4
310100462,11,Výtopna Skalka,35002,Cheb,Americká,1489/24,Cheb,Karlovarský,5
310100462,12,Kotelna Májová 31,35002,Cheb,Májová,104/31,Cheb,Karlovarský,4
310100462,13,Kotelna Hradební,35002,Cheb,Hradební,52/14,Cheb,Karlovarský,3
310100462,14,Kotelna Valdštejnova 19,35002,Cheb,Valdštejnova,1293/19,Cheb,Karlovarský,2
310100462,15,Výtopna Riegerova,35002,Cheb,Riegerova,2390/54,Cheb,Karlovarský,4
310100462,16,Kotelna Sládkova,35002,Cheb,Komenského,665/32,Cheb,Karlovarský,3
310100462,17,Kotelna ŠKOLNÍ,35002,Cheb,Školní,646/4,Cheb,Karlovarský,6
310100462,19,Kotelna k Nemocnici,35002,Cheb,K Nemocnici,1112/17,Cheb,Karlovarský,4
310100462,20,Divadelní náměstí 7,35002,Cheb,Divadelní nám.,2225/7,Cheb,Karlovarský,3
310100462,21,"Kotelna Kostelní 110 BJ, Plesná",35135,Plesná,Šestidomá,,Cheb,Karlovarský,5
310100462,22,"Kotelna 5. května 63 BJ, Plesná",35135,Plesná,5. května 45,5,Cheb,Karlovarský,4
310100462,23,Výměníková stanice Spáleniště,35002,Cheb,Jungmannova,1256,Cheb,Karlovarský,2
310100462,24,Výměníková stanice 3 SKALKA,35002,Cheb,Družstevní,2458/2,Cheb,Karlovarský,2
310100462,25,Výměníková stanice 5 SKALKA,35002,Cheb,Americká,,Cheb,Karlovarský,1
310100462,26,Výměníková stanice 1 Palackého,35002,Cheb,Palackého,1278/16,Cheb,Karlovarský,3
310100462,27,Výměníková stanice 2 VALZA,35002,Cheb,Palackého,2515/37,Cheb,Karlovarský,1
310100462,28,Výměníková stanice 1 Dřevařská,35002,Cheb,Dřevařská,2107/3,Cheb,Karlovarský,2
310100462,29,Výměníková stanice 3 Dvořákova,35002,Cheb,Dvořákova,2162/17,Cheb,Karlovarský,2
310100462,30,KASS - MKS - Kamenná 5,35002,Cheb,Kamenná,219/5,Cheb,Karlovarský,1
310100462,31,Kotelna Hedvábnická,35201,Aš,Hedvábnická,2689,Cheb,Karlovarský,5
310100462,32,Výměníková stanice Kamenná,35201,Aš,Kamenná,2923,Cheb,Karlovarský,1
310100462,33,Kotelna Dolní Žandov,35493,Dolní Žandov,Dolní Žandov,,Cheb,Karlovarský,2
310100467,2,Kotelna Figurky,46667,Jablonec nad Nisou,Průmyslová,1973/20,Jablonec nad Nisou,Liberecký,2
310100473,1,Kotelna LTO,38273,Vyšší Brod,Míru,250,Český Krumlov,Jihočeský,2
310100476,1,Závod na energetické využití odpadu,46007,Liberec,Dr. Milady Horákové,571/56,Liberec,Liberecký,1
310100478,1,kotelna Jiříkov,40753,Jiříkov,Generála Svobody,99,Děčín,Ústecký,2
310100498,1,výtopna Hutník V4,69801,Veselí nad Moravou,Blatnická,1455,Hodonín,Jihomoravský,5
310100498,2,kotelna Hutník II K25,69801,Veselí nad Moravou,Hutník,1487,Hodonín,Jihomoravský,4
310100498,3,kotelna Lány K26,69801,Veselí nad Moravou,Lány,1658,Hodonín,Jihomoravský,4
310100498,5,kotelna Nám. Míru K27,69801,Veselí nad Moravou,Nám. Míru,641,Hodonín,Jihomoravský,3
310100498,6,kotelna Kollárova 1215 K31,69801,Veselí nad Moravou,Kollárova,1215,Hodonín,Jihomoravský,4
310100498,7,kotelna Svatoplukova 1198 K28,69801,Veselí nad Moravou,Svatoplukova,1198,Hodonín,Jihomoravský,2
310100502,1,Kotelna Mlýnská,73991,Jablunkov,Bukovecká,51,Frýdek-Místek,Moravskoslezský,4
310100502,2,Kotelna Folvarček,73991,Jablunkov,Nádražní,841,Frýdek-Místek,Moravskoslezský,2
310100509,1,Plynová kotelna,41145,Úštěk,sídliště Pionýrů,136,Litoměřice,Ústecký,2
310100511,1,Centrální výtopna,38241,Kaplice,Českobudějovická,35,Český Krumlov,Jihočeský,3
310100515,1,Provozovna č. 1,38643,Strakonice,Komenského,59,Strakonice,Jihočeský,4
310100515,2,Provozovna č. 2,38601,Strakonice,Komenského,59,Strakonice,Jihočeský,1
310100518,1,PK Povrly-Lužecké Údolí,40332,Povrly,Povrly,,Ústí nad Labem,Ústecký,2
310100518,2,PK Neštědice,40332,Povrly,Povrly,536,Ústí nad Labem,Ústecký,2
310100520,1,NTL kotelna Anglická,79604,Prostějov,Anglická,,Prostějov,Olomoucký,4
310100520,2,NTL kotelna sídl. Dr. E. Beneše,79603,Prostějov,sídl. Dr. E. Beneše,,Prostějov,Olomoucký,3
310100520,3,NTL kotelna sídl. Hloučela - K1,79604,Prostějov,Antonína Slavíčka,,Prostějov,Olomoucký,3
310100520,5,NTL kotelna sídl. Hloučela - K3,79604,Prostějov,Jana Zrzavého,,Prostějov,Olomoucký,4
310100520,8,NTL kotelna Krasická,79604,Prostějov,Moravská,,Prostějov,Olomoucký,2
310100520,9,NTL kotelna Mozartova,79601,Prostějov,Mozartova,,Prostějov,Olomoucký,3
310100520,11,NTL kotelna Tylova,79601,Prostějov,Tylova,,Prostějov,Olomoucký,2
310100520,12,NTL kotelna Sídliště svobody,79601,Prostějov,Sídliště svobody,,Prostějov,Olomoucký,3
310100520,13,NTL kotelna Barákova,79601,Prostějov,Barákova,,Prostějov,Olomoucký,2
310100520,15,NTL kotelna nám. Spojenců,79601,Prostějov,nám. Spojenců,,Prostějov,Olomoucký,2
310100520,16,NTL kotelna Okružní,79601,Prostějov,Okružní,,Prostějov,Olomoucký,3
310100520,17,NTL kotelna Hanačka,79601,Prostějov,Hanačka,254/3,Prostějov,Olomoucký,2
310100527,1,Rýnovická energetická s.r.o.,46605,Jablonec nad Nisou,Belgická,4887,Jablonec nad Nisou,Liberecký,8
310100527,2,U Přehrady 61,46602,Jablonec nad Nisou,U Přehrady,3204/61,Jablonec nad Nisou,Liberecký,2
310100529,1,Spalovna - závod 1400000,10000,Praha,Průmyslová,615/32,,,4
310100546,1,Plynová kotelna EGC 500,38232,Velešín,Nad Cihelnou,604,Český Krumlov,Jihočeský,2
310100546,2,Plynová kotelna EGC 750,38232,Velešín,Sídliště,526,Český Krumlov,Jihočeský,2
310100551,1,Elektrárna Třebovice,72100,Ostrava-Třebovice,Elektrárenská,5558,Ostrava-město,Moravskoslezský,6
310100551,2,Teplárna Přívoz,70203,Ostrava-Přívoz,Křišťanova,,Ostrava-město,Moravskoslezský,4
310100551,3,Mobilní kotle Jižní Město,70400,Ostrava,U výtopny,,Ostrava-město,Moravskoslezský,2
310100551,5,Teplárna Olomouc,77211,Olomouc,Tovární,839/46,Olomouc,Olomoucký,2
310100551,6,Špičková výtopna Oloumouc,77211,Olomouc,Pavelkova,,Olomouc,Olomoucký,3
310100551,7,Fakultní nemocnice Olomouc,77211,Olomouc,I. P. Pavlova,,Olomouc,Olomoucký,3
310100551,9,Teplárna Přerov,75042,Přerov,Tovačovská,2924/18,Přerov,Olomoucký,3
310100551,10,Teplárna Frýdek-Místek,73805,Frýdek-Místek,Frýdek-Místek,,Frýdek-Místek,Moravskoslezský,3
310100551,11,Teplárna Krnov,79400,Krnov,Revoluční,960/51,Bruntál,Moravskoslezský,2
310100551,12,Výtopna Pod Cvilínem,79400,Krnov,Opavská,426/57,Bruntál,Moravskoslezský,2
310100551,13,Teplárna Karviná,73506,Karviná,Svobody,,,,4
310100551,14,Teplárna čs. armády,73506,Karviná,Karviná-Doly,,Karviná,Moravskoslezský,3
310100551,15,Provozovna Tonak,74111,Nový Jičín,Zborovská,823,Nový Jičín,Moravskoslezský,5
310100551,17,Provozovna nemocnice Karviná,73412,Karviná 4 - Ráj,Vydmuchov,,Karviná,Moravskoslezský,2
310100551,18,Provozovna Petřvald,73541,Petřvald,Březinská,1614,Karviná,Moravskoslezský,3
310100551,19,Kotelna K014,14200,Praha - Kunratice,Dr. Jana Růžičky,1140,,,4
310100551,23,Kotelna K011,14900,Praha - Kateřinky,Proutěná,422,,,4
310100551,27,Kotelna K010,15500,Praha - Velká Ohrada,Červeňanského,2447,,,4
310100551,28,Provozovna Nemocnice s poliklinikou Havířov,73601,Havířov,Dělnická,1132/24,Karviná,Moravskoslezský,3
310100551,32,K 095,13000,Praha,Křišťanova,889/13,,,2
310100551,33,K 100,11000,Praha,Vodičkova,681/18,,,5
310100551,34,K 606,16900,Praha,Mládeže,1627/13,,,2
310100551,35,K 032,18600,Praha,Karlínské náměstí,316/7,,,4
310100551,37,K016,10200,Praha,Pražská,1014/2,,,2
310100551,38,K128,10700,Praha,Netlucká,634,,,2
310100551,40,Bohumínská městská nemocnice,73581,Bohumín,Slezská,207,Karviná,Moravskoslezský,2
310100551,42,PNO-Provozovna  nemocnice Orlová,73514,Orlová,Masarykova třída,900,Karviná,Moravskoslezský,1
310100551,43,Provozovna Vančurova,74101,Nový Jičín,Vančurova,496,Nový Jičín,Moravskoslezský,3
310100551,44,Provozovna Anenská,74101,Nový Jičín,Anenská,596/33,Nový Jičín,Moravskoslezský,4
310100551,45,Kotelna Bulharská,74101,Nový Jičín,Bulharská,747/15,Nový Jičín,Moravskoslezský,6
310100551,46,Kotelna Loučka,74101,Nový Jičín,Loučka,445,Nový Jičín,Moravskoslezský,4
310100551,47,Kotelna Mendelova,74101,Nový Jičín,Mendelova,1650/10,Nový Jičín,Moravskoslezský,2
310100551,48,Kotelna Poděbradova,74101,Nový Jičín,Poděbradova,2025/14,Nový Jičín,Moravskoslezský,4
310100551,49,K 621,16000,Praha,Patočkova,978/20,,,4
310100551,50,Provozovna Nemocnice Frýdek-Místek,73801,Frýdek-Místek,El. Krásnohorské,321,Frýdek-Místek,Moravskoslezský,2
310100551,52,K 157,13000,Praha,Kališnická,379,,,2
310100551,53,Provozovna Bazén,74101,Nový Jičín,Novosady,914/10,Nový Jičín,Moravskoslezský,4
310100551,54,Provozovna Trlicova,74101,Nový Jičín,Trlicova,1783/10,Nový Jičín,Moravskoslezský,3
310100551,56,K 136,15000,Praha,Na Císařce,3222/14,,,2
310100551,57,K 535,25262,Horoměřice,Revoluční,,Praha-západ,Středočeský,2
310100551,59,L. Ševčíka 19,70900,Ostrava,Ladislava Ševčíka,1497/19,Ostrava-město,Moravskoslezský,5
310100551,60,Jílová,70200,Ostrava,Jílová,2041/32,Ostrava-město,Moravskoslezský,2
310100551,61,K 151,25163,Strančice,Revoluční,1,Praha-východ,Středočeský,2
