cislo_licence,ev_cislo,druh,technologie,mw
110912172,7,elektrický,celkový,0.03
110912172,7,elektrický,sluneční,0.03
110912172,8,elektrický,celkový,0.02
110912172,8,elektrický,sluneční,0.02
110912172,9,elektrický,celkový,0.02
110912172,9,elektrický,sluneční,0.02
110912174,1,elektrický,celkový,0.006
110912174,1,elektrický,sluneční,0.006
110912175,1,elektrický,celkový,0.003
110912175,1,elektrický,sluneční,0.003
110912176,1,elektrický,celkový,0.014
110912176,1,elektrický,sluneční,0.014
110912177,1,elektrický,celkový,0.005
110912177,1,elektrický,sluneční,0.005
110912177,2,elektrický,celkový,0.005
110912177,2,elektrický,sluneční,0.005
110912178,1,elektrický,celkový,0.002
110912178,1,elektrický,sluneční,0.002
110912179,1,elektrický,celkový,0.011
110912179,1,elektrický,sluneční,0.011
110912180,1,elektrický,celkový,0.017
110912180,1,elektrický,sluneční,0.017
110912181,1,elektrický,celkový,0.005
110912181,1,elektrický,sluneční,0.005
110912182,1,elektrický,celkový,0.007
110912182,1,elektrický,sluneční,0.007
110912183,1,elektrický,celkový,0.003
110912183,1,elektrický,sluneční,0.003
110912184,1,elektrický,celkový,0.019
110912184,1,elektrický,sluneční,0.019
110912185,1,elektrický,celkový,0.005
110912185,1,elektrický,sluneční,0.005
110912186,1,elektrický,celkový,0.032
110912186,1,elektrický,sluneční,0.032
110912186,2,elektrický,celkový,0.032
110912186,2,elektrický,sluneční,0.032
110912186,3,elektrický,celkový,0.032
110912186,3,elektrický,sluneční,0.032
110912186,4,elektrický,celkový,0.032
110912186,4,elektrický,sluneční,0.032
110912186,5,elektrický,celkový,0.032
110912186,5,elektrický,sluneční,0.032
110912186,6,elektrický,celkový,0.032
110912186,6,elektrický,sluneční,0.032
110912186,7,elektrický,celkový,0.032
110912186,7,elektrický,sluneční,0.032
110912186,8,elektrický,celkový,0.032
110912186,8,elektrický,sluneční,0.032
110912186,9,elektrický,celkový,0.03
110912186,9,elektrický,sluneční,0.03
110912186,10,elektrický,celkový,0.03
110912186,10,elektrický,sluneční,0.03
110912186,11,elektrický,celkový,0.03
110912186,11,elektrický,sluneční,0.03
110912186,12,elektrický,celkový,0.02
110912186,12,elektrický,sluneční,0.02
110912186,13,elektrický,celkový,0.017
110912186,13,elektrický,sluneční,0.017
110912186,14,elektrický,celkový,0.022
110912186,14,elektrický,sluneční,0.022
110912186,15,elektrický,celkový,0.1
110912186,15,elektrický,sluneční,0.1
110912187,1,elektrický,celkový,0.008
110912187,1,elektrický,sluneční,0.008
110912188,1,elektrický,celkový,0.004
110912188,1,elektrický,sluneční,0.004
110912189,1,elektrický,celkový,0.011
110912189,1,elektrický,sluneční,0.011
110912189,2,elektrický,celkový,0.006
110912189,2,elektrický,sluneční,0.006
110912190,1,elektrický,celkový,0.104
110912190,1,elektrický,sluneční,0.104
110912191,1,elektrický,celkový,0.005
110912191,1,elektrický,sluneční,0.005
110912193,1,elektrický,celkový,0.004
110912193,1,elektrický,sluneční,0.004
110912194,1,elektrický,celkový,0.015
110912194,1,elektrický,sluneční,0.015
110912195,1,elektrický,celkový,0.002
110912195,1,elektrický,sluneční,0.002
110912196,1,elektrický,celkový,0.005
110912196,1,elektrický,sluneční,0.005
110912197,1,elektrický,celkový,0.012
110912197,1,elektrický,sluneční,0.012
110912198,1,elektrický,celkový,0.02
110912198,1,elektrický,sluneční,0.02
110912198,2,elektrický,celkový,0.01
110912198,2,elektrický,sluneční,0.01
110912199,1,elektrický,celkový,0.004
110912199,1,elektrický,sluneční,0.004
110912200,1,elektrický,celkový,0.006
110912200,1,elektrický,sluneční,0.006
110912201,1,elektrický,celkový,0.004
110912201,1,elektrický,sluneční,0.004
110912202,1,elektrický,celkový,0.007
110912202,1,elektrický,sluneční,0.007
110912203,1,elektrický,celkový,0.005
110912203,1,elektrický,sluneční,0.005
110912204,1,elektrický,celkový,0.005
110912204,1,elektrický,sluneční,0.005
110912205,1,elektrický,celkový,0.022
110912205,1,elektrický,sluneční,0.022
110912206,1,elektrický,celkový,0.837
110912206,1,elektrický,sluneční,0.837
110912207,1,elektrický,celkový,0.01
110912207,1,elektrický,sluneční,0.01
110912207,2,elektrický,celkový,0.017
110912207,2,elektrický,sluneční,0.017
110912208,1,elektrický,celkový,0.01
110912208,1,elektrický,sluneční,0.01
110912209,1,elektrický,celkový,0.005
110912209,1,elektrický,sluneční,0.005
110912210,1,elektrický,celkový,0.005
110912210,1,elektrický,sluneční,0.005
110912211,1,elektrický,celkový,0.108
110912211,1,elektrický,sluneční,0.108
110912212,1,elektrický,celkový,0.014
110912212,1,elektrický,sluneční,0.014
110912213,1,elektrický,celkový,0.062
110912213,1,elektrický,sluneční,0.062
110912214,1,elektrický,celkový,0.01
110912214,1,elektrický,sluneční,0.01
110912215,1,elektrický,celkový,0.02
110912215,1,elektrický,sluneční,0.02
110912215,2,elektrický,celkový,0.003
110912215,2,elektrický,sluneční,0.003
110912216,2,elektrický,celkový,0.004
110912216,2,elektrický,sluneční,0.004
110912217,1,elektrický,celkový,0.005
110912217,1,elektrický,sluneční,0.005
110912217,2,elektrický,celkový,0.005
110912217,2,elektrický,sluneční,0.005
110912217,3,elektrický,celkový,0.015
110912217,3,elektrický,sluneční,0.015
110912218,1,elektrický,celkový,0.019
110912218,1,elektrický,sluneční,0.019
110912220,1,elektrický,celkový,0.004
110912220,1,elektrický,sluneční,0.004
110912221,1,elektrický,celkový,0.011
110912221,1,elektrický,sluneční,0.011
110912222,1,elektrický,celkový,0.004
110912222,1,elektrický,sluneční,0.004
110912223,1,elektrický,celkový,0.005
110912223,1,elektrický,sluneční,0.005
110912224,1,elektrický,celkový,0.003
110912224,1,elektrický,sluneční,0.003
110912225,1,elektrický,celkový,0.005
110912225,1,elektrický,sluneční,0.005
110912226,1,elektrický,celkový,0.005
110912226,1,elektrický,sluneční,0.005
110912227,1,elektrický,celkový,0.005
110912227,1,elektrický,sluneční,0.005
110912228,1,elektrický,celkový,0.006
110912228,1,elektrický,sluneční,0.006
110912229,1,elektrický,celkový,0.029
110912229,1,elektrický,sluneční,0.029
110912230,1,elektrický,celkový,0.007
110912230,1,elektrický,sluneční,0.007
110912232,1,elektrický,celkový,0.007
110912232,1,elektrický,sluneční,0.007
110912233,1,elektrický,celkový,0.005
110912233,1,elektrický,sluneční,0.005
110912234,1,elektrický,celkový,0.022
110912234,1,elektrický,sluneční,0.022
110912235,1,elektrický,celkový,0.005
110912235,1,elektrický,sluneční,0.005
110912236,1,elektrický,celkový,0.002
110912236,1,elektrický,sluneční,0.002
110912237,1,elektrický,celkový,0.009
110912237,1,elektrický,sluneční,0.009
110912238,1,elektrický,celkový,0.005
110912238,1,elektrický,sluneční,0.005
110912239,1,elektrický,celkový,0.006
110912239,1,elektrický,sluneční,0.006
110912240,1,elektrický,celkový,0.012
110912240,1,elektrický,sluneční,0.012
110912241,1,elektrický,celkový,0.005
110912241,1,elektrický,sluneční,0.005
110912242,1,elektrický,celkový,0.046
110912242,1,elektrický,sluneční,0.046
110912242,2,elektrický,celkový,0.137
110912242,2,elektrický,sluneční,0.137
110912243,1,elektrický,celkový,0.04
110912243,1,elektrický,sluneční,0.04
110912243,2,elektrický,celkový,0.005
110912243,2,elektrický,sluneční,0.005
110912244,1,elektrický,celkový,0.002
110912244,1,elektrický,sluneční,0.002
110912245,1,elektrický,celkový,0.003
110912245,1,elektrický,sluneční,0.003
110912246,1,elektrický,celkový,0.03
110912246,1,elektrický,sluneční,0.03
110912247,1,elektrický,celkový,0.005
110912247,1,elektrický,sluneční,0.005
110912248,1,elektrický,celkový,0.103
110912248,1,elektrický,sluneční,0.103
110912249,1,elektrický,celkový,0.011
110912249,1,elektrický,sluneční,0.011
110912249,2,elektrický,celkový,0.009
110912249,2,elektrický,sluneční,0.009
110912250,1,elektrický,celkový,0.019
110912250,1,elektrický,sluneční,0.019
110912251,1,elektrický,celkový,0.009
110912251,1,elektrický,sluneční,0.009
110912252,1,elektrický,celkový,0.005
110912252,1,elektrický,sluneční,0.005
110912253,1,elektrický,celkový,0.005
110912253,1,elektrický,sluneční,0.005
110912254,1,elektrický,celkový,0.015
110912254,1,elektrický,sluneční,0.015
110912255,1,elektrický,celkový,0.003
110912255,1,elektrický,sluneční,0.003
110912255,2,elektrický,celkový,0.004
110912255,2,elektrický,sluneční,0.004
110912256,1,elektrický,celkový,0.004
110912256,1,elektrický,sluneční,0.004
110912257,1,elektrický,celkový,0.075
110912257,1,elektrický,sluneční,0.075
110912258,1,elektrický,celkový,0.005
110912258,1,elektrický,sluneční,0.005
110912259,1,elektrický,celkový,0.599
110912259,1,elektrický,sluneční,0.599
110912260,1,elektrický,celkový,0.005
110912260,1,elektrický,sluneční,0.005
110912261,1,elektrický,celkový,0.005
110912261,1,elektrický,sluneční,0.005
110912262,1,elektrický,celkový,0.041
110912262,1,elektrický,sluneční,0.041
110912263,1,elektrický,celkový,0.005
110912263,1,elektrický,sluneční,0.005
110912264,1,elektrický,celkový,0.008
110912264,1,elektrický,sluneční,0.008
110912265,1,elektrický,celkový,0.015
110912265,1,elektrický,sluneční,0.015
110912266,1,elektrický,celkový,0.005
110912266,1,elektrický,sluneční,0.005
110912267,1,elektrický,celkový,0.028
110912267,1,elektrický,sluneční,0.028
110912268,1,elektrický,celkový,0.019
110912268,1,elektrický,sluneční,0.019
110912269,1,elektrický,celkový,2.27
110912269,1,elektrický,sluneční,2.27
110912270,1,elektrický,celkový,0.16
110912270,1,elektrický,sluneční,0.16
110912270,2,elektrický,celkový,0.01
110912270,2,elektrický,sluneční,0.01
110912270,3,elektrický,celkový,0.015
110912270,3,elektrický,sluneční,0.015
110912270,4,elektrický,celkový,0.011
110912270,4,elektrický,sluneční,0.011
110912270,5,elektrický,celkový,0.015
110912270,5,elektrický,sluneční,0.015
110912270,6,elektrický,celkový,0.014
110912270,6,elektrický,sluneční,0.014
110912270,7,elektrický,celkový,0.02
110912270,7,elektrický,sluneční,0.02
110912270,8,elektrický,celkový,0.018
110912270,8,elektrický,sluneční,0.018
110912270,9,elektrický,celkový,0.008
110912270,9,elektrický,sluneční,0.008
110912270,10,elektrický,celkový,0.015
110912270,10,elektrický,sluneční,0.015
110912270,11,elektrický,celkový,0.014
110912270,11,elektrický,sluneční,0.014
110912270,12,elektrický,celkový,0.029
110912270,12,elektrický,sluneční,0.029
110912270,15,elektrický,celkový,0.004
110912270,15,elektrický,sluneční,0.004
110912270,16,elektrický,celkový,0.005
110912270,16,elektrický,sluneční,0.005
110912271,1,elektrický,celkový,0.016
110912271,1,elektrický,sluneční,0.016
110912272,1,elektrický,celkový,0.017
110912272,1,elektrický,sluneční,0.017
110912273,1,elektrický,celkový,0.299
110912273,1,elektrický,sluneční,0.299
110912273,2,elektrický,celkový,0.03
110912273,2,elektrický,sluneční,0.03
110912274,1,elektrický,celkový,0.681
110912274,1,elektrický,sluneční,0.681
110912275,1,elektrický,celkový,0.004
110912275,1,elektrický,sluneční,0.004
110912276,1,elektrický,celkový,0.022
110912276,1,elektrický,sluneční,0.022
110912276,2,elektrický,celkový,0.03
110912276,2,elektrický,sluneční,0.03
110912276,3,elektrický,celkový,0.015
110912276,3,elektrický,sluneční,0.015
110912276,4,elektrický,celkový,0.015
110912276,4,elektrický,sluneční,0.015
110912276,5,elektrický,celkový,0.015
110912276,5,elektrický,sluneční,0.015
110912276,6,elektrický,celkový,0.015
110912276,6,elektrický,sluneční,0.015
110912276,7,elektrický,celkový,0.02
110912276,7,elektrický,sluneční,0.02
110912277,1,elektrický,celkový,0.005
110912277,1,elektrický,sluneční,0.005
110912278,1,elektrický,celkový,0.003
110912278,1,elektrický,sluneční,0.003
110912280,1,elektrický,celkový,0.019
110912280,1,elektrický,sluneční,0.019
110912280,2,elektrický,celkový,0.03
110912280,2,elektrický,sluneční,0.03
110912281,1,elektrický,celkový,0.005
110912281,1,elektrický,sluneční,0.005
110912282,1,elektrický,celkový,0.01
110912282,1,elektrický,sluneční,0.01
110912283,1,elektrický,celkový,0.012
110912283,1,elektrický,sluneční,0.012
110912284,1,elektrický,celkový,0.009
110912284,1,elektrický,sluneční,0.009
110912285,1,elektrický,celkový,0.005
110912285,1,elektrický,sluneční,0.005
110912286,1,elektrický,celkový,0.005
110912286,1,elektrický,sluneční,0.005
110912287,1,elektrický,celkový,0.003
110912287,1,elektrický,sluneční,0.003
110912288,1,elektrický,celkový,0.009
110912288,1,elektrický,sluneční,0.009
110912289,1,elektrický,celkový,0.004
110912289,1,elektrický,sluneční,0.004
110912290,1,elektrický,celkový,0.033
110912290,1,elektrický,sluneční,0.033
110912291,1,elektrický,celkový,0.003
110912291,1,elektrický,sluneční,0.003
110912292,1,elektrický,celkový,0.006
110912292,1,elektrický,sluneční,0.006
110912293,1,elektrický,celkový,0.006
110912293,1,elektrický,sluneční,0.006
110912294,1,elektrický,celkový,0.009
110912294,1,elektrický,sluneční,0.009
110912295,1,elektrický,celkový,0.006
110912295,1,elektrický,sluneční,0.006
110912296,1,elektrický,celkový,0.017
110912296,1,elektrický,sluneční,0.017
110912296,2,elektrický,celkový,0.019
110912296,2,elektrický,sluneční,0.019
110912297,1,elektrický,celkový,0.005
110912297,1,elektrický,sluneční,0.005
110912298,1,elektrický,celkový,0.005
110912298,1,elektrický,sluneční,0.005
110912299,1,elektrický,celkový,0.005
110912299,1,elektrický,sluneční,0.005
110912300,1,elektrický,celkový,0.032
110912300,1,elektrický,sluneční,0.032
110912300,2,elektrický,celkový,0.007
110912300,2,elektrický,sluneční,0.007
110912301,1,elektrický,celkový,0.006
110912301,1,elektrický,sluneční,0.006
110912302,1,elektrický,celkový,0.21
110912302,1,elektrický,sluneční,0.21
110912303,1,elektrický,celkový,0.011
110912303,1,elektrický,sluneční,0.011
110912304,1,elektrický,celkový,0.005
110912304,1,elektrický,sluneční,0.005
110912306,1,elektrický,celkový,0.005
110912306,1,elektrický,sluneční,0.005
110912308,1,elektrický,celkový,0.028
110912308,1,elektrický,sluneční,0.028
110912308,2,elektrický,celkový,0.025
110912308,2,elektrický,sluneční,0.025
110912309,1,elektrický,celkový,0.01
110912309,1,elektrický,sluneční,0.01
110912309,2,elektrický,celkový,0.016
110912309,2,elektrický,sluneční,0.016
110912309,3,elektrický,celkový,0.029
110912309,3,elektrický,sluneční,0.029
110912309,4,elektrický,celkový,0.013
110912309,4,elektrický,sluneční,0.013
110912309,5,elektrický,celkový,0.005
110912309,5,elektrický,sluneční,0.005
110912310,1,elektrický,celkový,0.102
110912310,1,elektrický,sluneční,0.102
110912310,2,elektrický,celkový,0.1
110912310,2,elektrický,sluneční,0.1
110912311,1,elektrický,celkový,0.004
110912311,1,elektrický,sluneční,0.004
110912312,1,elektrický,celkový,0.05
110912312,1,elektrický,sluneční,0.05
110912312,2,elektrický,celkový,0.03
110912312,2,elektrický,sluneční,0.03
110912313,1,elektrický,celkový,0.005
110912313,1,elektrický,sluneční,0.005
110912314,1,elektrický,celkový,0.03
110912314,1,elektrický,sluneční,0.03
110912315,1,elektrický,celkový,0.016
110912315,1,elektrický,sluneční,0.016
110912315,2,elektrický,celkový,0.009
110912315,2,elektrický,sluneční,0.009
110912315,3,elektrický,celkový,0.016
110912315,3,elektrický,sluneční,0.016
110912316,1,elektrický,celkový,0.248
110912316,1,elektrický,sluneční,0.248
110912316,2,elektrický,celkový,0.393
110912316,2,elektrický,sluneční,0.393
110912317,1,elektrický,celkový,0.005
110912317,1,elektrický,sluneční,0.005
110912318,1,elektrický,celkový,0.005
110912318,1,elektrický,sluneční,0.005
110912319,1,elektrický,celkový,0.011
110912319,1,elektrický,sluneční,0.011
110912320,1,elektrický,celkový,0.009
110912320,1,elektrický,sluneční,0.009
110912321,1,elektrický,celkový,0.005
110912321,1,elektrický,sluneční,0.005
110912321,2,elektrický,celkový,0.005
110912321,2,elektrický,sluneční,0.005
110912321,3,elektrický,celkový,0.009
110912321,3,elektrický,sluneční,0.009
110912322,1,elektrický,celkový,0.005
110912322,1,elektrický,sluneční,0.005
110912323,1,elektrický,celkový,0.01
110912323,1,elektrický,sluneční,0.01
110912324,1,elektrický,celkový,0.002
110912324,1,elektrický,sluneční,0.002
110912325,1,elektrický,celkový,0.996
110912325,1,elektrický,sluneční,0.996
110912326,1,elektrický,celkový,3.089
110912326,1,elektrický,sluneční,3.089
110912327,1,elektrický,celkový,0.014
110912327,1,elektrický,sluneční,0.014
110912328,1,elektrický,celkový,0.006
110912328,1,elektrický,sluneční,0.006
110912329,1,elektrický,celkový,0.025
110912329,1,elektrický,sluneční,0.025
110912330,1,elektrický,celkový,0.003
110912330,1,elektrický,sluneční,0.003
110912331,1,elektrický,celkový,0.01
110912331,1,elektrický,sluneční,0.01
110912332,1,elektrický,celkový,0.05
110912332,1,elektrický,sluneční,0.05
110912333,1,elektrický,celkový,0.035
110912333,1,elektrický,sluneční,0.035
110912334,1,elektrický,celkový,1.208
110912334,1,elektrický,sluneční,1.208
110912335,1,elektrický,celkový,0.043
110912335,1,elektrický,sluneční,0.043
110912335,2,elektrický,celkový,0.079
110912335,2,elektrický,sluneční,0.079
110912335,3,elektrický,celkový,0.02
110912335,3,elektrický,sluneční,0.02
110912335,4,elektrický,celkový,0.03
110912335,4,tepelný,celkový,0.065
110912335,4,elektrický,plynový a spalovací,0.03
110912335,4,tepelný,plynový a spalovací,0.065
110912335,5,elektrický,celkový,0.03
110912335,5,tepelný,celkový,0.059
110912335,5,elektrický,plynový a spalovací,0.03
110912335,5,tepelný,plynový a spalovací,0.059
110912335,6,elektrický,celkový,0.02
110912335,6,elektrický,sluneční,0.02
110912336,1,elektrický,celkový,0.226
110912336,1,elektrický,sluneční,0.226
110912337,1,elektrický,celkový,0.008
110912337,1,elektrický,sluneční,0.008
110912338,1,elektrický,celkový,0.052
110912338,1,elektrický,sluneční,0.052
110912338,2,elektrický,celkový,0.02
110912338,2,elektrický,sluneční,0.02
110912339,1,elektrický,celkový,0.005
110912339,1,elektrický,sluneční,0.005
110912340,1,elektrický,celkový,3.327
110912340,1,elektrický,sluneční,3.327
110912341,1,elektrický,celkový,0.01
110912341,1,elektrický,sluneční,0.01
110912342,1,elektrický,celkový,0.004
110912342,1,elektrický,sluneční,0.004
110912343,1,elektrický,celkový,0.014
110912343,1,elektrický,sluneční,0.014
110912344,1,elektrický,celkový,4.567
110912344,1,elektrický,sluneční,4.567
110912345,1,elektrický,celkový,0.007
110912345,1,elektrický,sluneční,0.007
110912346,1,elektrický,celkový,0.004
110912346,1,elektrický,sluneční,0.004
110912347,1,elektrický,celkový,0.008
110912347,1,elektrický,sluneční,0.008
110912347,2,elektrický,celkový,0.03
110912347,2,elektrický,sluneční,0.03
110912348,1,elektrický,celkový,0.006
110912348,1,elektrický,sluneční,0.006
110912349,1,elektrický,celkový,0.005
110912349,1,elektrický,sluneční,0.005
110912350,1,elektrický,celkový,0.005
110912350,1,elektrický,sluneční,0.005
110912351,1,elektrický,celkový,0.052
110912351,1,elektrický,sluneční,0.052
110912352,1,elektrický,celkový,0.536
110912352,1,tepelný,celkový,0.5
110912352,1,elektrický,plynový a spalovací,0.536
110912352,1,tepelný,plynový a spalovací,0.5
110912353,1,elektrický,celkový,0.007
110912353,1,elektrický,sluneční,0.007
110912354,1,elektrický,celkový,0.005
110912354,1,elektrický,sluneční,0.005
110912355,1,elektrický,celkový,0.1
110912355,1,elektrický,sluneční,0.1
110912356,1,elektrický,celkový,0.012
110912356,1,elektrický,sluneční,0.012
110912357,1,elektrický,celkový,0.03
110912357,1,elektrický,sluneční,0.03
110912357,2,elektrický,celkový,0.099
110912357,2,elektrický,sluneční,0.099
110912357,3,elektrický,celkový,0.03
110912357,3,elektrický,sluneční,0.03
110912360,1,elektrický,celkový,0.053
110912360,1,elektrický,sluneční,0.053
110912361,1,elektrický,celkový,0.021
110912361,1,elektrický,sluneční,0.021
110912362,1,elektrický,celkový,0.368
110912362,1,elektrický,sluneční,0.368
110912362,2,elektrický,celkový,0.268
110912362,2,elektrický,sluneční,0.268
110912363,1,elektrický,celkový,0.004
110912363,1,elektrický,sluneční,0.004
110912364,1,elektrický,celkový,0.007
110912364,1,elektrický,sluneční,0.007
110912364,2,elektrický,celkový,0.004
110912364,2,elektrický,sluneční,0.004
110912366,1,elektrický,celkový,0.005
110912366,1,elektrický,sluneční,0.005
110912367,1,elektrický,celkový,0.005
110912367,1,elektrický,sluneční,0.005
110912368,1,elektrický,celkový,0.013
110912368,1,elektrický,sluneční,0.013
110912369,1,elektrický,celkový,0.027
110912369,1,elektrický,sluneční,0.027
110912370,1,elektrický,celkový,0.006
110912370,1,elektrický,sluneční,0.006
110912371,1,elektrický,celkový,0.007
110912371,1,elektrický,sluneční,0.007
110912372,1,elektrický,celkový,0.021
110912372,1,elektrický,sluneční,0.021
110912373,1,elektrický,celkový,1.76
110912373,1,elektrický,sluneční,1.76
110912374,1,elektrický,celkový,0.585
110912374,1,elektrický,sluneční,0.585
110912375,1,elektrický,celkový,0.005
110912375,1,elektrický,sluneční,0.005
110912376,1,elektrický,celkový,0.005
110912376,1,elektrický,sluneční,0.005
110912377,1,elektrický,celkový,0.004
110912377,1,elektrický,sluneční,0.004
110912378,1,elektrický,celkový,0.005
110912378,1,elektrický,sluneční,0.005
110912379,1,elektrický,celkový,0.16
110912379,1,elektrický,sluneční,0.16
110912379,2,elektrický,celkový,0.02
110912379,2,elektrický,sluneční,0.02
110912379,3,elektrický,celkový,0.03
110912379,3,elektrický,sluneční,0.03
110912380,1,elektrický,celkový,0.022
110912380,1,elektrický,sluneční,0.022
110912381,1,elektrický,celkový,0.005
110912381,1,elektrický,sluneční,0.005
110912382,1,elektrický,celkový,0.036
110912382,1,elektrický,sluneční,0.036
110912383,1,elektrický,celkový,0.005
110912383,1,elektrický,sluneční,0.005
110912384,1,elektrický,celkový,0.117
110912384,1,elektrický,sluneční,0.117
110912385,1,elektrický,celkový,0.005
110912385,1,elektrický,sluneční,0.005
110912386,1,elektrický,celkový,0.003
110912386,1,elektrický,sluneční,0.003
110912387,1,elektrický,celkový,0.006
110912387,1,elektrický,sluneční,0.006
110912388,1,elektrický,celkový,0.015
110912388,1,elektrický,sluneční,0.015
110912389,1,elektrický,celkový,0.017
110912389,1,elektrický,sluneční,0.017
110912390,1,elektrický,celkový,0.005
110912390,1,elektrický,sluneční,0.005
110912391,1,elektrický,celkový,0.005
110912391,1,elektrický,sluneční,0.005
110912392,1,elektrický,celkový,0.03
110912392,1,elektrický,sluneční,0.03
110912393,1,elektrický,celkový,0.101
110912393,1,elektrický,sluneční,0.101
110912394,1,elektrický,celkový,0.005
110912394,1,elektrický,sluneční,0.005
110912396,1,elektrický,celkový,0.055
110912396,1,elektrický,sluneční,0.055
110912396,2,elektrický,celkový,0.055
110912396,2,elektrický,sluneční,0.055
110912397,1,elektrický,celkový,0.03
110912397,1,elektrický,sluneční,0.03
110912397,2,elektrický,celkový,0.028
110912397,2,elektrický,sluneční,0.028
110912397,3,elektrický,celkový,0.03
110912397,3,elektrický,sluneční,0.03
110912397,4,elektrický,celkový,0.005
110912397,4,elektrický,sluneční,0.005
110912398,1,elektrický,celkový,0.006
110912398,1,elektrický,sluneční,0.006
110912399,1,elektrický,celkový,0.89
110912399,1,elektrický,sluneční,0.89
110912400,1,elektrický,celkový,0.005
110912400,1,elektrický,sluneční,0.005
110912400,2,elektrický,celkový,0.005
110912400,2,elektrický,sluneční,0.005
110912400,3,elektrický,celkový,0.005
110912400,3,elektrický,sluneční,0.005
110912401,1,elektrický,celkový,0.004
110912401,1,elektrický,sluneční,0.004
110912402,1,elektrický,celkový,0.005
110912402,1,elektrický,sluneční,0.005
110912403,1,elektrický,celkový,0.005
110912403,1,elektrický,sluneční,0.005
110912404,1,elektrický,celkový,0.004
110912404,1,elektrický,sluneční,0.004
110912405,1,elektrický,celkový,0.019
110912405,1,elektrický,sluneční,0.019
110912406,1,elektrický,celkový,0.004
110912406,1,elektrický,sluneční,0.004
110912406,2,elektrický,celkový,0.003
110912406,2,elektrický,sluneční,0.003
110912407,1,elektrický,celkový,0.005
110912407,1,elektrický,sluneční,0.005
110912408,1,elektrický,celkový,0.01
110912408,1,elektrický,sluneční,0.01
110912409,1,elektrický,celkový,0.01
110912409,1,elektrický,sluneční,0.01
110912410,1,elektrický,celkový,0.005
110912410,1,elektrický,sluneční,0.005
110912411,1,elektrický,celkový,0.008
110912411,1,elektrický,sluneční,0.008
110912412,1,elektrický,celkový,0.018
110912412,1,elektrický,sluneční,0.018
110912413,1,elektrický,celkový,0.01
110912413,1,elektrický,sluneční,0.01
110912414,1,elektrický,celkový,0.006
110912414,1,elektrický,sluneční,0.006
110912415,1,elektrický,celkový,0.621
110912415,1,elektrický,sluneční,0.621
110912415,2,elektrický,celkový,0.016
110912415,2,elektrický,sluneční,0.016
110912415,3,elektrický,celkový,0.05
110912415,3,elektrický,sluneční,0.05
110912416,1,elektrický,celkový,0.004
110912416,1,elektrický,sluneční,0.004
110912417,1,elektrický,celkový,0.004
110912417,1,elektrický,sluneční,0.004
110912418,1,elektrický,celkový,0.183
110912418,1,elektrický,sluneční,0.183
110912418,2,elektrický,celkový,0.03
110912418,2,elektrický,sluneční,0.03
110912419,1,elektrický,celkový,0.005
110912419,1,elektrický,sluneční,0.005
110912419,2,elektrický,celkový,0.005
110912419,2,elektrický,sluneční,0.005
110912420,1,elektrický,celkový,0.005
110912420,1,elektrický,sluneční,0.005
110912421,1,elektrický,celkový,0.008
110912421,1,elektrický,sluneční,0.008
110912422,1,elektrický,celkový,0.009
110912422,1,elektrický,sluneční,0.009
110912423,1,elektrický,celkový,0.005
110912423,1,elektrický,sluneční,0.005
110912424,1,elektrický,celkový,0.025
110912424,1,elektrický,sluneční,0.025
110912425,1,elektrický,celkový,0.008
110912425,1,elektrický,sluneční,0.008
110912426,1,elektrický,celkový,0.003
110912426,1,elektrický,sluneční,0.003
110912427,1,elektrický,celkový,0.005
110912427,1,elektrický,sluneční,0.005
110912428,1,elektrický,celkový,0.012
110912428,1,elektrický,sluneční,0.012
110912429,1,elektrický,celkový,0.003
110912429,1,elektrický,sluneční,0.003
110912430,1,elektrický,celkový,0.024
110912430,1,elektrický,sluneční,0.024
110912431,1,elektrický,celkový,0.041
110912431,1,elektrický,sluneční,0.041
110912432,1,elektrický,celkový,0.002
110912432,1,elektrický,sluneční,0.002
110912433,1,elektrický,celkový,1.148
110912433,1,elektrický,sluneční,1.148
110912434,1,elektrický,celkový,0.005
110912434,1,elektrický,sluneční,0.005
110912435,1,elektrický,celkový,0.998
110912435,1,tepelný,celkový,1.2
110912435,1,elektrický,plynový a spalovací,0.998
110912435,1,tepelný,plynový a spalovací,1.2
110912436,1,elektrický,celkový,0.01
110912436,1,elektrický,sluneční,0.01
110912437,1,elektrický,celkový,0.008
110912437,1,elektrický,sluneční,0.008
110912438,1,elektrický,celkový,0.005
110912438,1,elektrický,sluneční,0.005
110912439,2,elektrický,celkový,0.093
110912439,2,elektrický,sluneční,0.093
110912439,3,elektrický,celkový,0.029
110912439,3,elektrický,sluneční,0.029
110912439,5,elektrický,celkový,0.015
110912439,5,elektrický,sluneční,0.015
110912440,1,elektrický,celkový,0.007
110912440,1,elektrický,sluneční,0.007
110912441,1,elektrický,celkový,0.12
110912441,1,elektrický,sluneční,0.12
110912442,1,elektrický,celkový,0.222
110912442,1,elektrický,sluneční,0.222
110912442,2,elektrický,celkový,0.03
110912442,2,elektrický,sluneční,0.03
110912443,1,elektrický,celkový,0.015
110912443,1,elektrický,sluneční,0.015
110912444,1,elektrický,celkový,1.098
110912444,1,elektrický,sluneční,1.098
110912446,1,elektrický,celkový,0.005
110912446,1,elektrický,sluneční,0.005
110912447,1,elektrický,celkový,0.021
110912447,1,elektrický,sluneční,0.021
110912448,1,elektrický,celkový,0.486
