cislo_licence,pocet_zdroju
111018018,1
111018019,1
111018020,1
111018021,2
111018022,1
111018023,2
111018025,1
111018026,1
111018027,1
111018028,1
111018030,1
111018031,1
111018032,1
111018033,2
111018034,1
111018035,1
111018036,1
111018037,1
111018038,1
111018040,1
111018041,1
111018042,1
111018043,2
111018044,1
111018045,2
111018046,1
111018047,1
111018053,1
111018054,2
111018055,1
111018056,2
111018057,2
111018058,1
111018059,1
111018061,1
111018062,1
111018063,4
111018064,1
111018065,1
111018066,2
111018067,1
111018068,1
111018069,1
111018070,1
111018072,1
111018075,1
111018076,1
111018077,1
111018078,1
111018079,1
111018080,1
111018081,1
111018082,1
111018083,3
111018084,1
111018085,1
111018086,1
111018087,1
111018090,1
111018091,1
111018092,1
111018093,1
111018094,4
111018095,1
111018096,1
111018097,1
111018098,1
111018099,1
111018100,1
111018101,1
111018102,2
111018106,1
111018107,1
111018108,1
111018109,1
111018110,1
111018111,1
111018112,1
111018113,1
111018114,1
111018115,1
111018116,1
111018117,1
111018118,1
111018119,1
111018120,1
111018121,1
111018122,1
111018123,2
111018124,1
111018125,1
111018126,1
111018127,1
111018128,1
111018129,1
111018130,1
111018131,2
111018132,1
111018133,1
111018135,2
111018137,1
111018138,1
111018140,1
111018141,1
111018142,1
111018143,1
111018144,1
111018145,1
111018146,1
111018147,1
111018148,2
111018149,1
111018150,1
111018151,2
111018153,1
111018154,1
111018155,2
111018156,1
111018157,1
111018158,1
111018159,1
111018160,1
111018161,1
111018162,1
111018163,1
111018164,1
111018165,1
111018167,1
111018168,3
111018169,1
111018173,1
111018174,1
111018176,1
111018178,1
111018179,1
111018180,2
111018181,1
111018182,1
111018183,1
111018184,1
111018186,3
111018187,1
111018189,1
111018191,2
111018192,1
111018193,2
111018194,1
111018196,1
111018197,1
111018200,1
111018201,1
111018202,1
111018203,2
111018205,1
111018206,1
111018207,1
111018208,1
111018209,1
111018210,1
111018211,1
111018212,1
111018213,2
111018214,1
111018215,3
111018216,2
111018217,1
111018218,1
111018219,1
111018220,1
111018221,1
111018222,1
111018223,1
111018224,1
111018225,1
111018227,4
111018230,1
111018231,1
111018234,1
111018235,3
111018236,1
111018237,1
111018238,1
111018239,1
111018240,2
111018241,6
111018242,1
111018243,2
111018244,2
111018245,1
111018246,1
111018247,1
111018248,1
111018249,1
111018251,1
111018253,2
111018254,1
111018255,1
111018256,1
111018259,1
111018260,1
111018262,1
111018265,5
111018269,2
111018271,1
111018272,1
111018273,3
111018274,1
111018275,1
111018276,4
111018277,1
111018278,1
111018279,1
111018281,1
111018282,1
111018283,3
111018285,1
111018286,1
111018287,1
111018289,1
111018290,1
111018294,2
111018295,1
111018296,1
111018297,1
111018298,1
111018301,1
111018302,1
111018305,1
111018309,1
111018310,1
111018313,1
111018314,4
111018316,1
111018317,1
111018319,2
111018320,2
111018322,3
111018323,1
111018325,148
111018328,1
111018329,2
111018331,1
111018333,2
111018336,2
111018338,1
111018342,1
111018344,1
111018345,1
111018361,1
111018362,1
111018364,1
111018378,4
111118339,2
111118347,2
111118353,1
111118357,1
111118358,1
111118359,5
111118360,1
111118365,2
111118368,2
111118370,1
111118371,3
111118372,1
111118374,5
111118375,1
111118376,4
111118380,1
111118381,1
111118385,1
111118388,3
111118389,2
111118390,1
111118393,4
111118394,1
111118398,1
111118399,1
111118400,1
111118403,2
111118404,1
111118405,1
111118406,1
111118408,1
111118411,1
111118412,1
111118413,1
111118417,1
111118418,1
111118420,1
111118421,1
111118422,1
111118423,1
111118424,2
111118425,2
111118426,3
111118429,2
111118430,1
111118431,1
111118432,1
111118433,1
111118436,1
111118437,1
111118438,1
111118439,2
111118440,2
111118441,1
111118445,1
111118449,1
111118450,1
111118455,1
111118456,2
111118461,3
111118462,1
111118463,1
111118466,1
111118467,1
111118469,1
111118473,1
111118474,1
111118475,1
111118476,1
111118477,1
111118478,1
111118479,1
111118480,3
111118482,5
111118483,1
111118484,2
111118485,2
111118486,1
111118492,1
111118494,1
111118495,1
111118496,1
111118500,1
111118501,1
111118502,1
111118504,1
111118505,1
111118507,8
111118508,6
111118509,1
111118510,1
111118512,1
111118513,1
111118514,1
111118515,1
111118517,1
111118518,1
111118519,1
111118520,1
111118521,2
111118522,1
111118523,1
111118524,1
111118525,2
111118527,2
111118529,1
111118530,3
111118534,2
111118540,2
111118542,1
111118544,3
111118545,1
111118547,1
111118548,3
111118550,1
111118551,1
111118554,1
111118558,1
111118559,1
111118560,1
111118561,1
111118564,1
111118565,1
111118566,1
111118567,1
111118568,1
111118569,1
111118571,1
111118572,4
111118573,1
111118575,2
111118577,1
111118583,1
111118585,1
111118588,1
111118590,7
111118591,1
111118594,1
111118596,2
111118597,1
111118598,6
111118601,2
111118602,1
111118603,1
111118604,1
111118605,1
111118606,3
111118607,1
111118608,1
111118609,1
111118610,1
111118611,1
111118612,1
111118613,1
111118614,1
111118615,1
111118616,1
111118617,5
111118619,3
111118620,1
111118626,2
111118628,1
111118629,1
111118630,1
111118631,3
111118633,1
111118634,4
111118635,2
111118637,1
111118640,1
111118642,1
111118644,2
111118644,2
111118645,1
111118646,1
111118648,3
111118649,3
111118650,1
111118651,6
111118652,2
111118653,1
111118654,1
111118657,2
111118658,1
111118659,1
111118660,7
111118661,2
111118662,2
111118663,1
111118666,1
111118667,1
111118670,1
111118671,9
111118679,1
111118680,1
111118684,1
111118686,2
111118687,1
111118688,1
111118691,3
111118696,1
111118699,1
111118702,1
111118703,2
111118704,1
111118706,3
111118707,1
111118709,2
111118711,1
111118716,2
111118717,1
111118718,1
111118719,1
111118720,1
111118722,2
111118723,1
111118724,3
111118725,1
111118727,3
111118728,1
111118729,3
111118730,1
111118731,1
111118733,1
111118734,1
111118737,1
111118739,1
111118740,1
111118742,3
111118743,1
111118744,1
111118745,4
111118746,1
111118747,1
111118753,4
111118754,1
111118755,1
111118756,4
111118757,1
111118758,1
111118761,2
111118762,1
111118763,1
111118764,1
111118765,6
111118766,1
111118767,1
111118768,1
111118769,3
111118771,1
111118775,1
111118776,1
111118777,1
111118778,1
111118780,1
111118782,1
111118783,1
111118784,1
111118785,1
111118786,6
111118787,3
111118788,3
111118789,2
111118790,1
111118794,1
111118795,1
111118796,1
111118797,1
111118799,1
111118800,1
111118802,4
111118803,1
111118804,2
111118805,1
111118806,1
111118808,1
111118811,1
111118812,1
111118813,1
111118814,2
111118815,2
111118817,2
111118819,1
111118820,1
111118821,1
111118822,1
111118823,2
111118824,1
111118825,1
111118826,1
111118827,2
111118828,1
111118829,2
111118830,1
111118831,1
111118832,1
111118833,1
111118834,1
111118835,1
111118836,2
111118839,1
111118842,2
111118843,1
111118844,1
111118845,1
111118846,1
111118847,1
111118848,1
111118849,1
111118851,1
111118852,1
111118853,1
111118854,1
111118855,1
111118856,1
111118857,1
111118858,2
111118859,1
111118860,2
111118861,1
111118862,3
111118863,1
111118864,6
111118865,1
111118866,2
111118867,1
111118868,1
111118869,1
111118871,1
111118874,1
111118878,1
111118881,1
111118882,1
111118883,4
111118884,1
111118885,1
111118889,1
111118890,1
111118891,1
111118895,1
111118896,1
111118897,3
111118899,1
111118900,1
111118901,4
111118902,1
111118903,1
111118904,1
111118905,1
111118908,1
111118909,1
111118910,1
111118911,1
111118915,3
111118916,2
111118920,1
111118931,1
111118932,2
111118935,
111218922,1
111218923,1
111218926,1
111218928,1
111218929,1
111218930,1
111218934,1
111218936,1
111218940,1
111218942,1
111218944,1
111218946,1
111218947,1
111218948,2
111218949,1
111218950,1
111218952,2
111218953,1
111218954,1
111218958,1
111218960,4
111218963,1
111218965,1
111218966,1
111218967,2
111218968,2
111218969,1
111218970,2
111218971,1
111218972,1
111218973,1
111218974,1
111218975,1
111218976,1
111218977,1
111218978,1
111218979,2
111218980,1
111218981,1
111218982,1
111218983,1
111218984,6
111218985,1
111218986,1
111218987,1
111218988,3
111218989,1
111218994,1
111218995,2
111218996,1
111218997,1
111218998,1
111218999,1
111219003,1
111219005,1
111219006,2
111219007,1
111219009,1
111219011,1
111219012,1
111219013,1
111219014,1
111219015,2
111219017,1
111219018,1
111219019,1
111219020,1
111219021,1
111219022,1
111219023,1
111219024,2
111219025,1
111219026,1
111219027,2
111219028,2
111219029,1
111219030,2
111219031,1
111219033,1
111219034,2
111219035,4
111219036,2
111219037,1
111219038,1
111219039,2
111219040,1
111219041,1
111219042,1
111219043,1
111219044,1
111219046,1
111219047,2
111219048,1
111219049,1
111219050,1
111219051,1
111219052,2
111219053,1
111219054,1
111219055,2
111219058,1
111219059,3
111219060,1
111219061,1
111219062,1
111219063,1
111219064,1
111219065,1
111219066,1
111219067,1
111219070,2
111219071,3
111219072,1
111219073,1
111219074,2
111219076,2
111219078,1
111219079,1
111219080,1
111219081,1
111219082,1
111219083,1
111219084,1
111219086,1
111219087,1
111219088,1
111219089,1
111219090,1
111219091,1
111219092,1
111219093,1
111219094,1
111219095,1
111219096,2
111219097,2
111219099,1
111219101,1
111219102,1
111219103,1
111219104,2
111219105,1
111219106,1
111219107,1
111219108,1
111219109,1
111219110,1
111219111,2
111219112,1
111219113,1
111219114,1
111219115,1
111219116,1
111219117,1
111219118,1
111219119,1
111219120,1
111219121,1
111219122,1
111219123,1
111219124,1
111219125,1
111219126,1
111219127,1
111219128,1
111219129,1
111219130,1
111219131,1
111219132,1
111219133,1
111219134,1
111219135,1
111219136,1
111219137,1
111219138,2
111219139,1
111219140,1
111219141,1
111219142,1
111219143,1
111219144,1
111219145,1
111219146,1
111219147,2
111219148,1
111219149,1
111219150,1
111219151,1
111219152,1
111219153,1
111219154,1
111219155,1
111219156,1
111219157,1
111219158,1
111219159,1
111219160,1
111219161,1
111219162,1
111219163,1
111219164,1
111219165,1
111219166,2
111219167,1
111219168,1
111219169,1
111219170,1
111219171,1
111219173,2
111219174,1
111219175,1
111219176,1
111219177,1
111219178,1
111219179,1
111219180,1
111219181,1
111219182,2
111219183,4
111219184,2
111219186,1
111219187,1
111219188,1
111219189,1
111219190,1
111219191,1
111219192,1
111219193,1
111219194,1
111219195,1
111219196,1
111219197,2
111219198,1
111219199,1
111219201,1
111219202,3
111219203,1
111219204,1
111219205,1
111219206,1
111219207,1
111219208,2
111219209,1
111219210,1
111219211,1
111219212,1
111219213,1
111219214,1
111219215,1
111219216,1
111219217,1
111219218,2
111219219,1
111219220,1
111219223,1
111219224,1
111219225,1
111219226,1
111219227,1
111219228,1
111219229,1
111219230,1
111219233,2
111219234,1
111219235,1
111219236,1
111219237,2
111219238,8
111219239,1
111219240,1
111219241,1
111219242,1
111219243,1
111219244,1
111219245,1
111219246,1
111219248,1
111219249,1
111219250,2
111219251,1
111219252,1
111219253,
111219254,1
111219255,1
111219256,1
111219257,1
111219258,1
111219259,1
111219260,2
111219261,1
111219262,1
111219263,1
111219264,1
111219265,1
111219266,1
111219267,1
111219268,2
111219269,1
111219270,1
111219271,1
111219272,1
111219273,1
111219274,4
111219275,1
111219276,1
111219277,1
111219278,1
111219279,1
111219280,1
111219281,1
111219282,1
111219283,1
111219284,1
111219285,1
111219286,1
111219287,1
111219288,1
111219289,1
111219290,1
111219291,1
111219292,1
111219293,1
111219294,1
111219295,1
111219296,3
111219297,1
111219298,1
111219299,1
111219300,1
111219301,1
111219302,1
111219303,1
111219305,1
111219306,1
111219307,2
111219308,1
111219309,1
111219310,1
111219311,1
111219312,1
111219313,2
111219314,1
111219315,1
111219316,1
111219317,1
111219318,1
111219319,1
111219320,1
111219321,1
111219322,1
111219323,1
111219324,1
111219325,3
111219326,1
111219327,1
111219328,1
111219329,1
111219330,1
111219331,1
111219332,1
111219333,1
111219334,2
111219335,1
111219336,2
111219337,1
111219338,1
111219339,1
111219341,1
111219342,1
111219343,1
111219344,2
111219345,1
111219346,1
111219347,1
111219348,1
111219349,1
111219350,1
111219351,2
111219352,1
111219354,1
111219357,1
111219358,1
111219359,1
111219360,1
111219361,1
111219362,1
111219363,1
111219364,1
111219365,1
111219366,1
111219367,1
111219368,1
111219369,1
111219370,1
111219371,1
111219372,1
111219373,1
111219374,1
111219375,1
111219376,1
111219377,1
111219378,1
111219379,1
111219380,1
111219381,1
111219382,1
111219383,1
111219384,1
111219385,1
111219386,2
111219387,2
111219388,1
111219389,1
111219390,1
111219391,1
111219392,1
111219393,1
111219394,1
111219395,1
111219396,1
111219397,1
111219398,10
111219399,1
111219400,1
111219401,1
111219402,1
111219403,1
111219404,1
111219406,1
111219407,1
111219408,1
111219409,1
111219410,1
111219411,1
111219412,1
111219413,1
111219414,1
111219415,1
111219416,1
111219417,2
111219418,2
111219419,3
111219420,1
111219421,1
111219422,1
111219423,2
111219424,1
111219425,1
111219426,1
111219427,1
111219428,1
111219429,1
111219430,1
111219431,1
111219432,1
111219433,2
111219434,1
111219435,1
111219436,1
111219437,1
111219438,1
111219439,1
111219440,1
111219441,1
111219442,1
111219443,1
111219444,1
111219445,1
111219446,2
111219447,1
111219448,1
111219449,1
111219450,1
111219451,1
111219452,1
111219453,1
111219454,1
111219455,1
111219456,1
111219457,1
111219458,1
111219459,1
111219460,2
111219461,1
111219462,1
111219463,1
111219464,1
111219465,1
111219466,1
111219467,1
111219468,1
111219469,1
111219470,1
111219471,1
111219472,2
111219473,2
111219474,3
111219475,1
111219476,1
111219477,1
111219478,3
111219479,1
111219480,1
111219481,2
111219482,1
111219483,2
111219484,1
111219485,1
111219486,1
111219487,1
111219488,1
111219489,1
111219490,1
111219491,1
111219492,1
111219493,1
111219494,2
111219495,1
111219496,6
111219497,1
111219498,1
111219500,1
111219501,1
111219502,1
111219503,1
111219505,1
111219506,2
111219507,1
111219508,1
111219509,1
111219510,2
111219511,1
111219512,1
111219513,1
111219514,1
111219515,1
111219516,1
111219517,1
111219518,1
111219519,1
111219520,1
111219521,1
111219523,1
111219524,1
111219525,1
111219526,1
111219527,1
111219528,1
111219529,1
111219530,1
111219531,1
111219532,1
111219533,1
111219534,1
111219535,1
111219536,1
111219537,1
111219539,1
111219540,2
111219541,2
111219542,1
111219543,1
111219544,1
111219545,1
111219546,1
111219547,1
111219548,1
111219549,1
111219550,1
111219551,1
111219552,1
111219553,1
111219554,1
111219555,1
111219556,1
111219557,1
111219558,1
111219559,1
111219560,1
111219561,1
111219562,1
111219563,1
111219564,1
111219565,1
111219566,1
111219567,1
111219568,1
111219569,2
111219570,1
111219571,2
111219572,1
111219573,1
111219574,1
111219575,1
111219576,4
111219577,3
111219578,1
111219580,8
111219582,1
111219583,1
111219584,1
111219585,1
111219586,1
111219587,2
111219588,1
111219589,1
111219590,1
111219591,1
111219592,1
111219593,1
111219594,5
111219596,3
111219597,1
111219598,1
111219599,1
111219600,1
111219601,1
111219602,1
111219603,1
111219604,1
111219605,1
111219606,1
111219607,1
111219608,2
111219609,1
111219610,2
111219611,1
111219612,4
111219615,1
111219616,1
111219617,1
111219618,1
111219619,1
111219620,1
111219621,2
111219622,1
111219623,1
111219624,1
111219625,1
111219626,3
111219627,1
111219628,3
111219629,1
111219630,1
111219631,1
111219632,1
111219633,2
111219634,1
111219635,1
111219636,2
111219637,1
111219638,2
111219639,1
111219640,1
111219641,1
111219642,1
111219643,1
111219644,1
111219645,3
111219646,1
111219647,1
111219648,1
111219649,3
111219650,2
111219651,1
111219652,2
111219653,1
111219654,1
111219655,1
111219656,1
111219657,1
111219658,1
111219659,1
111219660,1
111219661,1
111219662,1
111219663,1
111219664,1
111219665,1
111219667,1
111219668,1
111219669,1
111219670,1
111219671,1
111219672,2
111219673,1
111219674,1
111219675,1
111219676,1
111219677,1
111219678,1
111219679,1
111219681,1
111219682,1
111219683,1
111219684,1
111219685,1
111219686,1
111219687,1
111219688,1
111219689,2
111219690,1
111219691,1
111219692,0
111219693,1
111219694,1
111219695,1
111219696,1
111219697,1
111219698,1
111219699,1
111219700,1
111219701,1
111219702,1
111219703,2
111219704,1
111219705,1
111219706,3
111219708,1
111219709,1
111219710,1
111219711,1
111219712,1
111219713,1
111219714,1
111219715,1
111219716,2
111219717,1
111219718,1
111219719,1
111219720,1
111219721,1
111219722,1
111219723,1
111219724,1
111219725,1
111219726,1
111219727,1
111219728,1
111219729,1
111219730,1
111219731,1
111219732,1
111219733,1
111219734,1
111219735,1
111219736,1
111219737,1
111219738,1
111219740,3
111219741,1
111219742,1
111219743,1
111219744,1
111219745,1
111219746,1
111219747,1
111219748,1
111219749,1
111219750,1
111219751,1
111219752,1
111219753,1
111219754,1
111219755,2
111219756,1
111219757,2
111219758,1
111219759,1
111219760,1
111219761,1
111219762,1
111219763,1
111219764,1
111219765,1
111219766,1
111219767,1
111219768,1
111219769,1
111219770,1
111219771,1
111219772,1
111219773,1
111219775,1
111219776,1
111219777,1
111219778,1
111219780,1
111219781,1
111219782,1
111219783,1
111219784,1
111219785,1
111219786,1
111219787,2
111219788,1
111219789,1
111219790,1
111219791,1
111219792,1
111219793,1
111219794,1
111219795,1
111219796,2
111219797,1
111219798,2
111219799,1
111219800,1
111219801,1
111219802,1
111219803,1
111219804,1
111219805,1
111219806,1
111219807,1
111219808,1
111219809,2
111219810,1
111219811,1
111219812,1
111219813,1
111219814,1
111219815,1
111219816,1
111219817,1
111219819,1
111219820,1
111219821,1
111219822,1
111219823,1
111219824,1
111219825,1
111219826,1
111219827,1
111219828,1
111219829,1
111219830,1
111219831,1
111219832,1
111219833,1
111219834,2
111219835,1
111219836,1
111219837,1
111219838,1
111219839,1
111219840,1
111219841,1
111219842,1
111219843,1
111219844,1
111219845,1
111219846,1
111219847,1
111219848,1
111219849,1
111219850,1
111219851,1
111219852,1
111219853,1
111219854,1
111219855,1
111219856,1
111219857,1
111219858,1
111219859,1
111219860,1
111219861,1
111219862,1
111219863,1
111219864,1
111219865,1
111219866,1
111219867,1
111219868,1
111219870,1
111219871,1
111219872,1
111219873,2
111219874,1
111219875,1
111219876,1
111219877,1
111219878,1
111219879,1
111219880,1
111219881,1
111219882,1
111219883,1
111219884,1
111219885,1
111219886,1
111219887,1
111219888,1
111219889,1
111219890,1
111219891,1
111219892,1
111219893,1
111219894,1
111219895,1
111219896,1
111219897,1
111219898,1
111219899,1
111219900,3
111219901,1
111219902,1
111219904,1
111219905,1
111219906,1
111219907,1
111219908,1
111219909,1
111219910,1
111219911,1
111219912,1
111219913,1
111219914,2
111219915,1
111219916,2
111219917,1
111219918,1
111219919,1
111219920,1
111219921,1
111219922,2
111219923,1
111219924,2
111219925,1
111219926,1
111219927,1
111219928,2
111219929,1
111219930,1
111219931,1
111219932,1
111219933,1
111219934,1
111219935,1
111219936,1
111219937,1
111219938,1
111219939,1
111219940,1
111219941,1
111219942,1
111219943,1
111219944,1
111219945,1
111219946,1
111219947,2
111219948,1
111219949,1
111219950,1
111219951,1
111219952,1
111219953,1
111219954,2
111219955,1
111219956,1
111219957,1
111219958,1
111219959,1
111219960,1
111219961,1
111219962,1
111219963,1
111219964,2
111219966,1
111219967,1
111219968,1
111219970,1
111219971,1
111219974,1
111219975,1
111219976,1
111219977,1
111219978,1
111219979,1
111219980,1
111219981,1
111219982,1
111219983,2
111219984,1
111219985,2
111219986,1
111219987,2
111219988,1
111219989,1
111219990,1
111219991,1
111219992,1
111219993,1
111219994,1
111219995,1
111219996,1
111219997,1
111219998,1
111219999,1
111220000,1
111220001,1
111220002,1
111220003,1
111220004,2
111220005,1
111220006,3
111220007,1
111220008,1
111220009,1
111220010,1
111220012,2
111220013,1
111220014,2
111220015,1
111220016,1
111220017,1
111220018,1
111220019,1
111220020,1
111220021,1
111220022,1
111220023,2
111220024,1
111220025,1
111220026,1
111220027,1
111220028,1
111220029,1
111220030,1
111220032,1
111220033,1
111220034,1
111220035,1
111220036,1
111220038,1
111220039,1
111220040,1
111220041,1
111220042,1
111220045,1
111220046,2
111220047,1
111220048,1
111220049,1
111220050,1
111220051,1
111220052,1
111220053,1
111220054,1
111220055,1
111220056,1
111220057,1
111220058,1
111220059,1
111220060,1
111220061,1
111220062,1
111220063,1
111220064,1
111220065,1
111220066,1
111220067,1
111220068,1
111220069,1
111220070,1
111220071,1
111220072,2
111220073,1
111220074,1
111220075,1
111220076,2
111220077,1
111220078,1
111220079,2
111220080,1
111220081,1
111220082,2
111220083,1
111220084,1
111220085,1
111220086,1
111220087,1
111220088,1
111220089,1
111220090,1
111220091,1
111220092,1
111220093,2
111220094,1
111220095,1
111220096,1
111220097,1
111220098,1
111220099,2
111220100,1
111220101,1
111220102,1
111220103,1
111220104,1
111220105,1
111220106,1
111220107,1
111220108,5
111220109,1
111220111,1
111220113,1
111220114,1
111220115,2
111220116,1
111220117,1
111220118,1
111220119,1
111220120,1
111220121,3
111220122,6
111220123,1
111220124,1
111220125,2
111220126,2
111220128,1
111220129,1
111220130,2
111220131,1
111220132,1
111220133,2
111220134,3
111220135,1
111220136,1
111220137,1
111220138,1
111220139,1
111220140,1
111220141,1
111220142,1
111220143,2
111220144,1
111220145,1
111220146,1
111220147,1
111220148,1
111220149,1
111220151,1
111220152,1
111220153,1
111220154,1
111220155,1
111220156,1
111220158,1
111220159,1
111220160,1
111220161,1
111220162,1
111220163,1
111220164,2
111220165,1
111220166,1
111220167,2
111220168,1
111220169,1
111220170,1
111220171,1
111220172,1
111220173,2
111220174,1
111220175,1
111220176,1
111220177,2
111220178,1
111220179,1
111220180,1
111220181,1
111220182,2
111220183,1
111220184,1
111220185,1
111220186,1
111220187,1
111220188,2
111220189,1
111220190,1
111220191,1
111220192,2
111220193,1
111220194,1
111220195,1
111220196,1
111220197,1
111220198,1
111220199,1
111220200,1
111220201,1
111220202,1
111220203,1
111220204,1
111220205,1
111220206,1
111220207,2
111220208,1
111220209,1
111220210,2
111220211,1
111220212,1
111220213,1
111220214,1
111220215,1
111220216,2
111220217,1
111220218,3
111220219,1
111220220,1
111220221,1
111220222,1
111220223,1
111220224,1
111220225,1
111220226,1
111220227,3
111220228,1
111220229,1
111220230,1
111220231,1
111220233,2
111220234,1
111220235,1
111220236,1
111220237,1
111220238,1
111220239,1
111220240,1
111220241,1
111220242,1
111220243,1
111220244,1
111220245,1
111220246,1
111220247,1
111220248,1
111220250,1
111220251,1
111220252,1
111220253,1
111220254,1
111220255,1
111220256,1
111220257,2
111220258,1
111220259,1
111220260,1
111220261,1
111220262,1
111220263,1
111220264,1
111220265,1
111220266,1
111220267,1
111220268,1
111220269,1
111220270,1
111220271,1
111220272,1
111220273,1
111220274,1
111220275,2
111220276,1
111220277,2
111220278,1
111220279,2
111220280,1
111220281,2
111220282,1
111220283,1
111220284,1
111220285,3
111220286,1
111220287,1
111220288,1
111220289,1
111220290,1
111220291,1
111220292,1
111220293,1
111220294,1
111220295,1
111220296,1
111220297,1
111220298,1
111220301,1
111220303,1
111220304,1
111220305,1
111220307,1
111220308,1
111220309,1
111220310,1
111220311,2
111220312,1
111220313,1
111220314,1
111220315,1
111220316,1
111220317,1
111220318,1
111220319,1
111220320,1
111220321,1
111220322,2
111220323,1
111220324,1
111220325,3
111220326,1
111220327,3
111220328,1
111220329,1
111220330,1
111220331,2
111220332,1
111220333,1
111220334,1
111220335,1
111220336,1
111220337,1
111220338,1
111220339,1
111220340,1
111220341,1
111220342,1
111220343,1
111220344,2
111220345,1
111220346,1
111220347,1
111220348,1
111220349,1
111220350,1
111220351,1
111220352,1
111220353,1
111220354,1
111220355,1
111220356,1
111220357,1
111220358,1
111220359,2
111220360,1
111220361,2
111220362,1
111220363,3
111220364,1
111220365,1
111220366,1
111220367,2
111220369,1
111220370,1
111220371,1
111220372,1
111220373,1
111220374,1
111220375,1
111220376,1
111220377,1
111220378,1
111220379,2
111220380,1
111220381,1
111220382,1
111220383,1
111220384,1
111220385,1
111220386,1
111220387,1
111220388,1
111220389,1
111220390,2
111220391,2
111220392,1
111220393,9
111220394,1
111220395,1
111220397,1
111220398,1
111220399,5
111220400,1
111220401,1
111220402,1
111220403,2
111220404,1
111220405,1
111220406,1
111220407,1
111220408,1
111220409,2
111220410,1
111220411,1
111220412,1
111220413,2
111220414,1
111220415,2
111220416,2
111220417,1
111220418,1
111220419,1
111220420,1
111220421,2
111220422,1
111220423,1
111220424,2
111220425,1
111220426,1
111220427,1
111220428,1
111220429,1
111220430,2
111220431,1
111220432,1
111220433,1
111220434,2
111220435,1
111220436,1
111220437,1
111220438,1
111220439,2
111220440,1
111220441,1
111220443,1
111220444,1
111220445,1
111220446,1
111220447,1
111220448,1
111220449,1
111220450,2
111220451,1
111220452,1
111220453,1
111220454,1
111220455,1
111220456,2
111220457,2
111220458,1
111220459,1
111220460,1
111220461,1
111220462,1
111220463,1
111220464,1
111220465,2
111220466,1
111220467,1
111220468,3
111220469,1
111220470,1
111220471,1
111220472,1
111220473,1
111220474,1
111220475,1
111220476,1
111220477,1
111220478,1
111220479,1
111220480,1
111220481,1
111220482,1
111220483,1
111220484,1
111220485,1
111220486,1
111220487,1
111220488,1
111220489,1
111220490,2
111220491,1
111220492,1
111220493,1
111220494,1
111220495,1
111220496,1
111220497,2
111220498,1
111220499,2
111220500,1
111220501,1
111220502,1
111220503,1
111220504,1
111220505,1
111220506,1
111220507,1
111220508,1
111220509,1
111220510,1
111220511,1
111220512,1
111220513,1
111220514,1
111220515,1
111220516,1
111220517,1
111220518,1
111220519,1
111220520,1
111220521,1
111220522,1
111220523,1
111220524,1
111220525,1
111220526,1
111220527,1
111220528,1
111220529,1
111220530,1
111220531,1
111220532,1
111220533,1
111220534,1
111220535,1
111220536,1
111220537,1
111220538,1
111220539,1
111220540,1
111220541,1
111220542,1
111220543,1
111220544,1
111220545,1
111220546,1
111220547,1
111220548,1
111220549,1
111220550,1
111220551,1
111220552,1
111220553,1
111220554,2
111220555,1
111220557,1
111220558,1
111220559,1
111220560,1
111220561,1
111220562,2
111220563,1
111220564,1
111220565,1
111220566,1
111220567,1
111220568,1
111220569,1
111220570,1
111220571,1
111220572,1
111220573,1
111220574,1
111220575,1
111220576,1
111220577,1
111220578,1
111220579,1
111220580,1
111220581,1
111220583,3
111220585,1
111220586,2
111220587,1
111220588,1
111220589,1
111220590,1
111220591,1
111220592,1
111220593,1
111220594,1
111220595,1
111220596,1
111220597,1
111220599,21
111220600,1
111220601,1
111220602,3
111220603,1
111220604,1
111220605,2
111220606,2
111220607,1
111220608,1
111220609,1
111220610,2
111220611,1
111220612,2
111220613,1
111220614,2
111220615,1
111220616,1
111220617,2
111220618,1
111220619,1
111220620,1
111220621,1
111220622,2
111220623,2
111220624,1
111220625,1
111220626,1
111220627,3
111220628,1
111220629,1
111220631,2
111220632,1
111220633,1
111220634,1
111220635,1
111220636,1
111220637,1
111220638,1
111220639,1
111220640,1
111220641,1
111220642,1
111220643,1
111220644,1
111220645,1
111220646,1
111220647,1
111220649,1
111220650,2
111220651,1
111220652,1
111220653,1
111220654,1
111220655,1
111220656,1
111220657,4
111220658,1
111220659,1
111220660,1
111220661,3
111220662,1
111220663,1
111220664,1
111220665,1
111220666,2
111220667,1
111220668,1
111220669,1
111220670,1
111220671,1
111220672,2
111220673,1
111220674,3
111220675,1
111220676,1
111220677,1
111220678,1
111220679,1
111220680,1
111220681,1
111220682,2
111220683,4
111220684,1
111220685,1
111220686,1
111220687,1
111220688,1
111220689,3
111220690,1
111220691,1
111220692,1
111220693,1
111220694,2
111220695,1
111220696,1
111220697,1
111220698,1
111220699,1
111220700,1
111220701,1
111220702,1
111220704,1
111220705,1
111220706,1
111220707,1
111220708,1
111220709,1
111220710,1
111220711,1
111220712,1
111220713,1
111220714,1
111220715,1
111220716,5
111220717,1
111220718,2
111220719,2
111220720,1
111220721,1
111220722,1
111220723,1
111220724,1
111220725,1
111220726,1
111220727,2
111220728,1
111220730,1
111220731,3
111220732,1
111220733,2
111220735,1
111220736,1
111220737,1
111220738,2
111220739,6
111220740,1
111220741,1
111220742,1
111220743,1
111220744,1
111220745,1
111220746,1
111220747,1
111220748,1
