cislo_licence,pocet_zdroju
110912463,1
110912464,1
110912465,2
110912466,3
110912469,1
110912470,1
110912471,2
110912472,1
110912473,1
110912474,3
110912475,1
110912476,1
110912477,1
110912478,2
110912479,4
110912480,1
110912481,1
110912482,1
110912484,1
110912485,1
110912486,1
110912488,1
110912489,1
110912490,2
110912491,1
110912494,2
110912495,2
110912496,2
110912497,2
110912498,1
110912499,2
110912500,1
110912501,1
110912502,1
110912503,2
110912504,2
110912505,1
110912506,2
110912509,1
110912510,1
110912512,1
110912513,1
110912514,1
110912515,1
110912518,1
110912519,1
110912520,1
110912521,2
110912523,1
110912524,1
110912525,2
110912526,2
110912527,1
110912528,1
110912529,2
110912530,1
110912531,1
110912532,1
110912533,3
110912534,1
110912535,1
110912537,1
110912538,1
110912539,1
110912542,1
110912544,1
110912545,1
110912546,1
110912550,1
110912552,1
110912554,1
110912555,1
110912558,1
110912561,1
110912562,1
110912563,1
110912564,1
110912565,1
110912567,2
110912575,1
110912576,1
110912577,1
110912586,1
110912587,1
110912620,1
110912621,1
111012541,1
111012543,3
111012547,1
111012548,1
111012556,1
111012557,1
111012559,1
111012566,1
111012568,2
111012569,1
111012570,1
111012572,1
111012573,1
111012574,1
111012579,1
111012580,1
111012583,1
111012584,2
111012585,1
111012590,1
111012591,1
111012592,1
111012595,1
111012596,1
111012597,1
111012598,1
111012599,2
111012600,1
111012601,1
111012602,1
111012603,1
111012604,1
111012605,2
111012606,1
111012608,1
111012609,2
111012610,1
111012611,1
111012612,2
111012613,1
111012614,1
111012616,1
111012618,1
111012619,2
111012622,2
111012623,2
111012624,1
111012625,1
111012632,1
111012633,1
111012634,1
111012635,1
111012636,1
111012637,1
111012639,3
111012640,1
111012641,1
111012642,1
111012643,1
111012644,1
111012645,1
111012646,1
111012647,1
111012648,1
111012649,1
111012650,1
111012651,1
111012654,1
111012655,1
111012658,1
111012659,1
111012660,1
111012661,2
111012662,1
111012663,1
111012664,1
111012665,1
111012666,1
111012667,1
111012668,1
111012669,1
111012670,1
111012671,1
111012673,1
111012674,1
111012677,3
111012678,1
111012679,1
111012680,1
111012681,1
111012682,1
111012683,1
111012684,1
111012685,1
111012686,1
111012687,1
111012689,1
111012690,1
111012692,1
111012693,1
111012694,1
111012695,1
111012698,1
111012699,1
111012700,1
111012701,1
111012702,1
111012703,1
111012704,1
111012705,4
111012706,1
111012707,1
111012708,1
111012709,2
111012710,1
111012711,1
111012712,1
111012714,1
111012715,1
111012716,1
111012717,1
111012718,3
111012719,2
111012720,1
111012721,1
111012722,1
111012723,2
111012724,1
111012725,1
111012726,1
111012727,1
111012728,1
111012729,1
111012730,1
111012731,1
111012732,1
111012733,1
111012734,1
111012735,1
111012736,2
111012737,1
111012738,1
111012739,1
111012740,1
111012741,1
111012742,1
111012743,1
111012744,2
111012745,1
111012746,1
111012747,1
111012748,1
111012749,2
111012750,1
111012751,1
111012752,1
111012754,2
111012755,1
111012756,2
111012757,1
111012758,1
111012759,1
111012763,1
111012764,1
111012765,3
111012766,1
111012767,2
111012768,1
111012769,2
111012770,1
111012771,1
111012773,1
111012774,1
111012775,1
111012776,2
111012777,1
111012780,1
111012781,1
111012782,1
111012783,1
111012784,1
111012785,2
111012786,1
111012787,1
111012788,1
111012789,2
111012790,1
111012791,1
111012792,1
111012793,1
111012794,1
111012795,2
111012796,1
111012797,1
111012798,1
111012799,1
111012800,1
111012801,1
111012802,1
111012803,2
111012804,1
111012805,1
111012807,1
111012809,2
111012810,1
111012811,1
111012812,1
111012813,1
111012814,1
111012815,2
111012817,1
111012818,1
111012819,2
111012820,1
111012821,1
111012822,1
111012824,1
111012825,1
111012826,1
111012827,1
111012828,1
111012829,1
111012831,2
111012832,1
111012833,1
111012834,1
111012836,1
111012837,1
111012838,1
111012839,1
111012840,1
111012841,1
111012842,1
111012843,1
111012844,3
111012845,9
111012847,1
111012848,2
111012849,1
111012852,1
111012853,1
111012854,1
111012855,1
111012856,1
111012857,1
111012858,1
111012859,2
111012860,2
111012861,1
111012862,1
111012863,1
111012864,1
111012865,1
111012867,1
111012868,1
111012869,1
111012870,1
111012871,1
111012872,1
111012873,2
111012874,1
111012875,1
111012876,1
111012877,1
111012878,1
111012879,1
111012880,1
111012882,1
111012883,1
111012884,1
111012886,1
111012887,1
111012888,1
111012889,1
111012890,1
111012891,1
111012892,1
111012893,2
111012894,3
111012895,1
111012896,1
111012898,1
111012899,1
111012900,1
111012901,1
111012902,2
111012903,1
111012904,1
111012905,1
111012906,1
111012907,1
111012908,3
111012909,1
111012910,2
111012911,1
111012912,2
111012913,1
111012914,1
111012915,1
111012920,1
111012921,1
111012922,1
111012923,1
111012924,1
111012925,1
111012926,1
111012927,1
111012930,1
111012931,1
111012934,2
111012935,1
111012936,1
111012937,1
111012938,1
111012940,1
111012941,1
111012942,1
111012943,1
111012944,1
111012945,1
111012947,1
111012948,1
111012949,1
111012951,1
111012952,2
111012953,1
111012954,1
111012955,1
111012956,1
111012957,1
111012958,2
111012959,1
111012960,1
111012961,2
111012962,1
111012963,1
111012964,1
111012965,1
111012966,1
111012967,1
111012968,1
111012969,1
111012970,1
111012971,1
111012972,1
111012973,1
111012974,1
111012975,1
111012976,1
111012977,1
111012978,1
111012979,1
111012981,1
111012982,1
111012983,1
111012984,1
111012985,1
111012986,1
111012987,4
111012988,2
111012989,1
111012990,1
111012991,1
111012992,1
111012993,1
111012994,1
111012995,2
111012996,1
111012997,1
111012998,1
111012999,1
111013001,1
111013002,1
111013003,1
111013004,1
111013005,1
111013006,1
111013007,1
111013008,1
111013009,3
111013011,1
111013013,1
111013014,1
111013015,1
111013016,1
111013017,1
111013018,1
111013019,2
111013020,1
111013021,1
111013022,1
111013023,1
111013024,1
111013025,1
111013026,1
111013027,1
111013028,1
111013029,1
111013030,1
111013031,1
111013032,1
111013033,1
111013035,1
111013036,1
111013037,1
111013038,1
111013040,1
111013041,1
111013042,1
111013043,1
111013044,1
111013045,1
111013046,1
111013047,1
111013048,1
111013049,1
111013050,1
111013051,1
111013052,1
111013053,1
111013054,1
111013055,1
111013056,1
111013057,1
111013058,1
111013059,1
111013060,1
111013061,1
111013062,1
111013063,1
111013064,1
111013065,1
111013066,1
111013067,1
111013068,1
111013069,1
111013070,1
111013071,1
111013072,1
111013073,1
111013074,1
111013075,1
111013076,1
111013077,1
111013078,1
111013079,1
111013080,1
111013081,1
111013082,1
111013083,1
111013084,1
111013085,1
111013087,1
111013088,1
111013089,1
111013090,1
111013091,1
111013092,1
111013093,1
111013094,1
111013095,1
111013096,1
111013097,1
111013098,1
111013099,1
111013100,1
111013101,1
111013102,1
111013103,1
111013104,1
111013105,1
111013107,1
111013108,1
111013109,1
111013110,1
111013111,1
111013112,1
111013113,1
111013114,1
111013115,1
111013116,1
111013117,1
111013118,2
111013119,1
111013120,1
111013121,2
111013122,2
111013123,1
111013124,1
111013125,1
111013126,1
111013127,1
111013128,1
111013129,1
111013130,1
111013131,1
111013132,1
111013133,1
111013134,1
111013135,1
111013136,1
111013137,1
111013138,1
111013139,1
111013140,2
111013141,1
111013142,1
111013143,1
111013144,1
111013145,2
111013146,1
111013147,1
111013148,1
111013149,1
111013150,2
111013151,1
111013152,1
111013153,4
111013154,1
111013155,1
111013156,1
111013157,1
111013158,1
111013159,3
111013160,1
111013161,1
111013162,1
111013164,1
111013165,1
111013166,1
111013167,1
111013168,1
111013169,1
111013170,2
111013171,2
111013172,1
111013173,1
111013174,1
111013175,1
111013176,1
111013177,1
111013178,1
111013179,1
111013180,1
111013181,1
111013182,1
111013183,1
111013184,2
111013185,1
111013186,1
111013187,1
111013188,1
111013189,1
111013190,1
111013191,1
111013192,2
111013193,1
111013194,1
111013195,11
111013196,1
111013197,1
111013198,1
111013199,1
111013200,3
111013202,1
111013205,2
111013206,2
111013207,1
111013208,2
111013209,1
111013210,1
111013211,1
111013212,1
111013213,1
111013214,2
111013215,1
111013216,1
111013217,1
111013218,3
111013219,1
111013220,1
111013221,1
111013222,1
111013223,1
111013224,1
111013225,1
111013226,1
111013227,1
111013228,1
111013229,1
111013230,1
111013231,1
111013232,1
111013233,1
111013234,1
111013235,1
111013236,1
111013237,1
111013238,2
111013239,1
111013240,1
111013241,1
111013243,1
111013244,1
111013245,1
111013246,1
111013247,1
111013248,4
111013249,3
111013250,1
111013251,1
111013252,1
111013253,1
111013254,1
111013255,1
111013256,2
111013258,1
111013259,1
111013260,1
111013261,1
111013262,1
111013263,1
111013264,1
111013265,1
111013266,1
111013267,1
111013268,1
111013269,1
111013270,1
111013271,1
111013272,1
111013273,1
111013274,1
111013275,1
111013276,1
111013277,1
111013278,1
111013279,1
111013280,1
111013281,1
111013282,1
111013283,1
111013284,1
111013285,1
111013288,1
111013289,1
111013290,1
111013291,2
111013292,1
111013293,1
111013294,1
111013295,1
111013296,1
111013297,1
111013298,1
111013299,2
111013300,1
111013301,1
111013302,1
111013303,1
111013305,2
111013307,1
111013308,1
111013310,1
111013311,1
111013313,1
111013314,1
111013315,1
111013316,1
111013317,2
111013318,1
111013319,1
111013320,1
111013321,2
111013322,4
111013323,1
111013324,1
111013325,2
111013326,1
111013327,1
111013328,1
111013329,1
111013330,1
111013331,1
111013332,1
111013333,1
111013334,1
111013335,1
111013336,1
111013337,1
111013338,2
111013339,1
111013340,1
111013341,1
111013342,1
111013343,3
111013344,1
111013345,1
111013346,1
111013347,1
111013348,1
111013349,1
111013350,1
111013351,1
111013352,1
111013353,1
111013354,1
111013355,1
111013356,1
111013357,1
111013358,1
111013360,2
111013361,1
111013363,1
111013364,1
111013365,1
111013366,1
111013367,1
111013368,1
111013369,3
111013370,1
111013372,1
111013373,1
111013375,1
111013376,1
111013377,0
111013378,1
111013379,1
111013380,1
111013382,1
111013383,1
111013384,1
111013385,1
111013386,1
111013387,3
111013388,1
111013389,1
111013390,1
111013391,1
111013392,1
111013393,1
111013394,1
111013395,2
111013396,1
111013397,1
111013398,1
111013399,1
111013400,1
111013402,1
111013403,1
111013404,1
111013405,13
111013406,1
111013407,1
111013408,1
111013409,1
111013410,1
111013411,1
111013412,1
111013413,1
111013414,1
111013415,1
111013416,1
111013420,1
111013421,1
111013422,1
111013423,2
111013424,1
111013426,1
111013428,1
111013429,1
111013430,1
111013431,1
111013432,1
111013433,1
111013434,1
111013435,1
111013436,2
111013437,1
111013438,1
111013439,1
111013440,1
111013441,1
111013442,1
111013443,1
111013444,1
111013445,1
111013446,1
111013447,1
111013448,1
111013449,1
111013450,1
111013451,1
111013452,1
111013453,1
111013454,1
111013455,1
111013456,1
111013457,1
111013458,1
111013459,1
111013460,1
111013461,2
111013462,1
111013463,1
111013464,2
111013465,1
111013466,1
111013467,1
111013468,1
111013469,1
111013470,1
111013471,1
111013472,1
111013473,1
111013474,1
111013475,1
111013477,1
111013478,1
111013479,2
111013480,2
111013481,3
111013482,1
111013483,1
111013484,1
111013485,1
111013486,1
111013487,1
111013488,1
111013489,2
111013490,1
111013491,1
111013492,1
111013493,1
111013494,2
111013495,1
111013496,1
111013498,2
111013499,1
111013500,1
111013501,1
111013502,1
111013503,1
111013504,1
111013505,1
111013506,1
111013507,1
111013508,1
111013509,1
111013510,1
111013511,1
111013512,1
111013513,1
111013514,1
111013515,1
111013516,1
111013518,2
111013519,3
111013520,1
111013521,1
111013522,1
111013523,1
111013524,1
111013525,1
111013526,1
111013527,1
111013528,1
111013529,1
111013530,1
111013531,1
111013532,1
111013533,1
111013534,1
111013535,6
111013536,1
111013537,1
111013538,1
111013539,1
111013540,1
111013541,1
111013542,1
111013543,1
111013544,1
111013545,1
111013546,1
111013547,1
111013548,3
111013549,1
111013550,1
111013551,1
111013552,1
111013553,1
111013554,1
111013555,1
111013556,1
111013557,1
111013558,1
111013559,1
111013560,1
111013562,1
111013563,1
111013564,1
111013565,1
111013567,1
111013568,1
111013569,1
111013570,1
111013571,1
111013572,1
111013573,1
111013574,1
111013575,1
111013576,1
111013577,1
111013578,1
111013579,1
111013580,1
111013581,1
111013582,1
111013583,1
111013584,1
111013585,1
111013586,2
111013587,2
111013588,1
111013589,1
111013590,1
111013591,1
111013592,1
111013593,1
111013594,1
111013595,1
111013596,2
111013597,2
111013598,1
111013599,1
111013600,1
111013601,2
111013602,2
111013603,1
111013604,1
111013605,1
111013606,2
111013607,1
111013608,1
111013609,2
111013610,1
111013611,1
111013612,1
111013613,1
111013614,1
111013615,2
111013616,1
111013617,1
111013619,1
111013620,1
111013621,1
111013622,1
111013623,1
111013624,1
111013625,1
111013626,1
111013627,1
111013628,1
111013629,2
111013630,1
111013631,1
111013632,1
111013633,1
111013634,1
111013635,1
111013636,1
111013637,2
111013638,1
111013639,1
111013640,1
111013641,1
111013642,1
111013643,1
111013644,1
111013645,2
111013647,1
111013648,2
111013649,1
111013650,1
111013651,1
111013652,1
111013653,1
111013654,1
111013655,5
111013656,1
111013657,1
111013658,1
111013659,1
111013660,2
111013661,1
111013662,1
111013663,1
111013664,1
111013665,1
111013666,1
111013667,2
111013668,1
111013669,1
111013671,1
111013672,1
111013673,1
111013674,3
111013675,1
111013676,1
111013677,1
111013678,1
111013679,1
111013680,1
111013681,1
111013682,1
111013683,1
111013684,1
111013685,1
111013686,1
111013687,1
111013688,1
111013689,3
111013690,1
111013691,1
111013692,2
111013694,1
111013695,1
111013696,1
111013697,1
111013698,1
111013699,1
111013700,1
111013701,1
111013702,1
111013703,4
111013704,1
111013705,1
111013706,1
111013707,1
111013708,1
111013709,1
111013711,1
111013712,1
111013713,3
111013714,2
111013715,1
111013716,1
111013717,1
111013718,1
111013719,1
111013720,1
111013721,1
111013722,1
111013723,1
111013724,2
111013725,1
111013726,1
111013727,1
111013728,1
111013729,1
111013730,1
111013731,2
111013732,1
111013733,2
111013734,1
111013735,1
111013736,1
111013737,1
111013738,1
111013739,2
111013740,1
111013741,1
111013742,1
111013743,1
111013744,1
111013745,1
111013746,1
111013747,1
111013750,1
111013751,1
111013753,1
111013754,1
111013755,1
111013756,4
111013757,1
111013758,1
111013759,1
111013760,1
111013761,1
111013762,1
111013763,1
111013764,1
111013765,1
111013766,1
111013767,1
111013768,1
111013769,1
111013770,1
111013771,1
111013772,1
111013773,1
111013774,1
111013775,2
111013776,1
111013777,1
111013778,1
111013779,1
111013780,1
111013781,1
111013782,1
111013783,1
111013784,1
111013785,1
111013786,1
111013787,1
111013788,1
111013789,1
111013790,1
111013791,1
111013792,1
111013793,1
111013794,1
111013796,1
111013797,1
111013798,1
111013799,1
111013800,1
111013801,1
111013802,1
111013803,1
111013804,1
111013805,1
111013806,1
111013808,1
111013809,1
111013810,1
111013811,1
111013812,1
111013813,1
111013814,1
111013815,1
111013816,1
111013817,1
111013818,1
111013819,1
111013820,1
111013821,1
111013822,1
111013823,1
111013824,2
111013825,1
111013826,1
111013828,1
111013829,2
111013830,1
111013831,1
111013832,1
111013833,1
111013834,1
111013836,1
111013837,1
111013838,2
111013839,1
111013840,1
111013841,1
111013842,1
111013843,1
111013844,1
111013845,1
111013846,1
111013847,2
111013848,1
111013849,1
111013850,3
111013851,1
111013852,1
111013853,1
111013854,1
111013855,1
111013856,1
111013857,1
111013858,1
111013859,1
111013860,1
111013861,1
111013862,1
111013863,1
111013864,1
111013865,1
111013866,1
111013867,1
111013868,2
111013869,2
111013870,1
111013871,1
111013872,2
111013873,1
111013874,3
111013875,1
111013876,1
111013877,1
111013878,1
111013879,1
111013880,1
111013881,1
111013882,1
111013883,3
111013884,1
111013885,1
111013886,2
111013887,1
111013888,1
111013889,1
111013890,1
111013891,1
111013892,1
111013893,2
111013894,1
111013895,1
111013896,4
111013897,1
111013898,1
111013899,1
111013900,1
111013901,1
111013902,1
111013903,1
111013904,1
111013905,1
111013906,1
111013907,1
111013908,1
111013909,1
111013910,2
111013911,1
111013912,1
111013913,1
111013914,1
111013915,1
111013916,1
111013917,2
111013918,1
111013919,1
111013920,1
111013921,1
111013922,1
111013923,1
111013924,1
111013925,1
111013926,1
111013927,1
111013928,1
111013929,1
111013930,2
111013931,1
111013932,1
111013933,1
111013934,1
111013935,1
111013936,1
111013937,1
111013938,8
111013939,1
111013940,1
111013941,2
111013942,1
111013943,1
111013944,1
111013945,1
111013946,2
111013947,1
111013948,1
111013949,21
111013950,1
111013951,1
111013952,1
111013953,1
111013954,1
111013955,1
111013956,1
111013957,1
111013958,1
111013959,1
111013960,1
111013961,1
111013962,1
111013963,1
111013964,1
111013965,1
111013966,2
111013967,1
111013968,1
111013969,1
111013970,1
111013972,2
111013973,2
111013974,1
111013975,1
111013976,1
111013977,1
111013978,1
111013979,1
111013980,2
111013981,1
111013982,1
111013983,1
111013984,1
111013985,1
111013986,1
111013987,2
111013988,1
111013989,2
111013990,1
111013991,1
111013994,2
111013995,2
111013996,1
111013997,1
111013998,2
111013999,1
111014000,1
111014001,1
111014002,1
111014003,1
111014004,1
111014005,1
111014006,1
111014007,1
111014008,1
111014009,1
111014011,4
111014012,1
111014013,1
111014014,1
111014015,1
111014016,1
111014017,2
111014018,1
111014019,1
111014020,1
111014021,1
111014022,1
111014023,1
111014024,1
111014025,2
111014026,1
111014027,1
111014028,2
111014029,2
111014030,4
111014031,2
111014032,2
111014033,2
111014034,1
111014035,1
111014036,1
111014037,1
111014038,1
111014039,2
111014040,1
111014041,2
111014042,1
111014043,1
111014046,1
111014047,1
111014048,1
111014049,1
111014050,1
111014051,1
111014052,2
111014053,1
111014054,1
111014055,1
111014056,2
111014057,1
111014058,1
111014059,1
111014060,1
111014061,1
111014062,1
111014063,1
111014064,1
111014065,1
111014066,1
111014067,1
111014068,1
111014069,2
111014070,1
111014071,1
111014072,4
111014073,1
111014074,2
111014075,1
111014076,1
111014077,1
111014078,1
111014079,1
111014080,1
111014081,1
111014082,1
111014083,2
111014084,1
111014085,1
111014086,1
111014087,1
111014088,1
111014089,1
111014090,1
111014091,1
111014092,1
111014093,1
111014094,1
111014095,1
111014096,1
111014097,2
111014098,1
111014099,1
111014100,1
111014102,1
111014103,1
111014104,1
111014105,1
111014107,1
111014108,1
111014109,2
111014110,1
111014111,1
111014112,1
111014113,2
111014114,2
111014115,2
111014116,2
111014117,1
111014118,1
111014119,1
111014120,1
111014121,1
111014122,2
111014123,1
111014124,1
111014125,1
111014126,1
111014127,1
111014129,1
111014131,1
111014132,1
111014133,1
111014134,2
111014135,2
111014136,1
111014137,1
111014138,1
111014139,1
111014140,1
111014141,1
111014142,1
111014143,1
111014144,1
111014145,1
111014146,2
111014148,1
111014149,2
111014150,1
111014151,1
111014152,1
111014153,1
111014154,1
111014155,1
111014156,1
111014157,1
111014158,1
111014159,1
111014160,1
111014161,1
111014162,1
111014163,1
111014164,1
111014165,1
111014166,1
111014167,1
111014168,1
111014169,2
111014170,1
111014171,1
111014172,1
111014173,5
111014174,1
111014175,1
111014176,1
111014177,1
111014178,1
111014179,1
111014180,1
111014181,1
111014183,1
111014184,1
111014185,1
111014186,1
111014187,1
111014188,1
111014189,1
111014190,1
111014192,1
111014193,1
111014194,1
111014195,1
111014196,1
111014197,1
111014198,1
111014199,1
111014200,1
111014201,1
111014202,1
111014203,1
111014204,2
111014205,1
111014206,1
111014207,2
111014208,1
111014209,1
111014210,1
111014211,2
111014212,1
111014213,1
111014214,1
111014215,1
111014216,1
111014217,1
111014218,1
111014219,1
111014220,1
111014221,1
111014223,1
111014224,1
111014225,1
111014226,1
111014227,1
111014229,3
111014230,1
111014231,1
111014232,1
111014233,1
111014234,1
111014235,1
111014236,1
111014237,1
111014238,1
111014239,1
111014240,2
111014242,1
111014243,1
111014244,1
111014245,1
111014246,1
111014247,3
111014248,1
111014249,1
111014251,1
111014252,1
111014253,1
111014254,1
111014255,1
111014256,1
111014257,1
111014258,1
111014259,1
111014260,1
111014261,1
111014262,1
111014263,1
111014264,1
111014265,1
111014266,1
111014267,1
111014268,1
111014269,1
111014270,1
111014271,1
111014272,1
111014273,4
111014274,1
111014275,2
111014276,1
111014277,1
111014278,1
111014279,1
111014280,1
111014281,1
111014282,1
111014285,1
111014286,2
111014287,1
111014288,1
111014289,1
111014290,1
111014291,1
111014292,1
111014293,1
111014294,1
111014295,1
111014296,1
111014297,1
111014298,1
111014299,2
111014300,1
111014301,2
111014302,1
111014303,1
111014304,1
111014305,2
111014306,1
111014307,1
111014308,1
111014309,1
111014310,3
111014311,1
111014312,1
111014313,1
111014314,2
111014315,1
111014317,1
111014318,1
111014319,1
111014320,1
111014321,1
111014322,1
111014323,1
111014324,1
111014325,1
111014326,1
111014327,1
111014328,1
111014329,1
111014330,1
111014331,1
111014332,1
111014333,1
111014334,1
111014335,1
111014336,1
111014337,1
111014338,1
111014339,1
111014340,1
111014341,2
111014343,1
111014344,1
111014345,1
111014346,1
111014347,1
111014348,1
111014349,2
111014350,2
111014351,1
111014353,1
111014354,1
111014355,1
111014356,1
111014357,1
111014358,1
111014359,1
111014360,1
111014361,2
111014362,1
111014363,1
111014364,1
111014365,1
111014366,1
111014367,1
111014368,1
111014369,1
111014370,1
111014371,1
111014372,1
111014373,2
111014374,1
111014375,1
111014376,1
111014377,1
111014379,1
111014380,4
111014381,1
111014382,1
111014383,3
111014384,1
111014385,1
111014386,1
111014387,1
111014388,1
111014389,1
111014390,1
111014391,2
111014392,2
111014393,1
111014394,1
111014395,1
111014396,1
111014397,2
111014398,1
111014399,1
111014400,1
111014401,1
111014402,1
111014403,5
111014404,1
111014405,1
111014406,1
111014407,1
111014408,1
111014409,1
111014410,1
111014411,3
111014412,1
111014413,1
111014414,1
111014415,1
111014416,1
111014417,1
111014418,1
111014419,1
111014420,1
111014421,1
111014422,1
111014423,1
111014424,1
111014425,1
111014426,1
111014427,1
111014428,3
111014429,2
111014430,1
111014431,1
111014432,2
111014433,1
111014434,1
111014435,1
111014436,1
111014437,1
111014438,2
111014439,1
111014440,2
111014441,2
111014442,1
111014443,1
111014444,1
111014445,1
111014447,1
111014448,1
111014449,3
111014450,1
111014451,1
111014452,1
111014453,1
111014454,1
111014455,1
111014456,1
111014459,1
111014460,1
111014461,1
111014462,1
111014463,1
111014464,1
111014465,1
111014466,1
111014467,2
111014468,1
111014469,2
111014470,1
111014472,1
111014473,1
111014474,1
111014475,1
111014476,1
111014477,1
111014478,1
111014479,1
111014480,1
111014481,1
111014482,1
111014483,1
111014484,1
111014485,1
111014486,1
111014487,1
111014488,1
111014489,1
111014490,1
111014491,1
111014492,1
111014493,1
111014494,1
111014496,1
111014497,1
111014498,1
111014499,18
111014500,2
111014501,1
111014502,1
111014503,1
111014504,1
111014505,1
111014506,1
111014507,2
111014508,1
111014509,5
111014510,1
111014511,1
111014512,1
111014513,1
111014514,1
111014515,1
111014516,1
111014517,1
111014518,1
111014519,1
111014520,2
111014521,1
111014522,1
111014523,1
111014524,1
111014525,1
111014526,1
111014527,1
111014528,2
111014529,1
111014530,1
111014531,1
111014532,1
111014533,1
111014534,1
111014535,1
111014536,1
111014537,2
111014538,1
111014539,1
111014540,1
111014541,1
111014542,1
111014543,1
111014544,1
111014545,1
111014546,1
111014547,1
111014548,1
111014549,2
111014550,2
111014551,1
111014552,1
111014553,1
111014554,1
111014555,1
111014556,1
111014557,1
111014558,1
111014559,1
111014561,1
111014562,1
111014563,1
111014564,1
111014565,1
111014566,1
111014567,1
111014569,1
111014570,1
111014571,1
111014572,1
111014573,1
111014574,1
111014575,1
111014576,1
111014577,1
111014578,1
111014579,1
111014580,1
111014581,1
111014582,1
111014583,1
111014584,1
111014585,1
111014586,1
111014587,1
111014588,1
111014589,1
111014590,1
111014591,1
111014592,1
111014593,1
111014594,2
111014595,1
111014596,1
111014597,1
111014598,1
111014599,1
111014600,1
111014601,1
111014602,1
111014603,1
111014604,1
111014605,1
111014606,1
111014607,1
111014608,1
111014609,1
111014610,1
111014611,1
111014612,1
111014614,1
111014615,1
111014616,1
111014617,1
111014618,1
111014619,1
111014620,1
111014622,1
111014623,1
111014624,1
111014625,1
111014626,1
111014627,1
111014628,1
111014629,1
111014630,1
111014631,1
111014632,1
111014633,1
111014634,1
111014635,2
111014636,1
111014637,1
111014638,1
111014639,1
111014640,1
111014641,1
111014642,1
111014643,1
111014644,1
111014645,1
111014646,1
111014647,1
111014648,2
111014649,2
111014650,1
111014651,1
111014652,1
111014653,1
111014654,1
111014655,3
111014656,1
111014657,1
111014658,1
111014659,1
111014660,1
111014661,1
111014662,2
111014663,1
111014664,1
111014665,1
111014666,1
111014667,1
111014668,1
111014669,1
111014670,1
111014671,2
111014672,2
111014673,1
111014674,1
111014675,1
111014676,1
111014677,2
111014678,1
111014679,1
111014680,1
111014681,1
111014682,6
111014683,1
111014684,1
111014685,1
111014686,1
111014687,3
111014688,1
111014689,1
111014690,1
111014691,1
111014692,1
111014693,1
111014694,1
111014695,1
111014696,1
111014697,1
111014698,1
111014699,1
111014700,1
111014701,1
111014702,1
111014703,1
111014705,1
111014706,1
111014707,1
111014708,1
111014709,1
111014710,1
111014711,1
111014712,1
111014713,1
111014715,1
111014716,1
111014717,1
111014718,1
111014719,1
111014720,1
111014721,2
111014722,2
111014723,1
111014724,1
111014725,1
111014726,2
111014727,1
111014728,1
111014729,1
111014730,1
111014731,1
111014732,1
111014733,2
111014734,1
111014735,1
111014736,1
111014737,1
111014738,1
111014739,1
111014740,1
111014741,1
111014742,1
111014743,1
111014744,2
111014745,1
111014746,1
111014747,1
111014748,1
111014749,2
111014750,1
111014751,1
111014752,1
111014753,1
111014754,1
111014755,1
111014756,1
111014757,1
111014758,1
111014759,1
111014760,1
111014761,1
111014762,1
111014763,1
111014764,1
111014765,1
111014766,1
111014767,1
111014768,1
111014769,7
111014770,1
111014771,1
111014772,1
111014773,1
111014774,1
111014775,1
111014776,2
111014777,1
111014778,1
111014779,1
111014780,1
111014781,1
111014782,1
111014783,1
111014784,1
111014785,1
111014786,1
111014787,1
111014788,1
111014789,1
111014790,1
111014791,1
111014792,2
111014793,1
111014794,1
111014795,1
111014796,1
111014797,1
111014798,1
111014799,1
111014800,2
111014801,1
111014803,1
111014804,1
111014805,1
111014806,1
111014807,1
111014808,1
111014809,1
111014810,2
111014811,1
111014812,1
111014813,1
111014814,1
111014815,3
111014816,1
111014818,2
111014819,1
111014820,4
111014821,1
111014822,1
111014823,1
111014824,1
111014825,1
111014826,1
111014827,1
111014829,1
111014830,1
111014831,1
111014832,1
111014833,1
111014834,1
111014835,3
111014836,2
111014837,1
111014839,4
111014840,1
111014841,1
111014842,1
111014843,1
111014844,1
111014845,1
111014846,1
111014847,1
111014848,1
111014849,1
111014850,1
111014851,1
111014852,1
111014853,1
111014854,2
111014855,1
111014856,1
111014857,1
111014858,1
111014859,1
111014860,1
111014861,1
111014864,1
111014865,1
111014866,2
111014867,1
111014868,1
111014869,1
111014870,2
111014871,1
111014872,1
111014873,1
111014874,1
111014875,1
111014876,2
111014877,1
111014878,1
111014879,1
111014880,2
111014881,1
111014882,1
111014883,1
111014884,1
111014885,1
111014886,1
111014887,1
111014888,1
111014890,1
111014891,1
111014892,1
111014893,1
111014894,1
111014895,2
111014896,1
111014897,1
111014898,1
111014899,1
111014900,2
111014901,1
111014902,3
111014903,1
111014904,1
111014905,1
111014906,4
111014907,1
111014908,1
111014909,1
111014910,1
111014911,1
111014913,1
111014914,1
111014915,3
111014917,1
111014918,1
111014919,1
111014920,1
111014921,2
111014922,1
111014923,1
111014924,2
111014925,1
111014926,1
111014928,1
111014929,1
111014930,1
111014931,1
111014932,1
111014933,1
111014934,1
111014935,1
111014936,1
111014937,1
111014939,1
111014940,1
111014941,1
111014942,1
111014943,2
111014944,1
111014945,1
111014946,3
111014947,2
111014948,1
111014949,1
111014950,1
111014951,1
111014952,1
111014953,1
111014954,2
111014955,1
111014956,1
111014957,1
111014958,1
111014959,1
111014960,1
111014961,1
111014962,1
111014963,1
111014964,1
