cislo_licence,druh,technologie,mw
110909387,elektrický,celkový,0.004
110909387,elektrický,sluneční,0.004
110909388,elektrický,celkový,0.025
110909388,elektrický,sluneční,0.025
110909389,elektrický,celkový,0.044
110909389,tepelný,celkový,0.086
110909389,elektrický,plynový a spalovací,0.044
110909389,tepelný,plynový a spalovací,0.086
110909390,elektrický,celkový,0.01
110909390,elektrický,sluneční,0.01
110909391,elektrický,celkový,0.069
110909391,elektrický,sluneční,0.069
110909392,elektrický,celkový,0.004
110909392,elektrický,sluneční,0.004
110909393,elektrický,celkový,0.003
110909393,elektrický,sluneční,0.003
110909394,elektrický,celkový,0.007
110909394,elektrický,sluneční,0.007
110909395,elektrický,celkový,0.003
110909395,elektrický,sluneční,0.003
110909396,elektrický,celkový,0.009
110909396,elektrický,sluneční,0.009
110909397,elektrický,celkový,0.004
110909397,elektrický,sluneční,0.004
110909398,elektrický,celkový,0.392
110909398,elektrický,sluneční,0.392
110909399,elektrický,celkový,0.004
110909399,elektrický,sluneční,0.004
110909400,elektrický,celkový,1.1
110909400,elektrický,sluneční,1.1
110909401,elektrický,celkový,0.004
110909401,elektrický,sluneční,0.004
110909402,elektrický,celkový,0.006
110909402,elektrický,sluneční,0.006
110909403,elektrický,celkový,0.005
110909403,elektrický,sluneční,0.005
110909404,elektrický,celkový,0.005
110909404,elektrický,sluneční,0.005
110909405,elektrický,celkový,0.017
110909405,elektrický,sluneční,0.017
110909406,elektrický,celkový,0.011
110909406,elektrický,sluneční,0.011
110909407,elektrický,celkový,0.005
110909407,elektrický,sluneční,0.005
110909408,elektrický,celkový,0.005
110909408,elektrický,sluneční,0.005
110909409,elektrický,celkový,0.005
110909409,elektrický,sluneční,0.005
110909410,elektrický,celkový,0.007
110909410,elektrický,sluneční,0.007
110909411,elektrický,celkový,0.027
110909411,elektrický,sluneční,0.027
110909412,elektrický,celkový,0.006
110909412,elektrický,sluneční,0.006
110909413,elektrický,celkový,0.011
110909413,elektrický,sluneční,0.011
110909414,elektrický,celkový,0.002
110909414,elektrický,sluneční,0.002
110909415,elektrický,celkový,0.004
110909415,elektrický,sluneční,0.004
110909416,elektrický,celkový,0.007
110909416,elektrický,sluneční,0.007
110909417,elektrický,celkový,0.003
110909417,elektrický,sluneční,0.003
110909418,elektrický,celkový,0.593
110909418,elektrický,sluneční,0.593
110909419,elektrický,celkový,0.005
110909419,elektrický,sluneční,0.005
110909420,elektrický,celkový,0.004
110909420,elektrický,sluneční,0.004
110909421,elektrický,celkový,1.089
110909421,elektrický,sluneční,1.089
110909422,elektrický,celkový,0.01
110909422,elektrický,sluneční,0.01
110909423,elektrický,celkový,1.951
110909423,elektrický,sluneční,1.951
110909424,elektrický,celkový,0.003
110909424,elektrický,sluneční,0.003
110909425,elektrický,celkový,0.004
110909425,elektrický,sluneční,0.004
110909426,elektrický,celkový,0.014
110909426,elektrický,sluneční,0.014
110909427,elektrický,celkový,0.005
110909427,elektrický,sluneční,0.005
110909429,elektrický,celkový,0.005
110909429,elektrický,sluneční,0.005
110909430,elektrický,celkový,0.005
110909430,elektrický,sluneční,0.005
110909431,elektrický,celkový,109.56
110909431,tepelný,celkový,346.0
110909431,elektrický,parní,90.0
110909431,tepelný,parní,346.0
110909431,elektrický,plynový a spalovací,19.56
110909434,elektrický,celkový,0.005
110909434,elektrický,sluneční,0.005
110909435,elektrický,celkový,0.012
110909435,elektrický,sluneční,0.012
110909436,elektrický,celkový,0.006
110909436,elektrický,sluneční,0.006
110909437,elektrický,celkový,0.026
110909437,elektrický,sluneční,0.026
110909438,elektrický,celkový,0.003
110909438,elektrický,sluneční,0.003
110909440,elektrický,celkový,0.004
110909440,elektrický,sluneční,0.004
110909441,elektrický,celkový,0.026
110909441,elektrický,sluneční,0.026
110909442,elektrický,celkový,0.005
110909442,elektrický,sluneční,0.005
110909443,elektrický,celkový,0.002
110909443,elektrický,sluneční,0.002
110909444,elektrický,celkový,0.005
110909444,elektrický,sluneční,0.005
110909445,elektrický,celkový,0.005
110909445,elektrický,sluneční,0.005
110909446,elektrický,celkový,0.003
110909446,elektrický,sluneční,0.003
110909447,elektrický,celkový,0.008
110909447,elektrický,sluneční,0.008
110909448,elektrický,celkový,0.004
110909448,elektrický,sluneční,0.004
110909449,elektrický,celkový,0.004
110909449,elektrický,sluneční,0.004
110909450,elektrický,celkový,0.004
110909450,elektrický,sluneční,0.004
110909451,elektrický,celkový,0.013
110909451,elektrický,sluneční,0.013
110909452,elektrický,celkový,0.004
110909452,elektrický,sluneční,0.004
110909453,elektrický,celkový,0.005
110909453,elektrický,sluneční,0.005
110909454,elektrický,celkový,0.087
110909454,elektrický,sluneční,0.087
110909455,elektrický,celkový,0.02
110909455,elektrický,sluneční,0.02
110909456,elektrický,celkový,0.003
110909456,elektrický,sluneční,0.003
110909457,elektrický,celkový,0.068
110909457,elektrický,sluneční,0.068
110909458,elektrický,celkový,0.006
110909458,elektrický,sluneční,0.006
110909459,elektrický,celkový,0.01
110909459,elektrický,sluneční,0.01
110909460,elektrický,celkový,0.003
110909460,elektrický,sluneční,0.003
110909461,elektrický,celkový,0.007
110909461,elektrický,sluneční,0.007
110909462,elektrický,celkový,0.055
110909462,elektrický,sluneční,0.055
110909463,elektrický,celkový,0.015
110909463,elektrický,sluneční,0.015
110909464,elektrický,celkový,0.005
110909464,elektrický,sluneční,0.005
110909465,elektrický,celkový,0.017
110909465,elektrický,sluneční,0.017
110909466,elektrický,celkový,0.004
110909466,elektrický,sluneční,0.004
110909467,elektrický,celkový,0.011
110909467,elektrický,sluneční,0.011
110909468,elektrický,celkový,0.013
110909468,elektrický,sluneční,0.013
110909469,elektrický,celkový,0.075
110909469,elektrický,sluneční,0.075
110909470,elektrický,celkový,0.005
110909470,elektrický,sluneční,0.005
110909471,elektrický,celkový,0.008
110909471,elektrický,sluneční,0.008
110909472,elektrický,celkový,0.01
110909472,elektrický,sluneční,0.01
110909473,elektrický,celkový,0.008
110909473,elektrický,sluneční,0.008
110909474,elektrický,celkový,0.005
110909474,elektrický,sluneční,0.005
110909475,elektrický,celkový,3.051
110909475,elektrický,sluneční,3.051
110909476,elektrický,celkový,0.003
110909476,elektrický,sluneční,0.003
110909477,elektrický,celkový,0.003
110909477,elektrický,sluneční,0.003
110909478,elektrický,celkový,1.733
110909478,elektrický,sluneční,1.733
110909479,elektrický,celkový,0.003
110909479,elektrický,sluneční,0.003
110909480,elektrický,celkový,0.003
110909480,elektrický,sluneční,0.003
110909481,elektrický,celkový,0.005
110909481,elektrický,sluneční,0.005
110909482,elektrický,celkový,0.005
110909482,elektrický,sluneční,0.005
110909483,elektrický,celkový,0.017
110909483,elektrický,sluneční,0.017
110909484,elektrický,celkový,0.007
110909484,elektrický,sluneční,0.007
110909485,elektrický,celkový,0.028
110909485,elektrický,sluneční,0.028
110909486,elektrický,celkový,0.008
110909486,elektrický,sluneční,0.008
110909487,elektrický,celkový,4.0
110909487,elektrický,sluneční,4.0
110909488,elektrický,celkový,0.005
110909488,elektrický,sluneční,0.005
110909489,elektrický,celkový,0.003
110909489,elektrický,sluneční,0.003
110909490,elektrický,celkový,0.012
110909490,elektrický,sluneční,0.012
110909491,elektrický,celkový,0.088
110909491,elektrický,sluneční,0.088
110909492,elektrický,celkový,0.003
110909492,elektrický,sluneční,0.003
110909493,elektrický,celkový,0.005
110909493,elektrický,sluneční,0.005
110909494,elektrický,celkový,0.009
110909494,elektrický,sluneční,0.009
110909495,elektrický,celkový,0.04
110909495,elektrický,sluneční,0.04
110909496,elektrický,celkový,0.003
110909496,elektrický,sluneční,0.003
110909497,elektrický,celkový,0.004
110909497,elektrický,sluneční,0.004
110909498,elektrický,celkový,0.005
110909498,elektrický,sluneční,0.005
110909499,elektrický,celkový,0.006
110909499,elektrický,sluneční,0.006
110909500,elektrický,celkový,0.892
110909500,tepelný,celkový,0.475
110909500,elektrický,plynový a spalovací,0.834
110909500,tepelný,plynový a spalovací,0.475
110909500,elektrický,sluneční,0.058
110909501,elektrický,celkový,0.005
110909501,elektrický,sluneční,0.005
110909502,elektrický,celkový,0.007
110909502,elektrický,sluneční,0.009
110909503,elektrický,celkový,0.006
110909503,elektrický,sluneční,0.006
110909504,elektrický,celkový,0.005
110909504,elektrický,sluneční,0.005
110909505,elektrický,celkový,0.007
110909505,elektrický,sluneční,0.007
110909506,elektrický,celkový,0.005
110909506,elektrický,sluneční,0.005
110909507,elektrický,celkový,0.005
110909507,elektrický,sluneční,0.005
110909508,elektrický,celkový,0.005
110909508,elektrický,sluneční,0.005
110909509,elektrický,celkový,0.005
110909509,elektrický,sluneční,0.005
110909510,elektrický,celkový,0.005
110909510,elektrický,sluneční,0.005
110909511,elektrický,celkový,0.005
110909511,elektrický,sluneční,0.005
110909512,elektrický,celkový,0.005
110909512,elektrický,sluneční,0.005
110909513,elektrický,celkový,0.009
110909513,elektrický,sluneční,0.009
110909514,elektrický,celkový,0.005
110909514,elektrický,sluneční,0.005
110909515,elektrický,celkový,0.013
110909515,elektrický,sluneční,0.013
110909516,elektrický,celkový,0.03
110909516,elektrický,sluneční,0.03
110909517,elektrický,celkový,0.003
110909517,elektrický,sluneční,0.003
110909518,elektrický,celkový,4.488
110909518,elektrický,sluneční,4.488
110909519,elektrický,celkový,0.004
110909519,elektrický,sluneční,0.004
110909520,elektrický,celkový,0.005
110909520,elektrický,sluneční,0.005
110909521,elektrický,celkový,0.005
110909521,elektrický,sluneční,0.005
110909522,elektrický,celkový,0.005
110909522,elektrický,sluneční,0.005
110909523,elektrický,celkový,0.009
110909523,elektrický,sluneční,0.009
110909524,elektrický,celkový,0.005
110909524,elektrický,sluneční,0.005
110909525,elektrický,celkový,0.428
110909525,elektrický,sluneční,0.428
110909526,elektrický,celkový,0.104
110909526,elektrický,sluneční,0.104
110909528,elektrický,celkový,0.004
110909528,elektrický,sluneční,0.004
110909529,elektrický,celkový,0.8
110909529,elektrický,sluneční,0.8
110909530,elektrický,celkový,0.002
110909530,elektrický,sluneční,0.002
110909532,elektrický,celkový,0.005
110909532,elektrický,sluneční,0.005
110909533,elektrický,celkový,0.009
110909533,elektrický,sluneční,0.009
110909534,elektrický,celkový,0.16
110909534,tepelný,celkový,0.197
110909534,elektrický,plynový a spalovací,0.16
110909534,tepelný,plynový a spalovací,0.197
110909535,elektrický,celkový,0.005
110909535,elektrický,sluneční,0.005
110909536,elektrický,celkový,0.037
110909536,elektrický,sluneční,0.037
110909537,elektrický,celkový,0.005
110909537,elektrický,sluneční,0.005
110909538,elektrický,celkový,0.004
110909538,elektrický,sluneční,0.004
110909539,elektrický,celkový,0.011
110909539,elektrický,sluneční,0.011
110909540,elektrický,celkový,0.004
110909540,elektrický,sluneční,0.004
110909541,elektrický,celkový,0.005
110909541,elektrický,sluneční,0.005
110909542,elektrický,celkový,0.017
110909542,elektrický,sluneční,0.017
110909543,elektrický,celkový,0.003
110909543,elektrický,sluneční,0.003
110909544,elektrický,celkový,0.002
110909544,elektrický,sluneční,0.002
110909545,elektrický,celkový,0.024
110909545,elektrický,sluneční,0.024
110909547,elektrický,celkový,0.005
110909547,elektrický,sluneční,0.005
110909548,elektrický,celkový,0.006
110909548,elektrický,sluneční,0.006
110909549,elektrický,celkový,0.012
110909549,elektrický,sluneční,0.012
110909550,elektrický,celkový,0.005
110909550,elektrický,sluneční,0.005
110909551,elektrický,celkový,0.024
110909551,elektrický,sluneční,0.024
110909552,elektrický,celkový,0.02
110909552,elektrický,sluneční,0.02
110909553,elektrický,celkový,0.005
110909553,elektrický,sluneční,0.005
110909554,elektrický,celkový,0.005
110909554,elektrický,sluneční,0.005
110909555,elektrický,celkový,0.005
110909555,elektrický,sluneční,0.005
110909556,elektrický,celkový,0.005
110909556,elektrický,sluneční,0.005
110909557,elektrický,celkový,0.004
110909557,elektrický,sluneční,0.004
110909558,elektrický,celkový,0.029
110909558,elektrický,sluneční,0.029
110909559,elektrický,celkový,0.941
110909559,elektrický,sluneční,0.941
110909560,elektrický,celkový,0.041
110909560,elektrický,sluneční,0.041
110909561,elektrický,celkový,0.003
110909561,elektrický,sluneční,0.003
110909562,elektrický,celkový,0.012
110909562,elektrický,sluneční,0.012
110909563,elektrický,celkový,0.004
110909563,elektrický,sluneční,0.004
110909564,elektrický,celkový,0.005
110909564,elektrický,sluneční,0.005
110909565,elektrický,celkový,0.26
110909565,elektrický,sluneční,0.26
110909566,elektrický,celkový,0.003
110909566,elektrický,sluneční,0.003
110909567,elektrický,celkový,0.004
110909567,elektrický,sluneční,0.004
110909568,elektrický,celkový,0.005
110909568,elektrický,sluneční,0.005
110909569,elektrický,celkový,0.396
110909569,tepelný,celkový,0.448
110909569,elektrický,plynový a spalovací,0.396
110909569,tepelný,plynový a spalovací,0.448
110909570,elektrický,celkový,0.005
110909570,elektrický,sluneční,0.005
110909571,elektrický,celkový,0.01
110909571,elektrický,sluneční,0.01
110909572,elektrický,celkový,0.004
110909572,elektrický,sluneční,0.004
110909573,elektrický,celkový,0.004
110909573,elektrický,sluneční,0.004
110909574,elektrický,celkový,0.005
110909574,elektrický,sluneční,0.005
110909575,elektrický,celkový,7.267
110909575,elektrický,sluneční,7.267
110909576,elektrický,celkový,0.004
110909576,elektrický,sluneční,0.004
110909577,elektrický,celkový,0.004
110909577,elektrický,sluneční,0.004
110909578,elektrický,celkový,0.013
110909578,elektrický,sluneční,0.013
110909579,elektrický,celkový,0.005
110909579,elektrický,sluneční,0.005
110909580,elektrický,celkový,0.009
110909580,elektrický,sluneční,0.009
110909581,elektrický,celkový,0.005
110909581,elektrický,sluneční,0.005
110909582,elektrický,celkový,0.005
110909582,elektrický,sluneční,0.005
110909583,elektrický,celkový,0.008
110909583,elektrický,sluneční,0.008
110909584,elektrický,celkový,0.06
110909584,elektrický,sluneční,0.06
110909585,elektrický,celkový,0.04
110909585,elektrický,sluneční,0.04
110909586,elektrický,celkový,0.033
110909586,elektrický,sluneční,0.033
110909587,elektrický,celkový,0.043
110909587,elektrický,sluneční,0.043
110909588,elektrický,celkový,0.005
110909588,elektrický,sluneční,0.005
110909589,elektrický,celkový,0.005
110909589,elektrický,sluneční,0.005
110909590,elektrický,celkový,0.013
110909590,elektrický,sluneční,0.013
110909591,elektrický,celkový,0.015
110909591,elektrický,sluneční,0.015
110909592,elektrický,celkový,0.004
110909592,elektrický,sluneční,0.004
110909594,elektrický,celkový,0.015
110909594,elektrický,sluneční,0.015
110909595,elektrický,celkový,0.005
110909595,elektrický,sluneční,0.005
110909596,elektrický,celkový,0.014
110909596,elektrický,sluneční,0.014
110909598,elektrický,celkový,0.04
110909598,elektrický,sluneční,0.04
110909599,elektrický,celkový,0.004
110909599,elektrický,sluneční,0.004
110909600,elektrický,celkový,0.065
110909600,elektrický,sluneční,0.065
110909601,elektrický,celkový,0.004
110909601,elektrický,sluneční,0.004
110909602,elektrický,celkový,0.012
110909602,elektrický,sluneční,0.012
110909603,elektrický,celkový,0.005
110909603,elektrický,sluneční,0.005
110909604,elektrický,celkový,0.006
110909604,elektrický,sluneční,0.006
110909605,elektrický,celkový,0.01
110909605,elektrický,sluneční,0.01
110909606,elektrický,celkový,0.003
110909606,elektrický,sluneční,0.003
110909607,elektrický,celkový,0.376
110909607,elektrický,sluneční,0.376
110909608,elektrický,celkový,0.005
110909608,elektrický,sluneční,0.005
110909609,elektrický,celkový,0.005
110909609,elektrický,sluneční,0.005
110909610,elektrický,celkový,0.005
110909610,elektrický,sluneční,0.005
110909611,elektrický,celkový,0.004
110909611,elektrický,sluneční,0.004
110909612,elektrický,celkový,0.006
110909612,elektrický,sluneční,0.006
110909613,elektrický,celkový,0.005
110909613,elektrický,sluneční,0.005
110909614,elektrický,celkový,0.007
110909614,elektrický,sluneční,0.007
110909615,elektrický,celkový,0.005
110909615,elektrický,sluneční,0.005
110909617,elektrický,celkový,0.003
110909617,elektrický,sluneční,0.003
110909618,elektrický,celkový,0.007
110909618,elektrický,sluneční,0.007
110909619,elektrický,celkový,0.036
110909619,elektrický,sluneční,0.035
110909620,elektrický,celkový,0.011
110909620,elektrický,sluneční,0.011
110909621,elektrický,celkový,0.01
110909621,elektrický,sluneční,0.01
110909622,elektrický,celkový,0.021
110909622,elektrický,sluneční,0.021
110909623,elektrický,celkový,0.005
110909623,elektrický,sluneční,0.005
110909624,elektrický,celkový,0.015
110909624,elektrický,sluneční,0.015
110909625,elektrický,celkový,0.003
110909625,elektrický,větrný,0.003
110909626,elektrický,celkový,0.011
110909626,elektrický,sluneční,0.011
110909627,elektrický,celkový,0.98
110909627,elektrický,sluneční,0.98
110909628,elektrický,celkový,0.005
110909628,elektrický,sluneční,0.005
110909629,elektrický,celkový,0.015
110909629,elektrický,sluneční,0.015
110909630,elektrický,celkový,0.003
110909630,elektrický,sluneční,0.003
110909631,elektrický,celkový,0.262
110909631,elektrický,sluneční,0.262
110909632,elektrický,celkový,0.002
110909632,elektrický,sluneční,0.002
110909634,elektrický,celkový,0.003
110909634,elektrický,sluneční,0.003
110909635,elektrický,celkový,0.005
110909635,elektrický,sluneční,0.005
110909636,elektrický,celkový,0.013
110909636,elektrický,sluneční,0.013
110909637,elektrický,celkový,0.023
110909637,elektrický,sluneční,0.023
110909638,elektrický,celkový,0.003
110909638,elektrický,sluneční,0.003
110909639,elektrický,celkový,0.006
110909639,elektrický,sluneční,0.006
110909640,elektrický,celkový,0.003
110909640,elektrický,sluneční,0.003
110909641,elektrický,celkový,3.011
110909641,elektrický,sluneční,3.011
110909642,elektrický,celkový,0.006
110909642,elektrický,sluneční,0.006
110909643,elektrický,celkový,0.015
110909643,elektrický,sluneční,0.015
110909644,elektrický,celkový,0.004
110909644,elektrický,sluneční,0.004
110909645,elektrický,celkový,0.033
110909645,elektrický,sluneční,0.033
110909646,elektrický,celkový,0.004
110909646,elektrický,sluneční,0.004
110909647,elektrický,celkový,0.005
110909647,elektrický,sluneční,0.005
110909648,elektrický,celkový,0.007
110909648,elektrický,sluneční,0.007
110909649,elektrický,celkový,0.29
110909649,elektrický,sluneční,0.29
110909650,elektrický,celkový,0.008
110909650,elektrický,sluneční,0.008
110909651,elektrický,celkový,0.009
110909651,elektrický,sluneční,0.009
110909652,elektrický,celkový,0.009
110909652,elektrický,sluneční,0.009
110909653,elektrický,celkový,0.002
110909653,elektrický,sluneční,0.002
110909654,elektrický,celkový,0.005
110909654,elektrický,sluneční,0.005
110909655,elektrický,celkový,0.004
110909655,elektrický,sluneční,0.004
110909656,elektrický,celkový,0.01
110909656,elektrický,sluneční,0.01
110909657,elektrický,celkový,0.009
110909657,elektrický,sluneční,0.009
110909658,elektrický,celkový,0.005
110909658,elektrický,sluneční,0.005
110909659,elektrický,celkový,0.03
110909659,elektrický,vodní,0.03
110909660,elektrický,celkový,0.006
110909660,elektrický,sluneční,0.006
110909661,elektrický,celkový,0.004
110909661,elektrický,sluneční,0.004
110909662,elektrický,celkový,0.004
110909662,elektrický,sluneční,0.004
110909663,elektrický,celkový,0.004
110909663,elektrický,sluneční,0.004
110909664,elektrický,celkový,0.005
110909664,elektrický,sluneční,0.005
110909665,elektrický,celkový,0.005
110909665,elektrický,sluneční,0.005
110909666,elektrický,celkový,0.005
110909666,elektrický,sluneční,0.005
110909667,elektrický,celkový,0.005
110909667,elektrický,sluneční,0.005
110909668,elektrický,celkový,0.009
110909668,elektrický,sluneční,0.009
110909669,elektrický,celkový,0.005
110909669,elektrický,sluneční,0.005
110909670,elektrický,celkový,0.034
110909670,elektrický,sluneční,0.034
110909671,elektrický,celkový,0.03
110909671,elektrický,sluneční,0.03
110909672,elektrický,celkový,0.005
110909672,elektrický,sluneční,0.005
110909673,elektrický,celkový,0.005
110909673,elektrický,sluneční,0.005
110909674,elektrický,celkový,0.008
110909674,elektrický,sluneční,0.008
110909675,elektrický,celkový,0.005
110909675,elektrický,sluneční,0.005
110909676,elektrický,celkový,0.003
110909676,elektrický,sluneční,0.003
110909677,elektrický,celkový,0.081
110909677,elektrický,sluneční,0.081
110909678,elektrický,celkový,0.017
110909678,elektrický,sluneční,0.017
110909679,elektrický,celkový,0.004
110909679,elektrický,sluneční,0.004
110909680,elektrický,celkový,0.011
110909680,elektrický,sluneční,0.011
110909681,elektrický,celkový,0.005
110909681,elektrický,sluneční,0.005
110909682,elektrický,celkový,0.005
110909682,elektrický,sluneční,0.005
110909683,elektrický,celkový,0.003
110909683,elektrický,sluneční,0.003
110909684,elektrický,celkový,0.005
110909684,elektrický,sluneční,0.005
110909685,elektrický,celkový,0.015
110909685,elektrický,sluneční,0.015
110909687,elektrický,celkový,0.01
110909687,elektrický,sluneční,0.01
110909688,elektrický,celkový,0.004
110909688,elektrický,sluneční,0.004
110909689,elektrický,celkový,0.005
110909689,elektrický,sluneční,0.005
110909690,elektrický,celkový,0.005
110909690,elektrický,sluneční,0.005
110909691,elektrický,celkový,0.01
110909691,elektrický,sluneční,0.01
110909692,elektrický,celkový,0.009
110909692,elektrický,sluneční,0.009
110909693,elektrický,celkový,0.005
110909693,elektrický,sluneční,0.005
110909694,elektrický,celkový,0.005
110909694,elektrický,sluneční,0.005
110909695,elektrický,celkový,0.005
110909695,elektrický,sluneční,0.005
110909696,elektrický,celkový,0.004
110909696,elektrický,sluneční,0.004
110909697,elektrický,celkový,0.03
110909697,elektrický,sluneční,0.03
110909698,elektrický,celkový,0.009
110909698,elektrický,sluneční,0.009
110909699,elektrický,celkový,0.015
110909699,elektrický,sluneční,0.015
110909700,elektrický,celkový,0.03
110909700,elektrický,sluneční,0.03
110909701,elektrický,celkový,0.005
110909701,elektrický,sluneční,0.005
110909702,elektrický,celkový,0.046
110909702,elektrický,sluneční,0.046
110909703,elektrický,celkový,0.004
110909703,elektrický,sluneční,0.004
110909704,elektrický,celkový,0.005
110909704,elektrický,sluneční,0.005
110909705,elektrický,celkový,2.04
110909705,elektrický,sluneční,2.04
110909706,elektrický,celkový,0.039
110909706,elektrický,sluneční,0.039
110909707,elektrický,celkový,0.045
110909707,elektrický,sluneční,0.045
110909709,elektrický,celkový,0.01
110909709,elektrický,sluneční,0.01
110909710,elektrický,celkový,0.04
110909710,elektrický,sluneční,0.04
110909711,elektrický,celkový,0.01
110909711,elektrický,sluneční,0.01
110909712,elektrický,celkový,0.966
110909712,tepelný,celkový,1.103
110909712,elektrický,plynový a spalovací,0.966
110909712,tepelný,plynový a spalovací,1.103
110909713,elektrický,celkový,0.05
110909713,elektrický,sluneční,0.05
110909714,elektrický,celkový,0.005
110909714,elektrický,sluneční,0.005
110909715,elektrický,celkový,0.005
110909715,elektrický,sluneční,0.005
110909716,elektrický,celkový,0.005
110909716,elektrický,sluneční,0.005
110909717,elektrický,celkový,0.01
110909717,elektrický,sluneční,0.01
110909718,elektrický,celkový,0.708
110909718,tepelný,celkový,0.778
110909718,elektrický,plynový a spalovací,0.708
110909718,tepelný,plynový a spalovací,0.778
110909719,elektrický,celkový,0.071
110909719,elektrický,sluneční,0.071
110909720,elektrický,celkový,0.005
110909720,elektrický,sluneční,0.005
110909721,elektrický,celkový,0.005
110909721,elektrický,sluneční,0.005
110909722,elektrický,celkový,0.005
110909722,elektrický,sluneční,0.005
110909723,elektrický,celkový,0.005
110909723,elektrický,sluneční,0.005
110909724,elektrický,celkový,0.015
110909724,elektrický,sluneční,0.015
110909725,elektrický,celkový,0.005
110909725,elektrický,sluneční,0.005
110909726,elektrický,celkový,0.008
110909726,elektrický,sluneční,0.008
110909727,elektrický,celkový,0.004
110909727,elektrický,sluneční,0.004
110909728,elektrický,celkový,0.004
110909728,elektrický,sluneční,0.004
110909729,elektrický,celkový,0.009
110909729,elektrický,sluneční,0.009
110909730,elektrický,celkový,0.502
110909730,elektrický,sluneční,0.502
110909731,elektrický,celkový,4.266
110909731,elektrický,sluneční,4.266
110909732,elektrický,celkový,0.005
110909732,elektrický,sluneční,0.005
110909733,elektrický,celkový,0.007
110909733,elektrický,sluneční,0.007
110909734,elektrický,celkový,0.005
110909734,elektrický,sluneční,0.005
110909735,elektrický,celkový,0.005
110909735,elektrický,sluneční,0.005
110909736,elektrický,celkový,0.008
110909736,elektrický,sluneční,0.008
110909737,elektrický,celkový,0.189
110909737,elektrický,sluneční,0.189
110909738,elektrický,celkový,0.048
110909738,elektrický,sluneční,0.048
110909740,elektrický,celkový,0.002
110909740,elektrický,sluneční,0.002
110909741,elektrický,celkový,0.004
110909741,elektrický,sluneční,0.004
110909742,elektrický,celkový,0.005
110909742,elektrický,sluneční,0.005
110909743,elektrický,celkový,0.069
110909743,elektrický,sluneční,0.069
110909744,elektrický,celkový,0.005
110909744,elektrický,sluneční,0.005
110909745,elektrický,celkový,0.005
110909745,elektrický,sluneční,0.005
110909746,elektrický,celkový,0.004
110909746,elektrický,sluneční,0.004
110909747,elektrický,celkový,0.005
110909747,elektrický,sluneční,0.005
110909748,elektrický,celkový,0.029
110909748,elektrický,sluneční,0.029
110909749,elektrický,celkový,0.009
110909749,elektrický,sluneční,0.009
110909750,elektrický,celkový,0.003
110909750,elektrický,sluneční,0.003
110909751,elektrický,celkový,0.008
110909751,elektrický,sluneční,0.008
110909752,elektrický,celkový,0.013
110909752,elektrický,sluneční,0.013
110909753,elektrický,celkový,0.01
110909753,elektrický,sluneční,0.01
110909754,elektrický,celkový,0.005
110909754,elektrický,sluneční,0.005
110909756,elektrický,celkový,0.005
110909756,elektrický,sluneční,0.005
110909757,elektrický,celkový,0.007
110909757,elektrický,sluneční,0.007
110909759,elektrický,celkový,0.052
110909759,elektrický,sluneční,0.052
110909760,elektrický,celkový,1.8
110909760,elektrický,sluneční,1.8
110909761,elektrický,celkový,0.009
110909761,elektrický,sluneční,0.009
110909762,elektrický,celkový,0.005
110909762,elektrický,sluneční,0.005
110909763,elektrický,celkový,0.005
110909763,elektrický,sluneční,0.005
110909764,elektrický,celkový,0.028
110909764,elektrický,sluneční,0.028
110909765,elektrický,celkový,0.005
110909765,elektrický,sluneční,0.005
110909766,elektrický,celkový,0.003
110909766,elektrický,sluneční,0.003
110909767,elektrický,celkový,0.004
110909767,elektrický,sluneční,0.004
110909768,elektrický,celkový,0.013
110909768,elektrický,sluneční,0.013
110909769,elektrický,celkový,0.004
110909769,elektrický,sluneční,0.004
110909770,elektrický,celkový,0.011
110909770,elektrický,sluneční,0.011
110909771,elektrický,celkový,0.003
110909771,elektrický,sluneční,0.003
110909772,elektrický,celkový,0.003
110909772,elektrický,sluneční,0.003
110909773,elektrický,celkový,0.005
110909773,elektrický,sluneční,0.005
110909774,elektrický,celkový,0.005
110909774,elektrický,sluneční,0.005
110909775,elektrický,celkový,0.003
110909775,elektrický,sluneční,0.003
110909776,elektrický,celkový,0.005
110909776,elektrický,sluneční,0.005
110909777,elektrický,celkový,0.004
110909777,elektrický,sluneční,0.004
110909778,elektrický,celkový,0.011
110909778,elektrický,sluneční,0.011
110909779,elektrický,celkový,0.006
110909779,elektrický,sluneční,0.006
110909780,elektrický,celkový,0.999
110909780,elektrický,sluneční,0.999
110909781,elektrický,celkový,0.098
110909781,elektrický,sluneční,0.098
110909782,elektrický,celkový,0.008
110909782,elektrický,sluneční,0.008
110909783,elektrický,celkový,0.003
110909783,elektrický,sluneční,0.003
110909784,elektrický,celkový,0.003
110909784,elektrický,sluneční,0.003
110909785,elektrický,celkový,0.005
110909785,elektrický,sluneční,0.005
110909786,elektrický,celkový,0.005
110909786,elektrický,sluneční,0.005
110909787,elektrický,celkový,0.005
110909787,elektrický,sluneční,0.005
110909788,elektrický,celkový,0.01
110909788,elektrický,sluneční,0.01
110909789,elektrický,celkový,0.005
110909789,elektrický,sluneční,0.005
110909790,elektrický,celkový,0.003
110909790,elektrický,sluneční,0.003
110909791,elektrický,celkový,0.007
110909791,elektrický,sluneční,0.007
110909792,elektrický,celkový,0.005
110909792,elektrický,sluneční,0.005
