cislo_licence,druh,technologie,mw
310909432,tepelný,parní,364.0
310909432,tepelný,výkon kvet,346.0
310909439,tepelný,celkový,1.1
310909439,tepelný,teplovodní,1.1
310910511,tepelný,celkový,0.84
310910511,tepelný,teplovodní,0.84
310911565,elektrický,celkový,0.844
310911565,tepelný,celkový,0.874
310911565,tepelný,teplovodní,0.874
310911565,tepelný,výkon kvet,0.874
310911719,tepelný,celkový,29.4
310911719,tepelný,parní,29.4
310912492,tepelný,celkový,0.75
310912492,tepelný,teplovodní,0.75
310912507,elektrický,celkový,0.998
310912507,tepelný,celkový,0.9
310912507,tepelný,teplovodní,0.9
310912507,tepelný,výkon kvet,0.9
310912516,tepelný,celkový,9.0
310912516,tepelný,teplovodní,9.0
310912656,tepelný,celkový,1.275
310912656,tepelný,teplovodní,1.275
311012696,tepelný,celkový,8.98
311012696,tepelný,teplovodní,8.98
311012846,elektrický,celkový,229.0
311012846,tepelný,celkový,875.1
311012846,tepelný,parní,875.1
311012846,tepelný,výkon kvet,875.1
311012851,tepelný,celkový,0.762
311012851,tepelný,teplovodní,0.762
311013286,tepelný,celkový,5.6
311013286,tepelný,teplovodní,5.6
311013417,tepelný,celkový,8.45
311013417,tepelný,parní,8.45
311014044,elektrický,celkový,0.25
311014044,tepelný,celkový,22.799
311014044,tepelný,teplovodní,22.799
311014044,tepelný,výkon kvet,0.373
311015135,elektrický,celkový,0.66
311015135,tepelný,celkový,23.904
311015135,tepelný,teplovodní,23.904
311015135,tepelný,výkon kvet,0.994
311015241,elektrický,celkový,378.0
311015241,tepelný,celkový,1302.2
311015241,tepelný,parní,1068.0
311015241,tepelný,horkovodní,234.2
311015241,tepelný,výkon kvet,470.0
311015353,tepelný,celkový,1.5
311015353,tepelný,teplovodní,1.5
311015528,tepelný,celkový,0.24
311015528,tepelný,teplovodní,0.24
311015571,elektrický,celkový,820.0
311015571,tepelný,celkový,102.2
311015571,tepelný,parní,102.2
311015571,tepelný,výkon kvet,69.6
311015576,elektrický,celkový,0.97
311015576,tepelný,celkový,1.1
311015576,tepelný,teplovodní,1.1
311015576,tepelný,výkon kvet,1.1
311015722,tepelný,celkový,0.96
311015722,tepelný,teplovodní,0.96
311016230,elektrický,celkový,0.044
311016230,tepelný,celkový,0.914
311016230,tepelný,teplovodní,0.914
311016230,tepelný,výkon kvet,0.09
311016256,tepelný,celkový,14.7
311016256,tepelný,parní,14.7
311016304,elektrický,celkový,6.164
311016304,tepelný,celkový,8.287
311016304,tepelný,teplovodní,8.287
311016304,tepelný,výkon kvet,8.162
311016479,elektrický,celkový,0.744
311016479,tepelný,celkový,0.848
311016479,tepelný,teplovodní,0.848
311016479,tepelný,výkon kvet,0.848
311017700,tepelný,celkový,2.468
311017700,tepelný,teplovodní,2.468
311017732,tepelný,celkový,0.87
311017732,tepelný,teplovodní,0.87
311017841,elektrický,celkový,0.75
311017841,tepelný,celkový,0.825
311017841,tepelný,teplovodní,0.825
311017841,tepelný,výkon kvet,0.825
311018088,tepelný,celkový,2.45
311018088,tepelný,teplovodní,2.45
311018232,tepelný,celkový,1.88
311018232,tepelný,teplovodní,1.88
311018268,elektrický,celkový,0.63
311018268,tepelný,celkový,21.7
311018268,tepelný,parní,18.7
311018268,tepelný,horkovodní,3.0
311018268,tepelný,výkon kvet,12.0
311018299,elektrický,celkový,0.25
311018299,tepelný,celkový,15.5
311018299,tepelný,parní,15.5
311018299,tepelný,výkon kvet,15.5
311018315,elektrický,celkový,8.056
311018315,tepelný,celkový,8.612
311018315,tepelný,teplovodní,8.612
311018315,tepelný,výkon kvet,8.612
311018326,elektrický,celkový,123.345
311018326,tepelný,celkový,230.824
311018326,tepelný,teplovodní,230.824
311018326,tepelný,výkon kvet,153.4
311018334,elektrický,celkový,7.457
311018334,tepelný,celkový,23.0
311018334,tepelný,parní,23.0
311018334,tepelný,výkon kvet,23.0
311018340,tepelný,celkový,6.994
311018340,tepelný,teplovodní,6.994
311018354,elektrický,celkový,1.432
311018354,tepelný,celkový,1.416
311018354,tepelný,teplovodní,1.416
311018354,tepelný,výkon kvet,1.416
311018356,elektrický,celkový,0.536
311018356,tepelný,celkový,0.5
311018356,tepelný,teplovodní,0.5
311018356,tepelný,výkon kvet,0.5
311018383,tepelný,celkový,17.0
311018383,tepelný,parní,17.0
311018395,elektrický,celkový,66.72
311018395,tepelný,celkový,361.2
311018395,tepelný,parní,361.2
311018395,tepelný,výkon kvet,361.2
311118415,tepelný,celkový,0.2
311118415,tepelný,teplovodní,0.2
311118427,elektrický,celkový,1.91
311118427,tepelný,celkový,50.071
311118427,tepelný,parní,49.8
311118427,tepelný,teplovodní,0.271
311118427,tepelný,výkon kvet,30.071
311118459,tepelný,celkový,1.02
311118459,tepelný,teplovodní,1.02
311118535,elektrický,celkový,1.352
311118535,tepelný,celkový,1.433
311118535,tepelný,teplovodní,1.433
311118535,tepelný,výkon kvet,1.433
311118543,elektrický,celkový,0.971
311118543,tepelný,celkový,1.1
311118543,tepelný,teplovodní,1.1
311118543,tepelný,výkon kvet,1.1
311118576,tepelný,celkový,1.049
311118576,tepelný,teplovodní,1.049
311118586,elektrický,celkový,0.299
311118586,tepelný,celkový,0.396
311118586,tepelný,teplovodní,0.396
311118586,tepelný,výkon kvet,0.396
311118589,elektrický,celkový,0.6
311118589,tepelný,celkový,0.608
311118589,tepelný,teplovodní,0.608
311118589,tepelný,výkon kvet,0.608
311118592,elektrický,celkový,0.25
311118592,tepelný,celkový,0.232
311118592,tepelný,teplovodní,0.232
311118592,tepelný,výkon kvet,0.232
311118674,elektrický,celkový,5.805
311118674,tepelný,celkový,40.551
311118674,tepelný,parní,16.122
311118674,tepelný,teplovodní,24.429
311118674,tepelný,výkon kvet,5.949
311118701,tepelný,celkový,23.2
311118701,tepelný,horkovodní,23.2
311118732,elektrický,celkový,0.8
311118732,tepelný,celkový,0.82
311118732,tepelný,parní,0.381
311118732,tepelný,teplovodní,0.439
311118732,tepelný,výkon kvet,0.82
311118772,tepelný,celkový,65.9
311118772,tepelný,parní,44.9
311118772,tepelný,teplovodní,21.0
311118792,elektrický,celkový,0.28
311118792,tepelný,celkový,8.284
311118792,tepelný,parní,2.28
311118792,tepelný,teplovodní,6.004
311118792,tepelný,výkon kvet,0.424
311118880,tepelný,celkový,0.57
311118880,tepelný,teplovodní,0.57
311118888,elektrický,celkový,0.8
311118888,tepelný,celkový,0.809
311118888,tepelný,teplovodní,0.809
311118888,tepelný,výkon kvet,0.809
311118907,tepelný,celkový,1.705
311118907,tepelný,teplovodní,1.705
311118921,elektrický,celkový,2.038
311118921,tepelný,celkový,2.37
311118921,tepelný,teplovodní,2.37
311118921,tepelný,výkon kvet,2.37
311218961,tepelný,celkový,1.115
311218961,tepelný,teplovodní,1.115
311218990,tepelný,celkový,5.034
311218990,tepelný,teplovodní,5.034
311219056,tepelný,celkový,2.642
311219056,tepelný,teplovodní,2.642
311219185,elektrický,celkový,1.0
311219185,tepelný,celkový,1.1
311219185,tepelný,teplovodní,1.1
311219185,tepelný,výkon kvet,1.1
311219231,elektrický,celkový,0.03
311219231,tepelný,celkový,3.862
311219231,tepelný,teplovodní,3.862
311219231,tepelný,výkon kvet,0.062
311219613,tepelný,celkový,0.81
311219613,tepelný,teplovodní,0.81
311219869,elektrický,celkový,0.55
311219869,tepelný,celkový,0.565
311219869,tepelný,teplovodní,0.565
311220011,tepelný,celkový,0.789
311220011,tepelný,teplovodní,0.789
311220031,elektrický,celkový,3.58
311220031,tepelný,celkový,34.1
311220031,tepelný,parní,34.1
311220031,tepelný,výkon kvet,34.1
311220729,tepelný,celkový,0.31
311220729,tepelný,teplovodní,0.31
311221431,tepelný,celkový,9.039
311221431,tepelný,teplovodní,9.039
311221479,tepelný,celkový,2.3
311221479,tepelný,teplovodní,2.3
311221664,elektrický,celkový,0.637
311221664,tepelný,celkový,0.662
311221664,tepelný,teplovodní,0.662
311221664,tepelný,výkon kvet,0.662
311221924,elektrický,celkový,1050.0
311221924,tepelný,celkový,2435.0
311221924,tepelný,parní,2435.0
311222427,elektrický,celkový,0.938
311222427,tepelný,celkový,1.168
311222427,tepelný,teplovodní,1.168
311222508,tepelný,celkový,0.688
311222508,tepelný,teplovodní,0.688
311222754,tepelný,celkový,1.69
311222754,tepelný,teplovodní,1.69
311222874,elektrický,celkový,1.0
311222874,tepelný,celkový,1.039
311222874,tepelný,teplovodní,1.039
311222874,tepelný,výkon kvet,1.039
311223005,elektrický,celkový,1.75
311223005,tepelný,celkový,1.806
311223005,tepelný,teplovodní,1.806
311223005,tepelný,výkon kvet,1.806
311223068,elektrický,celkový,1.615
311223068,tepelný,celkový,8.4
311223068,tepelný,parní,8.4
311223068,tepelný,výkon kvet,8.4
311223188,elektrický,celkový,0.637
311223188,tepelný,celkový,0.379
311223188,tepelný,teplovodní,0.379
311223629,elektrický,celkový,21.08
311223629,tepelný,celkový,206.62
311223629,tepelný,parní,206.62
311223629,tepelný,výkon kvet,206.62
311224185,elektrický,celkový,1.738
311224185,tepelný,celkový,1.788
311224185,tepelný,teplovodní,1.788
311224185,tepelný,výkon kvet,1.788
311224439,elektrický,celkový,0.8
311224439,tepelný,celkový,0.858
311224439,tepelný,teplovodní,0.858
311224439,tepelný,výkon kvet,0.858
311224624,elektrický,celkový,1.0
311224624,tepelný,celkový,0.928
311224624,tepelný,teplovodní,0.928
311224624,tepelný,výkon kvet,0.928
311224634,elektrický,celkový,0.75
311224634,tepelný,celkový,0.696
311224634,tepelný,teplovodní,0.696
311224634,tepelný,výkon kvet,0.696
311224871,elektrický,celkový,1.189
311224871,tepelný,celkový,0.676
311224871,tepelný,teplovodní,0.676
311224871,tepelný,výkon kvet,0.676
311224923,elektrický,celkový,0.15
311224923,tepelný,celkový,0.23
311224923,tepelný,horkovodní,0.08
311224923,tepelný,teplovodní,0.15
311224923,tepelný,výkon kvet,0.23
311225721,elektrický,celkový,0.75
311225721,tepelný,celkový,0.696
311225721,tepelný,teplovodní,0.696
311225721,tepelný,výkon kvet,0.696
311225908,elektrický,celkový,0.6
311225908,tepelný,celkový,0.566
311225908,tepelný,teplovodní,0.566
311225908,tepelný,výkon kvet,0.566
311226093,elektrický,celkový,1.189
311226093,tepelný,celkový,0.676
311226093,tepelný,teplovodní,0.676
311226093,tepelný,výkon kvet,0.676
311226292,elektrický,celkový,0.586
311226292,tepelný,celkový,28.992
311226292,tepelný,parní,21.992
311226292,tepelný,horkovodní,7.0
311226292,tepelný,výkon kvet,10.362
311226309,elektrický,celkový,0.045
311226309,tepelný,celkový,67.668
311226309,tepelný,teplovodní,67.668
311226309,tepelný,výkon kvet,0.08
311226371,elektrický,celkový,0.835
311226371,tepelný,celkový,1.194
311226371,tepelný,teplovodní,1.194
311226371,tepelný,výkon kvet,1.194
311226618,elektrický,celkový,0.8
311226618,tepelný,celkový,5.422
311226618,tepelný,teplovodní,5.422
311226618,tepelný,výkon kvet,1.122
311226722,elektrický,celkový,5.8
311226722,tepelný,celkový,18.0
311226722,tepelný,parní,18.0
311226722,tepelný,výkon kvet,18.0
311226725,elektrický,celkový,0.56
311226725,tepelný,celkový,0.52
311226725,tepelný,teplovodní,0.52
311226725,tepelný,výkon kvet,0.52
311226763,elektrický,celkový,1.0
311226763,tepelný,celkový,0.928
311226763,tepelný,teplovodní,0.928
311226763,tepelný,výkon kvet,0.928
311226792,elektrický,celkový,1.2
311226792,tepelný,celkový,1.126
311226792,tepelný,teplovodní,1.126
311226792,tepelný,výkon kvet,1.126
311226794,elektrický,celkový,0.6
311226794,tepelný,celkový,0.57
311226794,tepelný,teplovodní,0.57
311226794,tepelný,výkon kvet,0.57
311226805,elektrický,celkový,1.656
311226805,tepelný,celkový,16.228
311226805,tepelný,teplovodní,16.228
311226805,tepelný,výkon kvet,2.359
311226813,elektrický,celkový,600.0
311226813,tepelný,celkový,1572.64
311226813,tepelný,parní,1525.3
311226813,tepelný,horkovodní,47.34
311226813,tepelný,výkon kvet,312.0
311326830,elektrický,celkový,0.62
311326830,tepelný,celkový,0.721
311326830,tepelný,teplovodní,0.721
311326830,tepelný,výkon kvet,0.721
311326845,elektrický,celkový,0.75
311326845,tepelný,celkový,0.825
311326845,tepelný,teplovodní,0.825
311326845,tepelný,výkon kvet,0.825
311326850,elektrický,celkový,1.0
311326850,tepelný,celkový,0.928
311326850,tepelný,teplovodní,0.928
311326850,tepelný,výkon kvet,0.928
311326851,elektrický,celkový,1.2
311326851,tepelný,celkový,1.271
311326851,tepelný,teplovodní,1.271
311326851,tepelný,výkon kvet,1.271
311326853,elektrický,celkový,0.99
311326853,tepelný,celkový,1.148
311326853,tepelný,teplovodní,1.148
311326853,tepelný,výkon kvet,1.148
311326863,elektrický,celkový,0.2
311326863,tepelný,celkový,0.257
311326863,tepelný,teplovodní,0.257
311326863,tepelný,výkon kvet,0.257
311326871,elektrický,celkový,0.76
311326871,tepelný,celkový,0.824
311326871,tepelný,teplovodní,0.824
311326871,tepelný,výkon kvet,0.824
311326884,tepelný,celkový,0.75
311326884,tepelný,teplovodní,0.75
311326894,elektrický,celkový,0.022
311326894,tepelný,celkový,0.045
311326894,tepelný,teplovodní,0.045
311326894,tepelný,výkon kvet,0.045
311326910,elektrický,celkový,0.834
311326910,tepelný,celkový,0.924
311326910,tepelný,teplovodní,0.924
311326910,tepelný,výkon kvet,0.924
311326976,elektrický,celkový,1.383
311326976,tepelný,celkový,1.504
311326976,tepelný,teplovodní,1.504
311326976,tepelný,výkon kvet,1.504
311327009,elektrický,celkový,1.25
311327009,tepelný,celkový,1.16
311327009,tepelný,teplovodní,1.16
311327009,tepelný,výkon kvet,1.16
311327017,elektrický,celkový,1.0
311327017,tepelný,celkový,0.971
311327017,tepelný,teplovodní,0.971
311327017,tepelný,výkon kvet,0.971
311327210,tepelný,celkový,0.492
311327210,tepelný,teplovodní,0.492
311327260,elektrický,celkový,0.85
311327260,tepelný,celkový,0.799
311327260,tepelný,teplovodní,0.799
311327260,tepelný,výkon kvet,0.799
311327376,tepelný,celkový,2.6
311327376,tepelný,parní,2.6
311327437,elektrický,celkový,0.999
311327437,tepelný,celkový,1.249
311327437,tepelný,parní,0.65
311327437,tepelný,teplovodní,0.599
311327437,tepelný,výkon kvet,1.249
311327477,elektrický,celkový,1.0
311327477,tepelný,celkový,1.1
311327477,tepelný,teplovodní,1.1
311327477,tepelný,výkon kvet,1.1
311328721,tepelný,celkový,1.02
311328721,tepelný,teplovodní,1.02
311329492,elektrický,celkový,6.0
311329492,tepelný,celkový,37.523
311329492,tepelný,parní,23.523
311329492,tepelný,teplovodní,14.0
311329492,tepelný,výkon kvet,23.523
311329805,tepelný,celkový,2.952
311329805,tepelný,teplovodní,2.952
311329822,tepelný,celkový,1.15
311329822,tepelný,teplovodní,1.15
311329837,elektrický,celkový,0.703
311329837,tepelný,celkový,0.737
311329837,tepelný,teplovodní,0.737
311329837,tepelný,výkon kvet,0.737
311329841,elektrický,celkový,0.75
311329841,tepelný,celkový,0.739
311329841,tepelný,teplovodní,0.739
311329841,tepelný,výkon kvet,0.739
311329846,tepelný,celkový,18.411
311329846,tepelný,teplovodní,18.411
311329880,elektrický,celkový,0.999
311329880,tepelný,celkový,1.101
311329880,tepelný,teplovodní,1.101
311329880,tepelný,výkon kvet,1.101
311329922,elektrický,celkový,50.0
311329922,tepelný,celkový,254.2
311329922,tepelný,parní,247.1
311329922,tepelný,horkovodní,7.1
311329922,tepelný,výkon kvet,247.1
311330084,elektrický,celkový,0.02
311330084,tepelný,celkový,0.034
311330084,tepelný,teplovodní,0.034
311330084,tepelný,výkon kvet,0.034
311330085,elektrický,celkový,0.75
311330085,tepelný,celkový,0.696
311330085,tepelný,teplovodní,0.696
311330085,tepelný,výkon kvet,0.696
311330159,elektrický,celkový,0.84
311330159,tepelný,celkový,0.78
311330159,tepelný,teplovodní,0.78
311330159,tepelný,výkon kvet,0.78
311330288,elektrický,celkový,0.75
311330288,tepelný,celkový,0.696
311330288,tepelný,teplovodní,0.696
311330288,tepelný,výkon kvet,0.696
311330334,elektrický,celkový,0.549
311330334,tepelný,celkový,0.57
311330334,tepelný,teplovodní,0.57
311330334,tepelný,výkon kvet,0.57
311330536,elektrický,celkový,0.526
311330536,tepelný,celkový,0.558
311330536,tepelný,teplovodní,0.558
311330536,tepelný,výkon kvet,0.558
311330616,elektrický,celkový,0.999
311330616,tepelný,celkový,1.033
311330616,tepelný,teplovodní,1.033
311330616,tepelný,výkon kvet,0.999
311330637,elektrický,celkový,2.24
311330637,tepelný,celkový,2.08
311330637,tepelný,teplovodní,2.08
311330637,tepelný,výkon kvet,0.08
311330979,elektrický,celkový,1.082
311330979,tepelný,celkový,1.12
311330979,tepelný,teplovodní,1.12
311330979,tepelný,výkon kvet,1.12
311331004,elektrický,celkový,1.2
311331004,tepelný,celkový,1.22
311331004,tepelný,teplovodní,1.22
311331004,tepelný,výkon kvet,1.22
311331078,elektrický,celkový,0.365
311331078,tepelný,celkový,0.4
311331078,tepelný,teplovodní,0.4
311331078,tepelný,výkon kvet,0.4
311331278,elektrický,celkový,7.49
311331278,tepelný,celkový,40.0
311331278,tepelný,parní,40.0
311331278,tepelný,výkon kvet,20.0
311331322,elektrický,celkový,0.55
311331322,tepelný,celkový,0.605
311331322,tepelný,teplovodní,0.605
311331322,tepelný,výkon kvet,0.605
311331395,elektrický,celkový,4.9
311331395,tepelný,celkový,17.2
311331395,tepelný,parní,17.2
311331395,tepelný,výkon kvet,8.0
311331397,elektrický,celkový,0.55
311331397,tepelný,celkový,0.63
311331397,tepelný,teplovodní,0.63
311331397,tepelný,výkon kvet,0.63
311331425,elektrický,celkový,3.975
311331425,tepelný,celkový,4.001
311331425,tepelný,teplovodní,4.001
311331425,tepelný,výkon kvet,4.001
311331666,elektrický,celkový,0.15
311331666,tepelný,celkový,1.16
311331666,tepelný,teplovodní,1.16
311331666,tepelný,výkon kvet,1.16
311331701,elektrický,celkový,0.549
311331701,tepelný,celkový,0.542
311331701,tepelný,teplovodní,0.542
311331701,tepelný,výkon kvet,0.542
311331942,elektrický,celkový,0.63
311331942,tepelný,celkový,0.993
311331942,tepelný,teplovodní,0.993
311331942,tepelný,výkon kvet,0.993
311331953,elektrický,celkový,1.189
311331953,tepelný,celkový,1.177
311331953,tepelný,teplovodní,1.177
311331953,tepelný,výkon kvet,1.177
311332074,elektrický,celkový,0.5
311332074,tepelný,celkový,0.464
311332074,tepelný,teplovodní,0.464
311332074,tepelný,výkon kvet,0.464
311332279,elektrický,celkový,0.75
311332279,tepelný,celkový,0.696
311332279,tepelný,teplovodní,0.696
311332279,tepelný,výkon kvet,0.696
311332404,elektrický,celkový,0.173
311332404,tepelný,celkový,0.221
311332404,tepelný,teplovodní,0.221
311332404,tepelný,výkon kvet,0.221
311332434,elektrický,celkový,1.589
311332434,tepelný,celkový,1.62
311332434,tepelný,teplovodní,1.62
311332434,tepelný,výkon kvet,1.62
311332438,tepelný,celkový,0.35
311332438,tepelný,teplovodní,0.35
311332477,tepelný,celkový,0.58
311332477,tepelný,teplovodní,0.58
311332485,tepelný,celkový,11.0
311332485,tepelný,teplovodní,11.0
311332491,tepelný,celkový,199.268
311332491,tepelný,parní,199.268
311332492,elektrický,celkový,1.0
311332492,tepelný,celkový,1.057
311332492,tepelný,teplovodní,1.057
311332492,tepelný,výkon kvet,1.057
311332507,tepelný,celkový,4.734
311332507,tepelný,teplovodní,4.734
311332536,elektrický,celkový,1.71
311332536,tepelný,celkový,6.4
311332536,tepelný,parní,6.4
311332536,tepelný,výkon kvet,6.4
311332539,elektrický,celkový,0.132
311332539,tepelný,celkový,15.431
311332539,tepelný,parní,15.431
311332539,tepelný,výkon kvet,15.431
311432566,elektrický,celkový,0.55
311432566,tepelný,celkový,0.58
311432566,tepelný,teplovodní,0.58
311432566,tepelný,výkon kvet,0.58
311432575,elektrický,celkový,1.189
311432575,tepelný,celkový,1.177
311432575,tepelný,teplovodní,1.177
311432575,tepelný,výkon kvet,1.177
311432580,elektrický,celkový,1.063
311432580,tepelný,celkový,1.081
311432580,tepelný,teplovodní,1.081
311432580,tepelný,výkon kvet,1.081
311432603,tepelný,celkový,2.0
311432603,tepelný,teplovodní,2.0
311432636,elektrický,celkový,0.55
311432636,tepelný,celkový,0.637
311432636,tepelný,teplovodní,0.637
311432636,tepelný,výkon kvet,0.637
311432664,elektrický,celkový,0.55
311432664,tepelný,celkový,0.58
311432664,tepelný,teplovodní,0.58
311432664,tepelný,výkon kvet,0.58
311432729,elektrický,celkový,0.55
311432729,tepelný,celkový,0.637
311432729,tepelný,teplovodní,0.637
311432729,tepelný,výkon kvet,0.637
311432732,elektrický,celkový,1.2
311432732,tepelný,celkový,1.237
311432732,tepelný,teplovodní,1.237
311432732,tepelný,výkon kvet,1.0
311432780,elektrický,celkový,0.55
311432780,tepelný,celkový,0.58
311432780,tepelný,teplovodní,0.58
311432780,tepelný,výkon kvet,0.58
311432796,elektrický,celkový,0.5
311432796,tepelný,celkový,0.464
311432796,tepelný,teplovodní,0.464
311432826,elektrický,celkový,0.52
311432826,tepelný,celkový,1.915
311432826,tepelný,teplovodní,1.915
311432826,tepelný,výkon kvet,0.635
311432839,elektrický,celkový,0.25
311432839,tepelný,celkový,0.275
311432839,tepelný,teplovodní,0.275
311432839,tepelný,výkon kvet,0.275
311432872,elektrický,celkový,0.75
311432872,tepelný,celkový,0.827
311432872,tepelný,teplovodní,0.827
311432872,tepelný,výkon kvet,0.827
311432923,elektrický,celkový,0.5
311432923,tepelný,celkový,0.464
311432923,tepelný,teplovodní,0.464
311432923,tepelný,výkon kvet,0.464
311432941,elektrický,celkový,0.999
311432941,tepelný,celkový,1.057
311432941,tepelný,teplovodní,1.057
311432941,tepelný,výkon kvet,1.057
311432944,elektrický,celkový,1.16
311432944,tepelný,celkový,0.594
311432944,tepelný,teplovodní,0.594
311432944,tepelný,výkon kvet,0.594
311432945,elektrický,celkový,0.549
311432945,tepelný,celkový,0.327
311432945,tepelný,teplovodní,0.327
311432945,tepelný,výkon kvet,0.327
311432979,elektrický,celkový,0.526
311432979,tepelný,celkový,0.538
311432979,tepelný,teplovodní,0.538
311432979,tepelný,výkon kvet,0.538
311432989,tepelný,celkový,56.2
311432989,tepelný,parní,56.2
311432994,elektrický,celkový,0.999
311432994,tepelný,celkový,1.029
311432994,tepelný,teplovodní,1.029
311432994,tepelný,výkon kvet,1.029
311432999,elektrický,celkový,1.0
311432999,tepelný,celkový,0.928
311432999,tepelný,teplovodní,0.928
311432999,tepelný,výkon kvet,0.928
311433004,elektrický,celkový,0.549
311433004,tepelný,celkový,0.327
311433004,tepelný,teplovodní,0.327
311433004,tepelný,výkon kvet,0.327
311433013,elektrický,celkový,0.2
311433013,tepelný,celkový,0.255
311433013,tepelný,teplovodní,0.255
311433013,tepelný,výkon kvet,0.255
311433021,elektrický,celkový,1.897
311433021,tepelný,celkový,2.012
311433021,tepelný,teplovodní,2.012
311433021,tepelný,výkon kvet,2.012
311433031,tepelný,celkový,7.75
311433031,tepelný,parní,7.75
311433047,elektrický,celkový,0.5
311433047,tepelný,celkový,0.464
311433047,tepelný,teplovodní,0.464
311433047,tepelný,výkon kvet,0.464
311433050,tepelný,celkový,2.95
311433050,tepelný,teplovodní,2.95
311433061,elektrický,celkový,0.55
311433061,tepelný,celkový,0.604
311433061,tepelný,teplovodní,0.604
311433061,tepelný,výkon kvet,0.604
311433067,elektrický,celkový,0.549
311433067,tepelný,celkový,0.61
311433067,tepelný,teplovodní,0.61
311433067,tepelný,výkon kvet,0.61
311433126,elektrický,celkový,0.5
311433126,tepelný,celkový,0.62
311433126,tepelný,teplovodní,0.62
311433126,tepelný,výkon kvet,0.62
311433130,tepelný,celkový,3.3
311433130,tepelný,teplovodní,3.3
311433159,elektrický,celkový,0.75
311433159,tepelný,celkový,0.696
311433159,tepelný,teplovodní,0.696
311433159,tepelný,výkon kvet,0.696
311433172,tepelný,celkový,3.598
311433172,tepelný,teplovodní,3.598
311533193,elektrický,celkový,1.957
311533193,tepelný,celkový,2.081
311533193,tepelný,teplovodní,2.081
311533193,tepelný,výkon kvet,2.081
311533214,elektrický,celkový,0.25
311533214,tepelný,celkový,0.275
311533214,tepelný,teplovodní,0.275
311533214,tepelný,výkon kvet,0.275
311533228,elektrický,celkový,1.189
311533228,tepelný,celkový,1.177
311533228,tepelný,teplovodní,1.177
311533228,tepelný,výkon kvet,1.177
311533231,elektrický,celkový,0.5
311533231,tepelný,celkový,0.464
311533231,tepelný,teplovodní,0.464
311533231,tepelný,výkon kvet,0.464
311533236,elektrický,celkový,0.55
311533236,tepelný,celkový,0.61
311533236,tepelný,teplovodní,0.61
311533236,tepelný,výkon kvet,0.61
311533242,elektrický,celkový,0.75
311533242,tepelný,celkový,0.768
311533242,tepelný,teplovodní,0.768
311533242,tepelný,výkon kvet,0.768
311533265,elektrický,celkový,0.5
311533265,tepelný,celkový,0.464
311533265,tepelný,teplovodní,0.464
311533274,elektrický,celkový,5.219
311533274,tepelný,celkový,501.726
311533274,tepelný,parní,66.8
311533274,tepelný,horkovodní,132.87
311533274,tepelný,teplovodní,302.056
311533274,tepelný,výkon kvet,6.196
311533311,elektrický,celkový,0.164
311533311,tepelný,celkový,0.221
311533311,tepelný,teplovodní,0.221
311533311,tepelný,výkon kvet,0.221
311533362,elektrický,celkový,0.526
311533362,tepelný,celkový,0.529
311533362,tepelný,teplovodní,0.529
311533362,tepelný,výkon kvet,0.529
311533382,elektrický,celkový,1.2
311533382,tepelný,celkový,1.251
311533382,tepelný,teplovodní,1.251
311533382,tepelný,výkon kvet,1.251
311533387,tepelný,celkový,12.0
311533387,tepelný,teplovodní,12.0
311533391,tepelný,celkový,6.1
311533391,tepelný,teplovodní,6.1
311533402,elektrický,celkový,0.888
311533402,tepelný,celkový,0.52
311533402,tepelný,teplovodní,0.52
311533412,tepelný,celkový,8.7
311533412,tepelný,teplovodní,8.7
311533420,elektrický,celkový,0.095
311533420,tepelný,celkový,0.171
311533420,tepelný,teplovodní,0.171
311533420,tepelný,výkon kvet,0.171
311533457,elektrický,celkový,0.9
311533457,tepelný,celkový,0.914
311533457,tepelný,horkovodní,0.914
311533457,tepelný,výkon kvet,0.914
311533490,tepelný,celkový,26.184
311533490,tepelný,parní,26.184
311533505,tepelný,celkový,0.054
311533505,tepelný,teplovodní,0.054
311533505,tepelný,výkon kvet,0.054
311533521,elektrický,celkový,26.791
311533521,tepelný,celkový,44.544
311533521,tepelný,parní,9.07
311533521,tepelný,teplovodní,35.474
311533521,tepelný,výkon kvet,33.857
311533549,tepelný,celkový,1.615
311533549,tepelný,teplovodní,1.615
311533554,tepelný,celkový,1.8
311533554,tepelný,teplovodní,1.8
311533576,elektrický,celkový,288.8
311533576,tepelný,celkový,520.0
311533576,tepelný,parní,520.0
311533576,tepelný,výkon kvet,520.0
311533618,elektrický,celkový,3.466
311533618,tepelný,celkový,35.69
311533618,tepelný,parní,17.251
311533618,tepelný,teplovodní,18.439
311533618,tepelný,výkon kvet,4.619
311533621,elektrický,celkový,23.5
311533621,tepelný,celkový,49.895
311533621,tepelný,parní,23.9
311533621,tepelný,teplovodní,25.995
311533621,tepelný,výkon kvet,23.9
311533624,tepelný,celkový,16.85
311533624,tepelný,parní,8.45
311533624,tepelný,teplovodní,8.4
311533653,tepelný,celkový,0.3
311533653,tepelný,teplovodní,0.3
311533671,elektrický,celkový,1.2
311533671,tepelný,celkový,1.335
311533671,tepelný,teplovodní,1.335
311533671,tepelný,výkon kvet,1.335
311533677,tepelný,celkový,2.74
311533677,tepelný,teplovodní,2.74
311533699,tepelný,celkový,4.95
311533699,tepelný,teplovodní,4.95
311533702,elektrický,celkový,3.73
311533702,tepelný,celkový,30.646
311533702,tepelný,parní,30.646
