cislo_licence,druh,technologie,mw
310102935,tepelný,parní,74.43
310102942,tepelný,celkový,6.02
310102942,tepelný,teplovodní,6.02
310103045,tepelný,celkový,11.8
310103045,tepelný,parní,2.8
310103045,tepelný,teplovodní,9.0
310103054,elektrický,celkový,1.1
310103054,tepelný,celkový,68.682
310103054,tepelný,parní,27.6
310103054,tepelný,horkovodní,30.2
310103054,tepelný,teplovodní,10.882
310103054,tepelný,výkon kvet,1.422
310103061,elektrický,celkový,0.39
310103061,tepelný,celkový,6.046
310103061,tepelný,parní,3.0
310103061,tepelný,teplovodní,3.046
310103061,tepelný,výkon kvet,0.616
310103071,elektrický,celkový,0.022
310103071,tepelný,celkový,11.143
310103071,tepelný,teplovodní,11.143
310103071,tepelný,výkon kvet,0.046
310103076,tepelný,celkový,0.36
310103076,tepelný,teplovodní,0.36
310103081,tepelný,celkový,2.4
310103081,tepelný,teplovodní,2.4
310103102,tepelný,celkový,0.342
310103102,tepelný,teplovodní,0.342
310103133,tepelný,celkový,20.9
310103133,tepelný,teplovodní,20.9
310103138,tepelný,celkový,5.29
310103138,tepelný,teplovodní,5.29
310103143,tepelný,celkový,2.7
310103143,tepelný,teplovodní,2.7
310103147,tepelný,celkový,39.042
310103147,tepelný,teplovodní,39.042
310103158,tepelný,celkový,8.73
310103158,tepelný,horkovodní,8.73
310103171,elektrický,celkový,0.2
310103171,tepelný,celkový,91.728
310103171,tepelný,parní,4.65
310103171,tepelný,horkovodní,22.7
310103171,tepelný,teplovodní,64.378
310103171,tepelný,výkon kvet,0.267
310103181,tepelný,celkový,16.26
310103181,tepelný,parní,16.26
310103182,elektrický,celkový,0.009
310103182,tepelný,celkový,7.165
310103182,tepelný,teplovodní,7.165
310103182,tepelný,výkon kvet,1.221
310103239,elektrický,celkový,0.05
310103239,tepelný,celkový,2.2
310103239,tepelný,teplovodní,2.2
310103250,tepelný,celkový,7.95
310103250,tepelný,teplovodní,7.95
310103284,tepelný,celkový,11.6
310103284,tepelný,parní,11.6
310103316,tepelný,celkový,5.82
310103316,tepelný,horkovodní,5.82
310103323,tepelný,celkový,6.205
310103323,tepelný,teplovodní,6.205
310103343,tepelný,celkový,7.792
310103343,tepelný,horkovodní,7.792
310103350,tepelný,celkový,0.5
310103350,tepelný,teplovodní,0.5
310103351,tepelný,celkový,4.9
310103351,tepelný,parní,4.9
310103369,tepelný,celkový,0.84
310103369,tepelný,teplovodní,0.84
310103378,elektrický,celkový,0.15
310103378,tepelný,celkový,11.616
310103378,tepelný,teplovodní,11.616
310103378,tepelný,výkon kvet,0.216
310103382,tepelný,celkový,6.85
310103382,tepelný,parní,3.4
310103382,tepelný,teplovodní,3.45
310103399,tepelný,celkový,1.146
310103399,tepelný,teplovodní,1.146
310103548,tepelný,celkový,1.12
310103548,tepelný,teplovodní,1.12
310202111,tepelný,celkový,11.0
310202111,tepelný,teplovodní,11.0
310202117,tepelný,celkový,15.6
310202117,tepelný,teplovodní,15.6
310202131,tepelný,celkový,31.824
310202131,tepelný,teplovodní,31.824
310202138,elektrický,celkový,0.09
310202138,tepelný,celkový,2.8
310202138,tepelný,teplovodní,2.8
310202157,tepelný,celkový,0.485
310202157,tepelný,teplovodní,0.485
310202163,tepelný,celkový,37.5
310202163,tepelný,parní,37.5
310202165,elektrický,celkový,0.022
310202165,tepelný,celkový,15.253
310202165,tepelný,teplovodní,15.253
310202165,tepelný,výkon kvet,0.045
310202179,tepelný,celkový,0.52
310202179,tepelný,teplovodní,0.52
310202180,elektrický,celkový,0.582
310202180,tepelný,celkový,66.431
310202180,tepelný,teplovodní,66.431
310202180,tepelný,výkon kvet,0.845
310202186,tepelný,celkový,10.075
310202186,tepelný,teplovodní,10.075
310202190,tepelný,celkový,1.3
310202190,tepelný,teplovodní,1.3
310202194,elektrický,celkový,8.55
310202194,tepelný,celkový,79.8
310202194,tepelný,parní,79.8
310202194,tepelný,výkon kvet,79.8
310202198,elektrický,celkový,0.025
310202198,tepelný,celkový,27.737
310202198,tepelný,teplovodní,27.737
310202198,tepelný,výkon kvet,0.047
310202213,tepelný,celkový,0.19
310202213,tepelný,teplovodní,0.19
310202229,elektrický,celkový,0.62
310202229,tepelný,celkový,15.25
310202229,tepelný,teplovodní,15.25
310202229,tepelný,výkon kvet,0.97
310202239,tepelný,celkový,1.26
310202239,tepelný,teplovodní,1.26
310202250,tepelný,celkový,5.0
310202250,tepelný,teplovodní,5.0
310202257,tepelný,celkový,2.08
310202257,tepelný,teplovodní,2.08
310202262,elektrický,celkový,0.263
310202262,tepelný,celkový,0.98
310202262,tepelný,teplovodní,0.98
310202262,tepelný,výkon kvet,0.38
310202290,elektrický,celkový,0.05
310202290,tepelný,celkový,3.194
310202290,tepelný,parní,1.694
310202290,tepelný,horkovodní,1.5
310202291,tepelný,celkový,4.75
310202291,tepelný,teplovodní,4.75
310202314,tepelný,celkový,2.64
310202314,tepelný,teplovodní,2.64
310202337,elektrický,celkový,0.8
310202337,tepelný,celkový,3.711
310202337,tepelný,teplovodní,3.711
310202337,tepelný,výkon kvet,0.975
310202344,tepelný,celkový,2.4
310202344,tepelný,teplovodní,2.4
310202349,tepelný,celkový,12.6
310202349,tepelný,teplovodní,12.6
310202355,tepelný,celkový,2.58
310202355,tepelný,teplovodní,2.58
310202363,elektrický,celkový,2.196
310202363,tepelný,celkový,34.809
310202363,tepelný,parní,18.35
310202363,tepelný,horkovodní,6.294
310202363,tepelný,teplovodní,10.165
310202363,tepelný,výkon kvet,16.239
310202372,elektrický,celkový,0.6
310202372,tepelný,celkový,14.7
310202372,tepelný,teplovodní,14.7
310202394,elektrický,celkový,0.16
310202394,tepelný,celkový,3.5
310202394,tepelný,teplovodní,3.5
310202394,tepelný,výkon kvet,0.2
310202395,elektrický,celkový,0.356
310202395,tepelný,celkový,10.288
310202395,tepelný,teplovodní,10.288
310202395,tepelný,výkon kvet,0.498
310202409,tepelný,celkový,2.425
310202409,tepelný,teplovodní,2.425
310202416,tepelný,celkový,7.831
310202416,tepelný,parní,7.831
310202417,tepelný,celkový,1.0
310202417,tepelný,teplovodní,1.0
310202419,tepelný,celkový,19.86
310202419,tepelný,teplovodní,19.86
310202420,tepelný,celkový,0.315
310202420,tepelný,teplovodní,0.315
310202431,elektrický,celkový,0.045
310202431,tepelný,celkový,0.558
310202431,tepelný,teplovodní,0.558
310202431,tepelný,výkon kvet,0.068
310202432,tepelný,celkový,3.93
310202432,tepelný,teplovodní,3.93
310202433,tepelný,celkový,0.732
310202433,tepelný,teplovodní,0.732
310202435,tepelný,celkový,4.66
310202435,tepelný,teplovodní,4.66
310202449,tepelný,celkový,3.2
310202449,tepelný,teplovodní,3.2
310202463,tepelný,celkový,1.5
310202463,tepelný,teplovodní,1.5
310202499,tepelný,celkový,6.6
310202499,tepelný,parní,4.5
310202499,tepelný,teplovodní,2.1
310202501,elektrický,celkový,4.2
310202501,tepelný,celkový,58.7
310202501,tepelný,parní,58.7
310202501,tepelný,výkon kvet,54.3
310202503,tepelný,celkový,0.535
310202503,tepelný,teplovodní,0.535
310202504,tepelný,celkový,0.3
310202504,tepelný,teplovodní,0.3
310202507,tepelný,celkový,0.673
310202507,tepelný,teplovodní,0.673
310202531,tepelný,celkový,3.103
310202531,tepelný,teplovodní,3.103
310202540,tepelný,celkový,1.024
310202540,tepelný,teplovodní,1.024
310202560,tepelný,celkový,0.598
310202560,tepelný,teplovodní,0.598
310202581,elektrický,celkový,0.338
310202581,tepelný,celkový,16.38
310202581,tepelný,parní,16.38
310202587,elektrický,celkový,0.5
310202587,tepelný,celkový,0.75
310202587,tepelný,teplovodní,0.75
310202588,tepelný,celkový,17.8
310202588,tepelný,horkovodní,17.8
310202591,tepelný,celkový,4.38
310202591,tepelný,teplovodní,4.38
310202623,tepelný,celkový,3.31
310202623,tepelný,teplovodní,3.31
310202636,tepelný,celkový,1.799
310202636,tepelný,teplovodní,1.799
310202647,tepelný,celkový,1.2
310202647,tepelný,teplovodní,1.2
310202654,tepelný,celkový,0.834
310202654,tepelný,teplovodní,0.834
310202702,elektrický,celkový,0.322
310202702,tepelný,celkový,21.418
310202702,tepelný,horkovodní,14.55
310202702,tepelný,teplovodní,6.868
310202702,tepelný,výkon kvet,0.498
310202755,elektrický,celkový,6.63
310202755,tepelný,celkový,40.5
310202755,tepelný,parní,40.5
310202755,tepelný,výkon kvet,40.5
310202773,tepelný,celkový,0.36
310202773,tepelný,teplovodní,0.36
310202776,tepelný,celkový,0.9
310202776,tepelný,teplovodní,0.9
310202787,elektrický,celkový,1.5
310202787,tepelný,celkový,41.2
310202787,tepelný,teplovodní,41.2
310202787,tepelný,výkon kvet,8.0
310202957,tepelný,celkový,7.17
310202957,tepelný,teplovodní,7.17
310202960,tepelný,celkový,9.2
310202960,tepelný,teplovodní,9.2
310202981,tepelný,celkový,1.01
310202981,tepelný,teplovodní,1.01
310202993,tepelný,celkový,0.465
310202993,tepelný,teplovodní,0.465
310203024,tepelný,celkový,4.32
310203024,tepelný,teplovodní,4.32
310203394,tepelný,celkový,5.0
310203394,tepelný,teplovodní,5.0
310203438,elektrický,celkový,0.395
310203438,tepelný,celkový,7.258
310203438,tepelný,parní,0.459
310203438,tepelný,teplovodní,6.799
310203438,tepelný,výkon kvet,0.561
310203447,tepelný,celkový,0.6
310203447,tepelný,teplovodní,0.6
310203470,tepelný,celkový,0.917
310203470,tepelný,teplovodní,0.917
310203475,elektrický,celkový,0.003
310203475,tepelný,celkový,0.75
310203475,tepelný,teplovodní,0.75
310203487,tepelný,celkový,0.18
310203487,tepelný,teplovodní,0.18
310203497,elektrický,celkový,0.25
310203497,tepelný,celkový,0.13
310203497,tepelný,teplovodní,0.13
310203517,tepelný,celkový,0.25
310203517,tepelný,teplovodní,0.25
310203519,tepelný,celkový,9.9
310203519,tepelný,parní,9.9
310203550,tepelný,celkový,1.44
310203550,tepelný,teplovodní,1.44
310203553,elektrický,celkový,1.296
310203553,tepelný,celkový,16.816
310203553,tepelný,teplovodní,16.816
310203553,tepelný,výkon kvet,1.936
310203557,tepelný,celkový,14.0
310203557,tepelný,parní,14.0
310203619,elektrický,celkový,0.15
310203619,tepelný,celkový,0.2
310203619,tepelný,teplovodní,0.2
310203623,tepelný,celkový,11.6
310203623,tepelný,parní,10.6
310203623,tepelný,teplovodní,1.0
310203635,tepelný,celkový,0.35
310203635,tepelný,teplovodní,0.35
310203642,tepelný,celkový,11.3
310203642,tepelný,parní,11.3
310203650,tepelný,celkový,1.82
310203650,tepelný,teplovodní,1.82
310203652,tepelný,celkový,23.0
310203652,tepelný,horkovodní,23.0
310203654,tepelný,celkový,1.972
310203654,tepelný,teplovodní,1.972
310203682,tepelný,celkový,0.88
310203682,tepelný,teplovodní,0.88
310203683,tepelný,celkový,6.213
310203683,tepelný,teplovodní,6.213
310203685,tepelný,celkový,2.5
310203685,tepelný,teplovodní,2.5
310203700,tepelný,celkový,3.868
310203700,tepelný,parní,3.868
310203710,tepelný,celkový,14.415
310203710,tepelný,teplovodní,14.415
310203718,elektrický,celkový,5.6
310203718,tepelný,celkový,29.498
310203718,tepelný,parní,19.25
310203718,tepelný,horkovodní,10.0
310203718,tepelný,teplovodní,0.248
310203718,tepelný,výkon kvet,19.25
310203732,tepelný,celkový,3.26
310203732,tepelný,parní,3.26
310203734,tepelný,celkový,1.91
310203734,tepelný,teplovodní,1.91
310203741,tepelný,celkový,1.2
310203741,tepelný,teplovodní,1.2
310203754,tepelný,celkový,27.0
310203754,tepelný,parní,27.0
310303798,tepelný,celkový,5.5
310303798,tepelný,teplovodní,5.5
310303815,tepelný,celkový,2.2
310303815,tepelný,teplovodní,2.2
310303834,elektrický,celkový,36.545
310303834,tepelný,celkový,367.608
310303834,tepelný,parní,283.36
310303834,tepelný,teplovodní,84.248
310303834,tepelný,výkon kvet,190.36
310303886,tepelný,celkový,0.998
310303886,tepelný,teplovodní,0.998
310303888,tepelný,celkový,0.178
310303888,tepelný,teplovodní,0.178
310303908,tepelný,celkový,0.66
310303908,tepelný,teplovodní,0.66
310303930,tepelný,celkový,0.4
310303930,tepelný,teplovodní,0.4
310303939,tepelný,celkový,1.026
310303939,tepelný,teplovodní,1.026
310303946,tepelný,celkový,2.7
310303946,tepelný,teplovodní,2.7
310303980,tepelný,celkový,0.49
310303980,tepelný,teplovodní,0.49
310303987,tepelný,celkový,43.74
310303987,tepelný,parní,38.5
310303987,tepelný,horkovodní,5.24
310304008,tepelný,celkový,7.0
310304008,tepelný,teplovodní,7.0
310304018,tepelný,celkový,1.285
310304018,tepelný,teplovodní,1.285
310304027,tepelný,celkový,7.09
310304027,tepelný,teplovodní,7.09
310304034,tepelný,celkový,1.6
310304034,tepelný,teplovodní,1.6
310304040,elektrický,celkový,0.288
310304040,tepelný,celkový,2.34
310304040,tepelný,teplovodní,2.34
310304048,tepelný,celkový,0.34
310304048,tepelný,teplovodní,0.34
310304051,tepelný,celkový,48.411
310304051,tepelný,parní,8.948
310304051,tepelný,horkovodní,26.25
310304051,tepelný,teplovodní,13.213
310304075,tepelný,celkový,0.93
310304075,tepelný,teplovodní,0.93
310304079,tepelný,celkový,46.0
310304079,tepelný,parní,36.0
310304079,tepelný,teplovodní,10.0
310304092,tepelný,celkový,0.855
310304092,tepelný,teplovodní,0.855
310404130,tepelný,celkový,0.42
310404130,tepelný,teplovodní,0.42
310404140,tepelný,celkový,19.27
310404140,tepelný,parní,19.27
310404144,tepelný,celkový,6.75
310404144,tepelný,teplovodní,6.75
310404158,elektrický,celkový,0.1
310404158,tepelný,celkový,0.25
310404158,tepelný,teplovodní,0.25
310404167,tepelný,celkový,0.434
310404167,tepelný,teplovodní,0.434
310404172,tepelný,celkový,1.04
310404172,tepelný,teplovodní,1.04
310404173,tepelný,celkový,15.0
310404173,tepelný,parní,15.0
310404175,tepelný,celkový,5.0
310404175,tepelný,teplovodní,5.0
310404180,tepelný,celkový,0.14
310404180,tepelný,teplovodní,0.14
310404182,tepelný,celkový,2.866
310404182,tepelný,teplovodní,2.866
310404210,tepelný,celkový,0.45
310404210,tepelný,teplovodní,0.45
310404239,tepelný,celkový,36.0
310404239,tepelný,parní,36.0
310404241,tepelný,celkový,44.77
310404241,tepelný,parní,11.77
310404241,tepelný,horkovodní,33.0
310404288,tepelný,celkový,27.2
310404288,tepelný,parní,27.2
310404333,tepelný,celkový,0.5
310404333,tepelný,teplovodní,0.5
310404346,tepelný,celkový,24.5
310404346,tepelný,parní,24.5
310404352,tepelný,celkový,4.4
310404352,tepelný,teplovodní,4.4
310404359,tepelný,celkový,1.58
310404359,tepelný,teplovodní,1.58
310404364,tepelný,celkový,4.28
310404364,tepelný,teplovodní,4.28
310404382,elektrický,celkový,0.044
310404382,tepelný,celkový,25.946
310404382,tepelný,teplovodní,25.946
310404382,tepelný,výkon kvet,0.088
310404385,tepelný,celkový,19.2
310404385,tepelný,parní,19.2
310404400,tepelný,celkový,0.164
310404400,tepelný,teplovodní,0.164
310404407,tepelný,celkový,0.6
310404407,tepelný,teplovodní,0.6
310404433,tepelný,celkový,0.7
310404433,tepelný,teplovodní,0.7
310404454,tepelný,celkový,0.12
310404454,tepelný,teplovodní,0.12
310404489,tepelný,celkový,0.29
310404489,tepelný,teplovodní,0.29
310404496,tepelný,celkový,3.0
310404496,tepelný,teplovodní,3.0
310504544,tepelný,celkový,3.3
310504544,tepelný,teplovodní,3.3
310504581,tepelný,celkový,0.123
310504581,tepelný,teplovodní,0.123
310504583,elektrický,celkový,1.35
310504583,tepelný,celkový,26.4
310504583,tepelný,parní,24.0
310504583,tepelný,teplovodní,2.4
310504583,tepelný,výkon kvet,2.4
310504588,tepelný,celkový,0.805
310504588,tepelný,teplovodní,0.805
310504595,tepelný,celkový,0.325
310504595,tepelný,teplovodní,0.325
310504596,tepelný,celkový,4.277
310504596,tepelný,teplovodní,4.277
310504598,elektrický,celkový,0.066
310504598,tepelný,celkový,1.635
310504598,tepelný,teplovodní,1.635
310504598,tepelný,výkon kvet,0.135
310504611,tepelný,celkový,5.3
310504611,tepelný,teplovodní,5.3
310504625,tepelný,celkový,2.24
310504625,tepelný,teplovodní,2.24
310504636,elektrický,celkový,639.0
310504636,tepelný,celkový,2090.34
310504636,tepelný,parní,1566.0
310504636,tepelný,horkovodní,524.0
310504636,tepelný,teplovodní,0.34
310504636,tepelný,výkon kvet,1100.0
310504660,tepelný,celkový,2.0
310504660,tepelný,teplovodní,2.0
310504677,tepelný,celkový,1.257
310504677,tepelný,teplovodní,1.257
310504684,tepelný,celkový,0.92
310504684,tepelný,teplovodní,0.92
310504690,tepelný,celkový,2.996
310504690,tepelný,teplovodní,2.996
310504712,tepelný,celkový,3.763
310504712,tepelný,teplovodní,3.763
310504740,elektrický,celkový,1.26
310504740,tepelný,celkový,13.4
310504740,tepelný,parní,6.5
310504740,tepelný,teplovodní,6.9
310504747,elektrický,celkový,12.05
310504747,tepelný,celkový,10.476
310504747,tepelný,parní,10.476
310504750,tepelný,celkový,7.28
310504750,tepelný,teplovodní,7.28
310504755,elektrický,celkový,9.155
310504755,tepelný,celkový,33.2
310504755,tepelný,parní,33.2
310504755,tepelný,výkon kvet,28.0
310504781,tepelný,celkový,6.5
310504781,tepelný,teplovodní,6.5
310504785,tepelný,celkový,0.494
310504785,tepelný,teplovodní,0.494
310504788,tepelný,celkový,4.0
310504788,tepelný,teplovodní,4.0
310504802,tepelný,celkový,5.25
310504802,tepelný,teplovodní,5.25
310504848,elektrický,celkový,0.028
310504848,tepelný,celkový,4.59
310504848,tepelný,parní,0.334
310504848,tepelný,teplovodní,4.256
310604864,tepelný,celkový,22.4
310604864,tepelný,parní,22.4
310604868,tepelný,celkový,3.23
310604868,tepelný,teplovodní,3.23
310604918,elektrický,celkový,1.434
310604918,tepelný,celkový,2.071
310604918,tepelný,teplovodní,2.071
310604918,tepelný,výkon kvet,2.071
310604988,tepelný,celkový,46.737
310604988,tepelný,parní,46.737
310604994,elektrický,celkový,5.66
310604994,tepelný,celkový,34.1
310604994,tepelný,parní,34.1
310604994,tepelný,výkon kvet,32.73
310605005,elektrický,celkový,0.334
310605005,tepelný,celkový,2.85
310605005,tepelný,parní,0.25
310605005,tepelný,teplovodní,2.6
310605005,tepelný,výkon kvet,0.482
310605010,elektrický,celkový,28.352
310605010,tepelný,celkový,29.057
310605010,tepelný,teplovodní,29.057
310605010,tepelný,výkon kvet,29.057
310605012,tepelný,celkový,2.55
310605012,tepelný,parní,2.55
310605021,tepelný,celkový,5.58
310605021,tepelný,teplovodní,5.58
310605027,elektrický,celkový,0.33
310605027,tepelný,celkový,1.725
310605027,tepelný,teplovodní,1.725
310605027,tepelný,výkon kvet,0.405
310605029,elektrický,celkový,0.07
310605029,tepelný,celkový,2.044
310605029,tepelný,teplovodní,2.044
310605029,tepelný,výkon kvet,0.115
310605066,tepelný,celkový,2.52
310605066,tepelný,teplovodní,2.52
310605067,tepelný,celkový,18.15
310605067,tepelný,teplovodní,18.15
310605076,elektrický,celkový,0.295
310605076,tepelný,celkový,67.642
310605076,tepelný,parní,15.222
310605076,tepelný,horkovodní,36.3
310605076,tepelný,teplovodní,16.12
310605076,tepelný,výkon kvet,15.222
310605081,tepelný,celkový,0.19
310605081,tepelný,teplovodní,0.19
310605103,elektrický,celkový,239.0
310605103,tepelný,celkový,1079.0
310605103,tepelný,parní,1076.0
310605103,tepelný,teplovodní,3.0
310605103,tepelný,výkon kvet,453.75
310605107,tepelný,celkový,202.167
310605107,tepelný,parní,151.152
310605107,tepelný,teplovodní,51.015
310605115,tepelný,celkový,146.322
310605115,tepelný,horkovodní,146.322
310605139,tepelný,celkový,7.0
310605139,tepelný,parní,7.0
310605150,tepelný,celkový,0.75
310605150,tepelný,teplovodní,0.75
310605160,tepelný,celkový,0.9
310605160,tepelný,teplovodní,0.9
310705166,elektrický,celkový,0.28
310705166,tepelný,celkový,7.804
310705166,tepelný,parní,4.18
310705166,tepelný,teplovodní,3.624
310705166,tepelný,výkon kvet,0.424
310705171,tepelný,celkový,0.92
310705171,tepelný,teplovodní,0.92
310705174,tepelný,celkový,3.6
310705174,tepelný,teplovodní,3.6
310705175,elektrický,celkový,0.736
310705175,tepelný,celkový,0.96
310705175,tepelný,teplovodní,0.96
310705175,tepelný,výkon kvet,0.96
310705238,elektrický,celkový,0.52
310705238,tepelný,celkový,9.294
310705238,tepelný,parní,8.46
310705238,tepelný,teplovodní,0.834
310705238,tepelný,výkon kvet,0.834
310705263,tepelný,celkový,25.9
310705263,tepelný,horkovodní,25.9
310705284,tepelný,celkový,26.4
310705284,tepelný,parní,26.4
310705313,tepelný,celkový,2.82
310705313,tepelný,teplovodní,2.82
310705327,tepelný,celkový,3.2
310705327,tepelný,teplovodní,3.2
310705370,elektrický,celkový,21.265
310705370,tepelný,celkový,30.78
310705370,tepelný,horkovodní,8.672
310705370,tepelný,teplovodní,22.108
310705370,tepelný,výkon kvet,23.58
310705382,tepelný,celkový,2.082
310705382,tepelný,teplovodní,2.082
310705385,tepelný,celkový,0.5
310705385,tepelný,teplovodní,0.5
310705412,tepelný,celkový,11.7
310705412,tepelný,parní,11.7
310705423,elektrický,celkový,0.075
310705423,tepelný,celkový,4.045
310705423,tepelný,teplovodní,4.045
310705423,tepelný,výkon kvet,0.125
310705512,elektrický,celkový,1.2
310705512,tepelný,celkový,1.355
310705512,tepelný,teplovodní,1.355
310705512,tepelný,výkon kvet,1.355
310705530,tepelný,celkový,1.12
310705530,tepelný,teplovodní,1.12
310705533,elektrický,celkový,112.0
310705533,tepelný,celkový,1508.198
310705533,tepelný,parní,1508.198
310705533,tepelný,výkon kvet,557.0
310705576,elektrický,celkový,44.243
310705576,tepelný,celkový,138.48
310705576,tepelný,parní,138.48
310705576,tepelný,výkon kvet,138.48
310705595,tepelný,celkový,0.9
310705595,tepelný,teplovodní,0.9
310705616,tepelný,celkový,114.08
310705616,tepelný,horkovodní,90.4
310705616,tepelný,teplovodní,23.68
310705646,tepelný,celkový,0.386
310705646,tepelný,teplovodní,0.386
310705650,tepelný,celkový,0.8
310705650,tepelný,teplovodní,0.8
310705663,tepelný,celkový,0.89
310705663,tepelný,teplovodní,0.89
310705674,elektrický,celkový,4.0
310705674,tepelný,celkový,63.8
310705674,tepelný,parní,63.8
310705674,tepelný,výkon kvet,55.6
310805759,tepelný,celkový,5.79
310805759,tepelný,teplovodní,5.79
310805763,elektrický,celkový,1.2
310805763,tepelný,celkový,20.3
310805763,tepelný,parní,8.7
310805763,tepelný,horkovodní,11.6
310805763,tepelný,výkon kvet,8.7
310805769,tepelný,celkový,20.0
310805769,tepelný,teplovodní,20.0
310805802,elektrický,celkový,5.2
310805802,tepelný,celkový,28.5
310805802,tepelný,parní,28.5
310805802,tepelný,výkon kvet,10.5
310805808,tepelný,celkový,15.6
310805808,tepelný,parní,15.6
310805878,tepelný,celkový,0.612
310805878,tepelný,teplovodní,0.612
310805962,tepelný,celkový,12.0
310805962,tepelný,parní,12.0
310805970,elektrický,celkový,0.526
310805970,tepelný,celkový,0.558
310805970,tepelný,teplovodní,0.558
310805970,tepelný,výkon kvet,0.558
310806017,tepelný,celkový,0.58
310806017,tepelný,teplovodní,0.58
310806045,elektrický,celkový,4.95
310806045,tepelný,celkový,27.256
310806045,tepelný,parní,27.256
310806045,tepelný,výkon kvet,24.0
310806094,elektrický,celkový,0.99
310806094,tepelný,celkový,1.148
310806094,tepelný,teplovodní,1.148
310806094,tepelný,výkon kvet,1.148
310806114,tepelný,celkový,11.0
310806114,tepelný,teplovodní,11.0
310806121,tepelný,celkový,4.8
310806121,tepelný,teplovodní,4.8
310806165,elektrický,celkový,3.87
310806165,tepelný,celkový,4.434
310806165,tepelný,horkovodní,2.2
310806165,tepelný,teplovodní,2.234
310806165,tepelný,výkon kvet,4.434
310806206,elektrický,celkový,0.536
310806206,tepelný,celkový,0.524
310806206,tepelný,teplovodní,0.524
310806206,tepelný,výkon kvet,0.524
310806231,elektrický,celkový,0.97
310806231,tepelný,celkový,1.1
310806231,tepelný,teplovodní,1.1
310806231,tepelný,výkon kvet,1.1
310806309,tepelný,celkový,0.442
310806309,tepelný,teplovodní,0.442
310806321,tepelný,celkový,3.3
310806321,tepelný,teplovodní,3.3
310806371,elektrický,celkový,0.549
310806371,tepelný,celkový,0.577
310806371,tepelný,teplovodní,0.577
310806371,tepelný,výkon kvet,0.577
310806390,tepelný,celkový,2.3
310806390,tepelný,teplovodní,2.3
310806405,elektrický,celkový,1.5
310806405,tepelný,celkový,22.45
310806405,tepelný,parní,22.45
310806405,tepelný,výkon kvet,17.8
310806412,elektrický,celkový,8.018
310806412,tepelný,celkový,20.511
310806412,tepelný,parní,9.07
310806412,tepelný,teplovodní,11.441
310806412,tepelný,výkon kvet,10.772
310806424,tepelný,celkový,4.7
310806424,tepelný,parní,4.7
310806446,tepelný,celkový,3.44
310806446,tepelný,teplovodní,3.44
310806456,tepelný,celkový,3.12
310806456,tepelný,teplovodní,3.12
310806586,elektrický,celkový,9.637
310806586,tepelný,celkový,126.523
310806586,tepelný,parní,110.749
310806586,tepelný,horkovodní,6.5
310806586,tepelný,teplovodní,9.274
310806586,tepelný,výkon kvet,85.961
310806623,elektrický,celkový,0.2
310806623,tepelný,celkový,6.126
310806623,tepelný,parní,0.65
310806623,tepelný,teplovodní,5.476
310806623,tepelný,výkon kvet,0.276
310806633,tepelný,celkový,1.15
310806633,tepelný,teplovodní,1.15
310806658,tepelný,celkový,12.294
310806658,tepelný,teplovodní,12.294
310806718,tepelný,celkový,4.394
310806718,tepelný,teplovodní,4.394
310806953,elektrický,celkový,0.044
310806953,tepelný,celkový,14.59
310806953,tepelný,horkovodní,13.2
310806953,tepelný,teplovodní,1.39
310806953,tepelný,výkon kvet,0.09
310807159,tepelný,celkový,17.669
310807159,tepelný,parní,16.81
310807159,tepelný,teplovodní,0.859
310907354,elektrický,celkový,0.844
310907354,tepelný,celkový,0.854
310907354,tepelný,teplovodní,0.854
310907354,tepelný,výkon kvet,0.854
310907397,elektrický,celkový,5.5
310907397,tepelný,celkový,23.6
310907397,tepelný,parní,17.8
310907397,tepelný,teplovodní,5.8
310907397,tepelný,výkon kvet,17.8
310907423,tepelný,celkový,34.998
310907423,tepelný,horkovodní,30.0
310907423,tepelný,teplovodní,4.998
310907473,elektrický,celkový,0.022
310907473,tepelný,celkový,0.046
310907473,tepelný,teplovodní,0.046
310907473,tepelný,výkon kvet,0.046
310907660,elektrický,celkový,0.044
310907660,tepelný,celkový,1.546
310907660,tepelný,teplovodní,1.546
310907660,tepelný,výkon kvet,0.086
310908236,tepelný,celkový,0.355
310908236,tepelný,teplovodní,0.355
310908265,elektrický,celkový,0.325
310908265,tepelný,celkový,6.214
310908265,tepelný,teplovodní,6.214
310908265,tepelný,výkon kvet,0.454
310908342,elektrický,celkový,0.999
310908342,tepelný,celkový,1.297
310908342,tepelný,teplovodní,1.297
310908342,tepelný,výkon kvet,1.297
310908472,elektrický,celkový,0.526
310908472,tepelný,celkový,0.558
310908472,tepelný,teplovodní,0.558
310908472,tepelný,výkon kvet,0.558
310908704,tepelný,celkový,14.3
310908704,tepelný,parní,14.3
310908986,tepelný,celkový,0.42
310908986,tepelný,teplovodní,0.42
310909109,elektrický,celkový,89.0
310909109,tepelný,celkový,469.26
310909109,tepelný,parní,469.26
310909109,tepelný,výkon kvet,305.42
310909214,elektrický,celkový,472.966
310909214,tepelný,celkový,966.0
310909214,tepelný,parní,966.0
310909214,tepelný,výkon kvet,498.0
310909223,tepelný,celkový,0.545
310909223,tepelný,teplovodní,0.545
310909296,elektrický,celkový,0.46
310909296,tepelný,celkový,5.28
310909296,tepelný,teplovodní,5.28
310909296,tepelný,výkon kvet,0.48
310909432,elektrický,celkový,90.0
310909432,tepelný,celkový,364.0
